idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
1,refs/heads/master,0317195071b209459530feb4b6050a50641565b5,75bdf000d0b14c4ed2bae1477032a4df980d6da7,14f1ffe0f848f41a774809d2e85010c764f0787b,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/75bdf000d0b14c4ed2bae1477032a4df980d6da7_14f1ffe0f848f41a774809d2e85010c764f0787b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/75bdf000d0b14c4ed2bae1477032a4df980d6da7_14f1ffe0f848f41a774809d2e85010c764f0787b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/75bdf000d0b14c4ed2bae1477032a4df980d6da7_14f1ffe0f848f41a774809d2e85010c764f0787b_left_right.log'}",False,False
2,refs/heads/master,94c2a8949fec2e6004106c361be914867a19ca83,44b251f47ec0b5f84e2785fb1ae1d2c2682381b0,674a7c2f9b0b6359aa69bf63b25480e0f01c528b,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/44b251f47ec0b5f84e2785fb1ae1d2c2682381b0_674a7c2f9b0b6359aa69bf63b25480e0f01c528b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/44b251f47ec0b5f84e2785fb1ae1d2c2682381b0_674a7c2f9b0b6359aa69bf63b25480e0f01c528b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/44b251f47ec0b5f84e2785fb1ae1d2c2682381b0_674a7c2f9b0b6359aa69bf63b25480e0f01c528b_left_right.log'}",False,False
3,refs/heads/master,c45f4764f1bdc873cc7a7a79ded9d158299a8061,d8613bee39be280ffe9bd3c2f7252f8ce3c7996a,627e3f98d7609280d7228d4142a4966c8d790840,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/d8613bee39be280ffe9bd3c2f7252f8ce3c7996a_627e3f98d7609280d7228d4142a4966c8d790840_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/d8613bee39be280ffe9bd3c2f7252f8ce3c7996a_627e3f98d7609280d7228d4142a4966c8d790840_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/d8613bee39be280ffe9bd3c2f7252f8ce3c7996a_627e3f98d7609280d7228d4142a4966c8d790840_left_right.log'}",False,False
4,refs/heads/master,3bd4ed100ff5af756e294f14648f369e40ca73b7,5e8f46b053b4d7a72a47dd5480cba5d1a56d8892,04913bec66163fcb7a5cb8358c8e4c125cb7a2a1,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/5e8f46b053b4d7a72a47dd5480cba5d1a56d8892_04913bec66163fcb7a5cb8358c8e4c125cb7a2a1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/5e8f46b053b4d7a72a47dd5480cba5d1a56d8892_04913bec66163fcb7a5cb8358c8e4c125cb7a2a1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/5e8f46b053b4d7a72a47dd5480cba5d1a56d8892_04913bec66163fcb7a5cb8358c8e4c125cb7a2a1_left_right.log'}",False,False
5,refs/heads/master,c76d767a381155dbefde2f85c8fb4c2076aa21c9,bc96b9437be51f24d0887c78bdf80e476e8577bd,ef5854b7a076b689e4f6460506dbcef4c122338b,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/bc96b9437be51f24d0887c78bdf80e476e8577bd_ef5854b7a076b689e4f6460506dbcef4c122338b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/bc96b9437be51f24d0887c78bdf80e476e8577bd_ef5854b7a076b689e4f6460506dbcef4c122338b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/bc96b9437be51f24d0887c78bdf80e476e8577bd_ef5854b7a076b689e4f6460506dbcef4c122338b_left_right.log'}",False,False
6,refs/heads/master,8bb4167d31fef37857198f2becad2433f38098df,36efd651b255eb4e4c448c4e3f0e39903e3c43bf,aa7d6d901a938269d20f183301f8bd2fc732238c,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/36efd651b255eb4e4c448c4e3f0e39903e3c43bf_aa7d6d901a938269d20f183301f8bd2fc732238c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/36efd651b255eb4e4c448c4e3f0e39903e3c43bf_aa7d6d901a938269d20f183301f8bd2fc732238c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/36efd651b255eb4e4c448c4e3f0e39903e3c43bf_aa7d6d901a938269d20f183301f8bd2fc732238c_left_right.log'}",False,False
7,refs/heads/master,ec837d3dc61ac5287158c178df5f0b92abedda1f,5ff4a61d7a160e111412ca10150f3a50e820591f,bcfce69a5126a5da30336b48d21dc06ff4a745f4,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/5ff4a61d7a160e111412ca10150f3a50e820591f_bcfce69a5126a5da30336b48d21dc06ff4a745f4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/5ff4a61d7a160e111412ca10150f3a50e820591f_bcfce69a5126a5da30336b48d21dc06ff4a745f4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/5ff4a61d7a160e111412ca10150f3a50e820591f_bcfce69a5126a5da30336b48d21dc06ff4a745f4_left_right.log'}",False,False
8,refs/heads/master,e432e9416eb9d340da966d99c97e8f4816a35175,055cf83961bb70f2c0a8c7ac3e1eeced4dbd5c94,d7344319fec5d6b4abee10854fc2831fb58b0305,,2,14,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/055cf83961bb70f2c0a8c7ac3e1eeced4dbd5c94_d7344319fec5d6b4abee10854fc2831fb58b0305_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/055cf83961bb70f2c0a8c7ac3e1eeced4dbd5c94_d7344319fec5d6b4abee10854fc2831fb58b0305_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/055cf83961bb70f2c0a8c7ac3e1eeced4dbd5c94_d7344319fec5d6b4abee10854fc2831fb58b0305_left_right.log'}",False,False
9,refs/heads/master,055cf83961bb70f2c0a8c7ac3e1eeced4dbd5c94,7b9430af58a417ec8ea7527431713c19df5956e4,ea341dbdf083ab17d48cd4d3299c13e1131e2d1f,,2,12,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/7b9430af58a417ec8ea7527431713c19df5956e4_ea341dbdf083ab17d48cd4d3299c13e1131e2d1f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/7b9430af58a417ec8ea7527431713c19df5956e4_ea341dbdf083ab17d48cd4d3299c13e1131e2d1f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/7b9430af58a417ec8ea7527431713c19df5956e4_ea341dbdf083ab17d48cd4d3299c13e1131e2d1f_left_right.log'}",False,False
10,refs/heads/master,7b9430af58a417ec8ea7527431713c19df5956e4,8ed16254bc4461ca3585f071b3d935c39087747d,455bb19d4c65b1ed68363192d984f8b010713baf,,2,8,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/8ed16254bc4461ca3585f071b3d935c39087747d_455bb19d4c65b1ed68363192d984f8b010713baf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/8ed16254bc4461ca3585f071b3d935c39087747d_455bb19d4c65b1ed68363192d984f8b010713baf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi-s3/8ed16254bc4461ca3585f071b3d935c39087747d_455bb19d4c65b1ed68363192d984f8b010713baf_left_right.log'}",False,False
