idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
3,refs/heads/master,d72e1c5129901da0def53b3ff7b0a1d2c4716ff1,2883439a1b5763a4fa1251d9e0e68939c67102c9,ef4263d5a9436c0a65f9421d72257fcdaffd597f,,False,False,,,,,,False
5,refs/heads/master,f483a100c9736f3f6f3f87f8d5404f5a680687b0,d0df0221789fad6d204358501424b5b546ff53bd,c7d64ed6f13cc157ec2dbf6c2ba344fd90444c3b,,False,False,,,,,,False
6,refs/heads/master,d0df0221789fad6d204358501424b5b546ff53bd,22b6184eeaff4c28572b7f1d7cdd3cbe8e7ee27f,7a8f493c6880e4cb82a284292152d9e69596ba8e,,False,False,,,,,,False
7,refs/heads/master,22b6184eeaff4c28572b7f1d7cdd3cbe8e7ee27f,e56aae1160dc1461d207fb7d66f0b620c7ad91bd,60db7b72c0005855f76ffc878777bea1a1b7e530,,False,False,,,,,,False
8,refs/heads/master,d78a0644b48a5451820678a6e9f2e9cc649358c9,ddbfd66c2d2ce7e5a1e872954d0d835eeb877a03,e945d49e75ef169778a257519f2c0bf41aa550d5,,False,False,,,,,,False
11,refs/heads/master,35070149fadd716620e4e1776fa73c8eb0747152,1a419c94b271e37129aa3c81d9fefb1da4c15183,0fb3f94f987258d9836fd96525350a8bf9ca6af9,,False,False,,,,,,False
14,refs/heads/master,3b0132bd110f6b90df6eef3faeec3bfb58d2728a,90709bc22f7d7a286b4f2c90ca5ccca10a5ca717,d911a16d704bbe790d84bbacc655ef050c1f5806,,False,False,,,,,,False
20,refs/heads/master,e5074da74b6c926289ac93e11c84b739397ef879,7d2eac941bb7d9cb8a6f2cb0e3a02065742b6d7f,c9b7ebc36cd77049fa8dc3d7e7a4394b656a055e,,False,False,,,,,,False
24,refs/heads/master,da7a2c0e6b0870def4a43394cda8aa2dd5b31776,1f0efb2857acbbe34eb4e6f5edc199723a0e0e4d,d2c378a5b59ff286c2b6a2bb9419bf94c640f93a,,False,False,,,,,,False
27,refs/heads/master,21701cabd71ac340672f50d8a6c281983b10933e,9a3e656f85afea1fd8e32b95923bb6c43a05e72c,b873bcd9e426641c9b66c0cdaeec09cf87be4cf8,,False,False,,,,,,False
31,refs/heads/master,dbb0dcde3acb8bfe00098d7629d716a1489e9fb3,b94a8abecc103d3e232dc9409fcfaac079585079,2a17342c3a87d4de4f21e2d7d7fa0ef2ea192409,,False,False,,,,,,False
36,refs/heads/master,43de57023d6685274d4efcd2e0c6022bbe55308c,f2ed11d7bcba70cccee323f68421184de4c1a775,2456f17bc278b207ea7b2e4000e0caaae4dd02a9,,False,False,,,,,,False
