idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/main,c6a0ae5c6c5b3141e5c0207f44d4757919f94696,63863a7c3d18c62275713889ff5cd6d9299fe3f4,07635f95d926c7b117841327bb8aaa5c2a013800,,True,True,Tests_passed,9a716c57ead2531de7aa5ff5d949f6aafb8f17ea42616112fc2e13e962bf7728,True,105,2349,True,Tests_passed,933b12be2152a654eaca6a878e417893ae5c06fd47842a14c11c31c227980936,True,True
2,refs/heads/main,74ebeef076b841ab7060babc52c3c2f1f596dfc0,5e5d9cb10f1e96c04b62ef987f5d5e6e57d4c880,55dca9f2ec82246e6d7c573010a55af874f39bc4,,False,False,,,True,13,23,,,,False,False
5,refs/heads/main,eb38f4012dacafe4b4e876004ccf09080bde4e8a,32cf434df4d70cd02503e60d3be65b9156e2f7d7,211a81796b512118b338f16231de0cf748e0b673,,True,True,Tests_passed,25afcf9a4d83300c0e1502b5a7ce34f163f7c7e1e011553961a716e2ec4ac222,True,3,9,True,Tests_passed,feaf8dc103ef91d74e3d22fd1ad24e6ee3db2d94ee248f23c517c912bda1ca88,True,True
7,refs/heads/main,6657bd3ab60032d8507ec7c27a98a1a22c6bb268,921de8b2159d83599920560fc545bec63b94c405,d3094c262e962ff8097511b17322e2d79311fea4,,True,True,Tests_passed,9ab1982eae3441324d50ddfbc9e5e43f149fee8f73a75029ee49304f928ea82e,True,20,631,False,Tests_failed,1e57432fb07980cbb2ed07b8f2cc0168dfbd0395e382da76fc6430ad66261573,False,False
8,refs/heads/main,e5f4b1ed84d5b7c124f3510a2b6ec73c59f2644f,aed90ee110c27b7a532003ccd79c71c037636eae,4232fc4c0b8167aa2920a6848914b058d0102e29,,False,True,,,True,19,624,,,,False,False
9,refs/heads/main,aed90ee110c27b7a532003ccd79c71c037636eae,80be2ff3a8b0b953acff79d9ac2a9f95cd3e6641,6f88d18f63508a67215d9e58b95e24f4bc8b5c0d,,False,True,,,True,18,610,,,,False,False
10,refs/heads/main,80be2ff3a8b0b953acff79d9ac2a9f95cd3e6641,3ad758d828949d005fe8d5488c5be053140e0a24,312357222c2c835c9059274e61518767e78e9db5,,False,True,,,True,13,445,,,,False,False
11,refs/heads/main,3ad758d828949d005fe8d5488c5be053140e0a24,3d39145e25b31d1306e9094598b7ccec413cff56,9d22f2afc2391753a2b1e826df9c9ea3feed6905,,False,True,,,True,16,518,,,,False,False
13,refs/heads/main,009742419a04f84f04001f4a0b4100d8bcde3884,1058b789cc78cd70867d4cbc36db0d77fe8f9208,66a099ee4c41acfeaa5511278b35e983eab6fd59,,False,True,,,True,7,108,,,,False,False
18,refs/heads/main,56880c0837f3c9781b98d330c4f25ff744a1c69f,d077f4aa696f35ecbd915401f56d919864bf258b,6e69e2eb8feb04d0e6bbeed753412cd5150da4b7,,True,True,Tests_failed,5cac23bee7a4b926c53195aad10d65741d83a451cff481bd109339862ff850c9,True,12,359,False,Tests_failed,6af0c4240709b8458f3f547a91c04abc4666d268143fb5475c4f7adb62cad274,False,False
19,refs/heads/main,f13afa7b54a26bea4239254da4bf2bf1695ffc1d,d078874474414b5e8fbbb2fd8b0d5f4da48e5c55,f4f2f80b79f2e03808e27ff65ad1c452f6a2eefd,,False,False,,,True,3,4,,,,False,False
21,refs/remotes/origin/pull/31,e2d7ae0043f2b558e31c43380355ebc86cfe67b2,7039cba15c7fbac14c9823fb5688ed4862d7ff46,009742419a04f84f04001f4a0b4100d8bcde3884,,False,True,,,True,7,108,,,,False,False
