idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_myers_ignorespace,gitmerge_recursive_myers_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint,ivn,ivn_merge_fingerprint,ivn_ignorespace,ivn_ignorespace_merge_fingerprint,gitmerge_ort_plus,gitmerge_ort_plus_merge_fingerprint,gitmerge_ort_ignorespace_plus,gitmerge_ort_ignorespace_plus_merge_fingerprint,gitmerge_recursive_histogram_plus,gitmerge_recursive_histogram_plus_merge_fingerprint,gitmerge_recursive_myers_ignorespace_plus,gitmerge_recursive_myers_ignorespace_plus_merge_fingerprint,gitmerge_recursive_minimal_plus,gitmerge_recursive_minimal_plus_merge_fingerprint,gitmerge_recursive_myers_plus,gitmerge_recursive_myers_plus_merge_fingerprint,gitmerge_recursive_patience_plus,gitmerge_recursive_patience_plus_merge_fingerprint,gitmerge_resolve_plus,gitmerge_resolve_plus_merge_fingerprint,git_hires_merge_plus,git_hires_merge_plus_merge_fingerprint,spork_plus,spork_plus_merge_fingerprint,intellimerge_plus,intellimerge_plus_merge_fingerprint,adjacent_plus,adjacent_plus_merge_fingerprint,imports_plus,imports_plus_merge_fingerprint,version_numbers_plus,version_numbers_plus_merge_fingerprint,ivn_plus,ivn_plus_merge_fingerprint,ivn_ignorespace_plus,ivn_ignorespace_plus_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_myers_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time,ivn_run_time,ivn_ignorespace_run_time
95,refs/remotes/origin/pull/112,9d608121dd2c89e1c5eadb6717ccfa7c412148f9,f5f88b588c8c76b53ca5a569b8f38084bb368c74,e81bbdb1045efc0513bef1271216bc624d375fb1,,True,True,Tests_passed,ffea03a994d13cc1f2b6fdeed7c27f93cba48121769f9b05726dea56e778f2ac,True,28,31,751,3,True,Tests_passed,1d41135e87c8ab2c58592179fe5698e7397e6d6054ed65ca76547ef1943c90d0,True,28,True,Merge_failed,2bcbd66f4ac39f618d62356ff8529aad8bacaa5e7bbb830b1a411bd750e9d9ee,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Merge_failed,2bcbd66f4ac39f618d62356ff8529aad8bacaa5e7bbb830b1a411bd750e9d9ee,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Merge_failed,2bcbd66f4ac39f618d62356ff8529aad8bacaa5e7bbb830b1a411bd750e9d9ee,Merge_failed,2bcbd66f4ac39f618d62356ff8529aad8bacaa5e7bbb830b1a411bd750e9d9ee,Merge_failed,2bcbd66f4ac39f618d62356ff8529aad8bacaa5e7bbb830b1a411bd750e9d9ee,Merge_failed,968c1a920c711ae831b5432a59afb923651c20893966b873a8490546a5696c1c,Merge_failed,cea649cfb2af64681c63655b2192d20d4da1445b59f2cf5980150d38845511e3,Merge_failed,b1c34e0fcd479abfac20b4e1457d5fdfe0acbe51f7c8510c48af2ea6eae9e3ac,Tests_passed,91952eeb51bd58c0bb4803229f4130c48dea1dd56bd61aef157d4ae67f4bbda6,Merge_failed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Merge_failed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,ffea03a994d13cc1f2b6fdeed7c27f93cba48121769f9b05726dea56e778f2ac,Tests_passed,a6cfb7c3c1af1e18a96478655b45240b7053892594bae2a31df92b119267509d,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,Tests_passed,629cbfeb8981ffe19ee86b39e583b3823a54d8989211acc936b83ce2e28f2fe7,0.041115522384643555,0.037482500076293945,0.027384519577026367,0.029816865921020508,0.015912294387817383,0.04701805114746094,0.0159909725189209,0.22847580909729004,0.17321085929870605,0.025867938995361328,0.32926464080810547,0.07459282875061035,0.10463309288024902,0.0758516788482666,0.10864710807800293,0.1064462661743164
