idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
11,refs/heads/master,4056ecb6f2466cc4b56c6706a35918d76b35ef23,7416acdb1655b9c6824c9e3ec10331067e0ee9d3,e2e624389b9408c00abc66a9c86a789e7762d296,,139,3,1218,149,True,True,True,139,False,Tests_failed,8230d1dafcb2c64d1d97a7ffe11eaa3df0e746f53dc26227b5dba7a440f7c035,False,Tests_passed,dde7f2234b5a7a87169e921782b4179adff592a9ff8bb709d0c707e30dc2c080,False
13,refs/heads/master,c71a7de8cef5122edbd77d32156657ada82fb742,211ecd25d0359e24164cef853cc12373a5c4074f,727730c77e1fdba2bbce6ba4d8ac48c04df265ce,,136,1,1113,136,False,True,True,136,False,,,,,,False
14,refs/heads/master,a03daa9f1a685ae169364425999295e6d7a38c4d,02017fdbc12305f8bf006912e239bdbb52f06dfb,964b3050ddf6f3fcc161ce02169bc0da77ec36c4,,21,1,1011,34,False,True,True,21,False,,,,,,False
15,refs/heads/master,baaa45b35cff0bb235d4b0b6570c477e9492957d,f0fd3e749db619221ca0d94fc32514caaecca6bf,28f80f01ab31e9d55bf4a6b34621556c424917e2,,6,1,114,12,False,True,True,6,False,,,,,,False
18,refs/heads/master,8d72aea57c861f8cfd8f87d44839d5a6fb4ba851,a19a90fa6a6eb7884ce10f1c800d802d1881e28d,cdd48d794be6dedb1c55883a8540503eed3dcc9c,,9,1,1036,13,False,True,True,9,False,,,,,,False
19,refs/heads/master,143ee9fd0f5d94f7c7f073752b040992484b623e,5fad3106c148c49288292bae9a3590d73d362c0c,50d38f4442e6147a2c32af32abe18dbce17b9012,,9,3,74,14,False,False,True,9,False,,,,,,False
24,refs/heads/master,0126bde8934e2bbccab0950d66ce2c9f06da59a3,dd6850835691bdfb7b531c38698af36ad647935b,7b598e37636a163e6974dabd593e132471723397,,9,2,118,41,True,True,True,9,False,Tests_failed,999882aa55545beb37bb61ad929b55cb2a3650b92fb6903a22d5aaaa34dc3a3b,False,Tests_failed,6cb0a5bdf7cdaf9fc3bc0241d8742490d29f1145b7c6e56c9cebc9b979db1d95,False
26,refs/remotes/origin/netty4,d96e1f9dee6f52046de6619b1d959d7b53e47279,182ed1d53c021c257f27e8db60879ecd9f1b5874,11a35af8cfd3ad8132ddb0952a901bd95ceb7838,,64,7,2794,597,True,True,True,64,False,Tests_failed,edc069d96ad912e46980b082c86f061b0e742db1fa9c85ff05d1867300150460,False,Tests_failed,0ede8866dc7928f20393693abe00dc6f63b3f6947df384cff517931bd9cefee1,False
29,refs/remotes/origin/netty4,c640bc6a83ca36700d8394205ad9fe15212d7e52,6a42e6ada5b7f5d85c430158b69b2f513fc921ed,3db6f492c049255f0495809711476cffdfb5c11f,,149,127,3481,602,True,True,True,73,False,Tests_failed,bde4e69b5dad2c5743b6c70224479a1c9251003e889637255e3d7ba98a8be6f9,False,Tests_failed,35f88feec5cad810fde098aca9618070d60366a93f53eb5594c26597cc44d5fe,False
31,refs/remotes/origin/netty4,3a749d6a01677611e9082306962b8643f0af1006,ac2b4dad0e52c4be2359c52e91f6b70e94da95fd,f397376c33c15678bf126eb13961e26d35496c6e,,59,43,1880,397,True,True,True,52,False,Tests_failed,76a578eef34066df0ba50ef06d65ed18daa14b2f6e110fb22552de3ac13899d2,False,Tests_failed,6ea498efd47589b8a37c58aa4024ec1f4bef06dffa213d373124e1725a31c4b3,False
32,refs/remotes/origin/netty4,ca6c27ffcba4eca11312936a356fcc25025f0338,3ff0b1d69d493286ee1bf293c902be014c31c700,86301a481aa12684e2fa3bb740abcb4828ea5382,,40,5,732,174,True,True,True,40,False,Tests_failed,5e52790cd72ad23b831514e3a45e417e7057bd0872dbcaf028964f5cf58fa023,False,Tests_passed,543a510a58fb712272b6e1503861b647639a45dc4428ade84a7d427c7b998d9a,False
35,refs/remotes/origin/pull/125,75bd0bf05ed1bc23ed40fe988ca25df0d987ce18,c0e80ecbfbb79184129588c887ad355646d696c4,9909519121577d9f136466c5f9f23f9fb471883f,,2,0,2,1,False,False,True,2,False,,,,,,False
37,refs/remotes/origin/pull/138,80c6d1bfa9b779ba2c978ff13142307ada00d21a,193d1c4edffe634371e7663a36b313c23b9e1cd5,0235f07164112e0400ad8023b0ce20b26e083aeb,,76,3,4732,757,False,True,True,76,False,,,,,,False
38,refs/remotes/origin/pull/138,6af6e9b222083531a47b0ad59253cdced6b87b34,d7882dff536faaf8c5e95e3965b8420ab93b1d4a,1d94bc527ce572533c3eabbf2fd8af716e4a9515,,3,0,4,2,False,False,True,3,False,,,,,,False
40,refs/remotes/origin/pull/138,4f136f6002f9aaae1fdfc72b813a71fe4f8ccb0f,abb4bdda062ccb8dfa3656274299df350be7147b,f89ef18d2a3d58cd915ad67c868685f243ee653c,,4,2,26,7,False,True,True,4,False,,,,,,False
