idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
1,refs/heads/dev,7c0c75ff0f7feba78cf465dcc3bbe1cf0b23d16e,8be9b0e0ef39f0da1f7801b9f5841d5e7b754fa7,b059527e3c409806c8f9bccb7c8a8e87e1bc96cd,,True,True,Tests_passed,09f32db842e055faf624ee5f9423511d0a3fcdbeffe3ac249cd6a2b093cfeeb1,True,13,15,34,2,True,Tests_passed,658983194d2c5423945812cdab8feba3da53a1317ecae46ae3ce6d8cb606ee90,True,13,True
2,refs/heads/dev,b059527e3c409806c8f9bccb7c8a8e87e1bc96cd,4d3acc222dce6df268df4e99930030e8a0031437,d051efa031ab0d5280925e575b430ee627086c32,,True,True,Tests_passed,658983194d2c5423945812cdab8feba3da53a1317ecae46ae3ce6d8cb606ee90,True,136,274,10642,2,True,Tests_passed,223b1bed8874c3797177407e6f82537ecfc5c3ddd73679957f9e0618fa446ae7,True,136,True
3,refs/heads/dev,4d3acc222dce6df268df4e99930030e8a0031437,4605f295c9554426175a4b3e4519c3d3dcefdde5,6c529ee441d108cf8cc8f9d3bcd6dc77322fec0a,,False,True,,,True,29,146,2355,1,,,,False,29,False
4,refs/heads/dev,4605f295c9554426175a4b3e4519c3d3dcefdde5,b24310aef11bd8609347a389e94680a5164ce8e1,0bb8789ef111f7e3aef6b12886eb72cf4e2694c4,,False,True,,,True,16,16,127,1,,,,False,16,False
7,refs/heads/dev,ef87f50c58cd82e735a5fb3222f1c1edce3d2090,a458e3a98a4dacb01955cdf70c00007f49887544,9397a54e43e8b319b5b354993643e7e5267c562c,,False,False,,,True,2,1,4,0,,,,False,2,False
9,refs/heads/dev,54124bfef6cffa49207b50ef71a18bf12065c86d,3a635b5ecefa6a490d20406f4ccc009a83a970ba,c2fb5f281dbc963e1f8d6eea4337a79d6603aede,,False,True,,,True,9,16,54,0,,,,False,9,False
12,refs/heads/dev,fd0fddce886cd6d00352c72a4de595fca2a1091b,7fb363c4466406db8ef8cf82913e993345e1a496,40b3acdbeabc563acd3ee7385d19060b53456ff5,,False,True,,,True,15,17,102,1,,,,False,15,False
13,refs/heads/dev,7fb363c4466406db8ef8cf82913e993345e1a496,6ec8578b6b998913d85433c6d46657503fc7af10,da4868d21c25a6caa58f90970712d3b80a064ba0,,False,True,,,True,7,13,124,1,,,,False,7,False
15,refs/heads/dev,85a7072604a5f989f0ff925ea3bfd7ea40948c28,f45166afc830360e7e40e53f53302b90fce60ea5,317d303280732a0b5233596d095620c709428775,,False,True,,,True,23,111,2442,1,,,,False,23,False
16,refs/heads/dev,f45166afc830360e7e40e53f53302b90fce60ea5,9fa50007e46d092b6462f6dfd1f1c08be3a7677b,9a8278a4cb19a3fa5ffcf14250cfe6648b5f75cd,,False,False,,,True,4,5,14,1,,,,False,4,False
17,refs/heads/dev,9a8278a4cb19a3fa5ffcf14250cfe6648b5f75cd,a31852035481e76eee01b595f0a78496d469f525,693b752bec863ff3deea9bae6765704172dbc9a2,,False,True,,,True,26,102,2676,1,,,,False,26,False
19,refs/heads/dev,e689c73aa43f88fdddfd16faa1d546cf908f1ed0,60ab23fc59f75a1b2dafae5123fb9188f4c01bb9,70b812df86cfa9222c79d308dcf4e264cca26796,,False,False,,,True,3,3,57,1,,,,False,3,False
21,refs/heads/dev,d37de7beff8e4b7e8cd8e1fed1a70a031e741acb,b3615a6899c58f7f102a71bf2138ef8dcdc2bb19,5ceef3f1e8565969f8109659ab7c4d302d29bcd2,,False,True,,,True,6,16,89,1,,,,False,6,False
23,refs/heads/dev,118dfd0177c10a66cbd684f6ae23f272168285fa,546fd4096445a456179358f76628254b5edde780,13babfc9e63dd31b4d48c634071a52c9bab0ac42,,False,True,,,True,26,46,169,1,,,,False,26,False
24,refs/heads/dev,f4fa22b1b2f344a6fd117289aec36da245429f1b,b2dab24a50dc478a0859bd9c4a37e12c90d42231,8e778e3d6794e7bc1dc8778350f87002c6bfc8eb,,False,False,,,True,4,161,374,1,,,,False,4,False
25,refs/heads/dev,17e7fcc95007ee8d9adad33180a493b0f65fd336,b924f12cbb126fa9cb1ca0cefc93f40c89593a41,d66b94acf794c1bed96e396ce1dc9ed8aab3e01b,,False,True,,,True,6,15,4385,1,,,,False,6,False
26,refs/heads/dev,1b109c938d69349065a467e7fbf8bb9053243372,d158e9488e6e3d1996a3bbcfe4753baff66bbefb,66ffa23413e5864c84b2e460256ff8250dac16ba,,True,True,Tests_passed,9e847fd0d3cdf06e620aadaf7fa2c89587c2e8ddd6eb11884b1c37033a392bdf,True,5,5,74,2,True,Tests_passed,6407cffcf52fd06916e27c27a472564cd27b384ef02537a81a5b5cebd5e860fa,True,5,True
28,refs/heads/dev,4074a9febd645a154c7aa42ba6e99af5a0fa4596,0b56e0b8ebfb0b6dd3b32fd9e23a51c65ca3d7fd,643e39bcbb64f24f30e0889dbcf2b1f8fd339746,,False,True,,,True,3,2,78,1,,,,False,3,False
29,refs/heads/dev,7d14eec3522736fb65f4c68b3c41043bed40a779,bf09762ae77fb0bf5b4c4833e099ac48855d7147,121988e7a3574fe3dcbb5840fe0fe8f2c27da31f,,True,True,Tests_passed,d71a958dedeccbc9c4cef38fafa6aeba463c203b344b38ba39038c33d514010e,True,41,185,2271,2,True,Tests_passed,4e225565bd7722ac55df0af084a3b01c493ab81a31e86c0ce700daebe0f9e141,True,41,True
30,refs/heads/dev,6362644b9869a16d60d39f7e904d989d610b8c9b,ccfc3475e2a3e58249c922bff853a58e8bf6cfd4,9fc0e31c845c2c1f02dcb847169bccb01fbd8784,,False,False,,,True,9,17,66,1,,,,False,9,False
31,refs/heads/dev,dcbeb7e414fc8dd71d3ab28bf81d7d1dab801bc4,99a486c36e496a6c3907c0a78d1e2b576d207c5c,5bdc1a336f37f9faf33945f91807ad4c8d0670a6,,False,False,,,True,11,16,143,1,,,,False,11,False
33,refs/heads/dev,1f84e7b3bb80903cb5287e7c6b23c82716501114,6cd0f537dd1580b4d87c766a812d806c88cbb7ed,7a6f2602be6127a9f789ed58813fd26b519985ba,,False,True,,,True,126,120,37703,1,,,,False,126,False
35,refs/heads/dev,b675ba66265f960196e007f0e8f020ed6df611e3,aafd4aac3496f8506adfa8b2595dca924a8d6a78,c8556e5b0babc40676115b5332f41ce4a5ef9b81,,False,True,,,True,6,9,326,1,,,,False,6,False
36,refs/heads/dev,2e2365d604547835343656a266113935cff8f1ff,88390b966571fc96b0dc7e3e698f40d57ea9d535,8e545829f9f25a43df18e771ccd5669c395e3a3f,,False,False,,,True,3,4,24,1,,,,False,3,False
37,refs/remotes/origin/pull/18,b068ed6930ca96ec19fff9460ee7da2b3eb1b152,ed47a567e0a3852b6e46930ffafa81b688568955,014437d0f87deae750158620f5a548cfd73f61bf,,False,True,,,True,29,54,2356,1,,,,False,29,False
38,refs/remotes/origin/pull/18,a119aaf3510b3d1793ce4ca4a07f934df9f72ee3,e4b2ac4066c140c5a562ef55c6c1cb3f3c855f23,454cfadcc02559a2a0a909002594964006e46d79,,True,True,Tests_passed,a68f83355c13b48b3a60b3498eb85fa8fa44f8a490b188f7dce6f1d9f92e3bba,True,12,11,44,2,True,Tests_passed,72fc59132f97a410dc654596f53ddc85df2bcace05edeccdf4126bb7f33281ac,True,12,True
39,refs/remotes/origin/pull/18,ed47a567e0a3852b6e46930ffafa81b688568955,c9397e7bde47bb65cd081c5f95fc2e85d330a039,896ad23c38a5217053ed62d4c000b76019c3071e,,False,False,,,True,5,10,1601,1,,,,False,5,False
