idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
4,refs/heads/master,9134f5b15fc02c05c55070e38e6d186817873f09,34b830c5d7ca867dce2374899b5b129a89031998,3f7283c63d19b9677b7987b626713c40e5f95b57,,True,True,Tests_passed,260e28288879ce655d414fb0f5c7607bc0a30bb39451e990efd84040c4cde309,True,20,441,True,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,True,True,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_failed,7d659178ef0ae8abeacbb0fd5ec48a8a10b8c70706192ecdc3b6bac952fc32ef,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,ac5adb5cd3d066e4f21ecbc6e4b4a59b4eee62f0aab30318696ae0302b2a4c3b,Tests_passed,ac5adb5cd3d066e4f21ecbc6e4b4a59b4eee62f0aab30318696ae0302b2a4c3b,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76,Tests_passed,ac5adb5cd3d066e4f21ecbc6e4b4a59b4eee62f0aab30318696ae0302b2a4c3b,Tests_passed,6a90b743a469c5431a3f73e43fa7f12c43fcbbdb45b5685b7e8dfedd420f3f76
5,refs/heads/master,3f7283c63d19b9677b7987b626713c40e5f95b57,2b8d11b5588def5a0038a208e08e259876a51a0e,8e3d48b4a25f2dbf55e9455905a1fc15f774fec8,,True,True,Tests_passed,2c81052ea8917dcb94578c2caf4d54a49b2ae4d4c430d429cb0fb296e031761e,True,9,116,True,Tests_passed,60b28baddb4a6a393d93910e632e48c269a07094e4130a685314ec8ec453607a,True,True,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_failed,92dfc6741534791d47e0b0dfccd62b86d60a7634f35681df6156a5261411fdf4,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,e028ea1028b02823d5a85126ee25ab5494a11a3b9e37daf18f61a52e82344a9d,Tests_passed,e028ea1028b02823d5a85126ee25ab5494a11a3b9e37daf18f61a52e82344a9d,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098,Tests_passed,e028ea1028b02823d5a85126ee25ab5494a11a3b9e37daf18f61a52e82344a9d,Tests_passed,7525cbe344f9119cc76c9ca9c2f4066f89179e6328c702bb60bb58f1b977c098
