idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
10,refs/heads/main,1cac1475971c1f6615a006becfd86736f7fcd317,b2a7d8b6593b5363b7c2fc340fafe7fab638fc11,8066d58741ad12e0b9197347c18c618aa1bca08e,,10,2,236,39,True,True,Tests_passed,9c7bca091647681b1ebef15f7798173037a80e12d3de76d8ed0f149ff471ed6a,True,10,True,Tests_passed,00adf9db9239ca88fda7b597e43e4131f217bcb22f195c8d711408283df1a9df,True,True,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,fcbf11884b480bfa265a010e2ee099caac19aefcc2dbcbdc4d611b3bb622d817,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,fcbf11884b480bfa265a010e2ee099caac19aefcc2dbcbdc4d611b3bb622d817,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,ae2ff855b60ab1d11f29f814124b322d6bc0ce1c4ddac7c0a9a2c6797d814639,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,97a652976c23310631048362b9ce4aa4af2128b378d981d0440a66eeac5b2b55,Tests_passed,4b18c81643c5f7b3148f420acf43c1b5eeba8c55f6f0c3e1602b187a50a9e78a,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57,Tests_passed,97a652976c23310631048362b9ce4aa4af2128b378d981d0440a66eeac5b2b55,Tests_passed,fa4311414fa010d9374c422891691f5a4b4acfa75babf2a43430045a0567af57
18,refs/heads/main,efc1712ae3cf864ff9e552c855f79ec5617dba34,bf8b0b908c2115a4e6a89172df35ba44e9e78703,8d2d280c9edccd06633c5a08af53a5a02b3695b2,,17,3,618,73,True,True,Tests_passed,852319d1cc6497dabf78b628d68ee3987d280c672c12647b717fe17c3cf02766,True,17,True,Tests_passed,2e75242bb607218708415c75eee0ecefb0af740899a29fdead2c8287d6939e75,True,True,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f,Merge_failed,2a6e321d3c114486298d32d628595c7b8ccd46a6c55cb3318711cd941bdb1d98,Merge_failed,0fa13401938e8f2fff0b1f46f7a02bec6e6858b7f223414752cbf5b37165b3e0,Tests_passed,c470f92b49bf54b5a003cc7faf717432cd851eafae12073cf1651acfdaeefa4a,Tests_failed,ee55120005b5d0e1fecd11fab09fe6d819c41fa4a7a308f825182ce752a7cfbf,Merge_failed,9a3041e244426073512fb37a5ed06b978cad743253b21d81507b4bf2315e5919,Merge_failed,9a3041e244426073512fb37a5ed06b978cad743253b21d81507b4bf2315e5919,Merge_failed,c42bb2e057ad3ccab2e5628afc44a846a7faa66f782c9cb406cc36afdc9b13cc,Merge_failed,9a3041e244426073512fb37a5ed06b978cad743253b21d81507b4bf2315e5919,Merge_failed,d047552a63a40473d8e6b514b30ee9ea22ec55ab2bf44e5796033709348a002f
42,refs/remotes/origin/pull/118,bed2c2faa7de3029450d0a675b490907d0176e93,9b6e927eb0d991b98d56ca991285b40d49ceadac,b992be333cb3f9198a9833daf704dc84a85d49f2,,2,2,32,6,True,True,Tests_passed,532c4440b1388c2ef59b3ae6f323dc11ec1c08feaa8e02d5bf32eebf63a367cd,True,2,True,Tests_passed,a7e240d9313b61ea532afc990afcc26271c6ccce337a0be600812e82de0323c4,True,True,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,9a2c3cccf57e8b9f61912b8ea9d0290300357f7128bb52b464487793d13fa30b,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,9a2c3cccf57e8b9f61912b8ea9d0290300357f7128bb52b464487793d13fa30b,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,7cdf18a8c5d6363e1803cdd384e80dd1d87b2aa02a82466b8cf2b44ea371499b,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,9a2c3cccf57e8b9f61912b8ea9d0290300357f7128bb52b464487793d13fa30b,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3
46,refs/remotes/origin/pull/163,5c0ee1fed07099b1a36b13deb121c0aca639dd1d,bed2c2faa7de3029450d0a675b490907d0176e93,ceeed041b7ed962d5edf1baec01f8ec7b7e95520,,11,4,752,55,True,True,Tests_passed,cc31a46ac8fe1b88ea89978b8adbf85fd203b6d8efc227f3d1dfa3099aa096b3,True,9,True,Tests_passed,18a7b5fa8b2d18a8bc5759a9467e69d2c271596088cc2d2834551795d55b282a,True,True,Merge_failed,a1db38461e986854242d9bc270e32e89bc33a64a270109a5df36971d3e361399,Merge_failed,5acbc7be7b07a5427d9720f702bbd1b250b7c0ecfaf1127937c74769f00c972c,Merge_failed,a1db38461e986854242d9bc270e32e89bc33a64a270109a5df36971d3e361399,Merge_failed,5acbc7be7b07a5427d9720f702bbd1b250b7c0ecfaf1127937c74769f00c972c,Merge_failed,405e5b1b1475d50974c33e894ea421ecf67c5a7a9a08352a2b55012d4871454d,Merge_failed,405e5b1b1475d50974c33e894ea421ecf67c5a7a9a08352a2b55012d4871454d,Merge_failed,a1db38461e986854242d9bc270e32e89bc33a64a270109a5df36971d3e361399,Merge_failed,d709d885a489a514429f6725dbddb20f1a14c47d00e088d3e62271be81bf91cf,Merge_failed,f43b27432f105979d261423ae1fc3a29a487909fc9e4cfb3fa0a7fc0b125ef33,Merge_failed,b98b54c3b73173dd94d5923de9c1c1d8eb3a2c4e7b539936fa0f0266898ec97a,Merge_failed,8e588dfa1e07e91150fc54ba6ad8d91b33993beabc524e9d41006ea836a0aa2b,Merge_failed,a1db38461e986854242d9bc270e32e89bc33a64a270109a5df36971d3e361399,Merge_failed,5acbc7be7b07a5427d9720f702bbd1b250b7c0ecfaf1127937c74769f00c972c,Merge_failed,dc93be6438c1df0a48b340864fca241152dea041cecf29d44122aa9ddf0078be,Merge_failed,a1db38461e986854242d9bc270e32e89bc33a64a270109a5df36971d3e361399,Merge_failed,a1db38461e986854242d9bc270e32e89bc33a64a270109a5df36971d3e361399
