idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
290,refs/heads/master,e49e44cede0a6ebc598974399c875a8d6179cb8f,fba4c65341510764258fcf0e62dee75b7f66d40d,0468ee93be40af89ef37f0ca153d716b79909238,,True,True,a9a0bca9648d80217a189e26cf1168c3d8e82e36bb298d09f2e354b22b87bae3,Tests_passed,36c12aaae6d16bcfd149b412c5923cc57ced3dee4cbe1bdf9f906b2559004b06,Tests_passed,True,True,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f,Tests_failed,251a34c218e470fa405103c46cc0718834d9440c80af0941610f66697ab5083d,Tests_passed,5b8838cc78dcf8a06bf3bb1339aa5bab394a761a2ffb33222b382d5d0a9da15f
306,refs/heads/master,2c3532649a05e9f89a14b58e336bbd6b7b86f190,42145c76a7343cd4724845b07b1d52849e3687c2,b8cf441e94e53bcea4a0045455451734c501912d,,True,True,42029b9c73b4f4d972600650db8511ebe2516a2a542352f6e7597232719224c2,Tests_passed,182b73689dd0aec91c2c3b90b119534482f7e25480d18bbb601605ffb8b181c2,Tests_passed,True,True,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f,Tests_failed,ee5c526365da08d5dfcc005908f2fdc816d2f42e75ebfb500d8606d5fa0c5e6c,Tests_passed,240817a7b0b3ed4b6998145ede2cca6ca6b8f97e3e4ef5f71bf37ae1bfdd540f
309,refs/heads/master,3cb3260c4b9d6f45b33057991ecbd07523fc67d0,fc0d9c8bb879475caaa3dd5c5cf6db56514abf4a,345ab00fa4ce50acb679175e78365ec739e5ef6d,,True,True,f4cb13de8d02e4a69c2749cf7e824f91f6e208ba903c6a546cc25c380ac20fc5,Tests_passed,8b4c4bba4f6c9646e7c2257b14896f5e8fd69a4833f94cdb11b17a857ae0d5c5,Tests_passed,True,True,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,c7c8c089e0a27826d472b749658af40f40c81b23c6da3522e956c0b52eb91826,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,cfb2009e8e2a674ddb419c8475c9a9b8f04977072aabc152c63fb61bba703650,Merge_failed,6928a05070a302db2d942b0aa2a9d94fd0849fa50c92b71ae0cfe7a1a06fed85,Merge_failed,0ff49861977a882e465e01828f1bc1d8543757d1017bbaab2f355b16f4903d5f,Merge_failed,e66c23ea36502e5176c14f63f5881c5e0356f7645879c3e358db3c5faa677a84
330,refs/heads/master,c6c4c3c4e5fad93806013354bdb3a10bc9b2b312,587d23828104f4dd0dfe3d5df58709d876beaaff,0425a48c43a21f991f59e091d37d7329dbce457f,,True,True,9ad6a7dbc4225817d63d5e97459fe158f2265fc0b568a85894c1c3edb87c1011,Tests_passed,80586ed7cde433ee9f38b7b9d4559038efee866e4ac0eacfe324d38a089d374b,Tests_passed,True,True,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c,Tests_failed,0eaf472af1dfeddffec0e0770b04286fba02fa374e8fcbc51b3fc1c6c9c38b34,Tests_passed,752684a5b84590b5d30b129ef694384e564fdaa9cfccdabb5e12038ad7690b5c
338,refs/heads/master,10045feabdb2e735ce25cfa4def4e39e3e2c6633,f5e27a44098dff6e852bffb34bb1f89ff3b1f524,1745bcab1a208ad23052942483c92f70661f8cea,,True,True,2e3543846eec83fe4e2c11cd143884467bdb62778a55fb7c4425234eb699787d,Tests_passed,de6efd9bd43fa11ee21035e52773fea7938e29ea0cd33a2779c6938deadf8212,Tests_passed,True,True,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00,Tests_passed,43d5173c9b5703fc99cefe7698ce0e2f86bfde3477aea9bd056333f0aabcbe09,Tests_passed,a72f482843c1110cab5fcb48211aa8af78acc999a303ca38934df82b7d956a00
372,refs/remotes/origin/jackson-1.x,a38eaa725c5023596d4cc46f30ec0ce5e14057c2,d7c76f59a3cd2b1298c8d172d3b0be8250fbebcb,97e8ac2eed905ab98b22fd45dc79a484f8e85acb,,True,True,80c12fc5c0bcb1af57482d4c6e5245e3ec5874cbaedc5840f926889dd8f16c2f,Tests_passed,89b321008bd61c5337d03e280667fc51a4a797087b055f6e9a1f119c4f09cc47,Tests_passed,True,True,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,b514254e156c933a4b563d66dd6cd83730e05d436466279df146a1e4b1c32fa7,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,f8741a9e8f10821e9363567c1625a8092455126a8e15cfc26aef4cade249cc0e,Merge_failed,8b1cebc101a5868bdc8524b1116b9d031d286890fd01f72f77d7fd2083daadca,Merge_failed,dbda247d7cec3c5122bc2aadd4aa85f1d73cf12cae26341c3005186b232c102d,Merge_failed,97214ce2fe7f783363b925e04b003ab25cd0456941446b0a078c42dce0f43bb1
373,refs/remotes/origin/jackson-1.x,25d68d88b5f96369a021f665ef9a52cd37b558cd,a382c3a4148e923542a6345616efa8cfdca5ff59,f934bd1c4ad1f81481f8fdf9e4d20382dcfc797c,,True,True,00de9bb3eda004efeea1906afd9de3d079dc2faeeaf91a156777449ef47e602c,Tests_passed,acefb3efd4318b746dca8552ea2ac273582ceaa3d87f5dda49644cace7698a87,Tests_passed,True,True,Merge_failed,c017283a6c6378190233f7d513878c5fc0d96fb21a6cb8a91fb031b7814147fa,Merge_failed,a2968f62a579b06c347a946da345153aa882d3302c823deae7ff966b772f979e,Merge_failed,f8e715b6eece0c38fc89518ee0402844f32704f50ab0b78789240dcdaa694e22,Merge_failed,c017283a6c6378190233f7d513878c5fc0d96fb21a6cb8a91fb031b7814147fa,Merge_failed,527e735a56a5cc7e24e45ef209066ef153435e8f885b27c7a77c3ab61cf35f18,Merge_failed,c017283a6c6378190233f7d513878c5fc0d96fb21a6cb8a91fb031b7814147fa,Merge_failed,c017283a6c6378190233f7d513878c5fc0d96fb21a6cb8a91fb031b7814147fa,Merge_failed,c017283a6c6378190233f7d513878c5fc0d96fb21a6cb8a91fb031b7814147fa,Merge_failed,c017283a6c6378190233f7d513878c5fc0d96fb21a6cb8a91fb031b7814147fa,Merge_failed,c017283a6c6378190233f7d513878c5fc0d96fb21a6cb8a91fb031b7814147fa,Merge_failed,a2968f62a579b06c347a946da345153aa882d3302c823deae7ff966b772f979e,Tests_passed,42c0bdd01b9e5fe616af0fee5f798483d4ed1bad9bc43b7db7e7147e062a37f8,Tests_passed,303080ee30edee5fe32a9f51cfe79248869275868052eecd884ea493c0837e45,Merge_failed,175f94d95eb740ceeda3e1c681e07925278a8080f8cadb35c8f0c952e979ada8
375,refs/remotes/origin/jackson-1.x,2d2077150496760b109dd566d878f0d91592630c,248216c85495e0e3d7ee6e244efd2c755f70a733,b310332bc5f9300393df6a519e0bee41aec20723,,True,True,9fc6f71afe60b933a587ad7e1185100daec1f6734f69b2093f1898a319242722,Tests_passed,ea7e230a4d502ca3e7ddd2e3ee1f3bdea990d4e70536849e7bc88cfaf7552a28,Tests_passed,True,True,Merge_failed,28947dfebb85778ffbcf866ec66abf1f9894190900f0bf1b20ccc824750ba301,Merge_failed,671e7cce054107e6d9a018c06548573fd35b34b2317984d337b4711c6f0a1a5a,Merge_failed,3f7422822e075fac6da7bd40a769d583b854b6a323061529d3864eb2fcc77830,Merge_failed,28947dfebb85778ffbcf866ec66abf1f9894190900f0bf1b20ccc824750ba301,Merge_failed,671e7cce054107e6d9a018c06548573fd35b34b2317984d337b4711c6f0a1a5a,Merge_failed,28947dfebb85778ffbcf866ec66abf1f9894190900f0bf1b20ccc824750ba301,Merge_failed,28947dfebb85778ffbcf866ec66abf1f9894190900f0bf1b20ccc824750ba301,Merge_failed,28947dfebb85778ffbcf866ec66abf1f9894190900f0bf1b20ccc824750ba301,Merge_failed,28947dfebb85778ffbcf866ec66abf1f9894190900f0bf1b20ccc824750ba301,Merge_failed,28947dfebb85778ffbcf866ec66abf1f9894190900f0bf1b20ccc824750ba301,Merge_failed,671e7cce054107e6d9a018c06548573fd35b34b2317984d337b4711c6f0a1a5a,Merge_failed,98ddbed481cbd797e6283ecbc64b0be98cda25c49c3ae8e5412cf836019363c4,Merge_failed,81fff5f25da17be19fd4568063f459e711edf7d9fc6dbce939ad9605b245c05a,Merge_failed,a721f25d79cf2f7518c1be96f8378a306189e0605301e796f140bd4e361a3cd5
376,refs/remotes/origin/jackson-1.x,7a61777fca87b6c906be80940781f2ae80f36d82,c90ae65409409c029aed9a4f95969dbc2e41ea84,eda93eaa04a531de2708c32ce2c63e1a66754685,,True,True,d8a6c5da9f1d2830cffa9690d70a91d3c93dc83aa91a106dd889ace4098f36bb,Tests_passed,1d552a224c717e6295cfed4d78ae6dcca290dbe0908144f6b94c531f55c4069f,Tests_passed,True,True,Merge_failed,7d6c4ff4a9b17d5b8b387c20d67dda0d1bc858e7a911aa5a01152eda734d91e5,Merge_failed,970b74605e4902a6223f7a406e60cafeb563609ab64e3229e4963e12b2c20c8b,Merge_failed,ddc993693d98f2fc4f81f907d0e2f51e47e1eda6566f676688978f150f3b5219,Merge_failed,7d6c4ff4a9b17d5b8b387c20d67dda0d1bc858e7a911aa5a01152eda734d91e5,Merge_failed,970b74605e4902a6223f7a406e60cafeb563609ab64e3229e4963e12b2c20c8b,Merge_failed,7d6c4ff4a9b17d5b8b387c20d67dda0d1bc858e7a911aa5a01152eda734d91e5,Merge_failed,7d6c4ff4a9b17d5b8b387c20d67dda0d1bc858e7a911aa5a01152eda734d91e5,Merge_failed,7d6c4ff4a9b17d5b8b387c20d67dda0d1bc858e7a911aa5a01152eda734d91e5,Merge_failed,7d6c4ff4a9b17d5b8b387c20d67dda0d1bc858e7a911aa5a01152eda734d91e5,Merge_failed,7d6c4ff4a9b17d5b8b387c20d67dda0d1bc858e7a911aa5a01152eda734d91e5,Merge_failed,970b74605e4902a6223f7a406e60cafeb563609ab64e3229e4963e12b2c20c8b,Tests_passed,773fb305d89906a431249b11848e306626316b2349359b6a0f4427410dcdd881,Merge_failed,62bc03afb42bea8ac00e8e2163d494c1771e09bd3def111b1fdc17201ae4f3e1,Merge_failed,ccfb789367ed0885d5249d98f5b42ab79634ea88c770454c78a49a4ca5902734
377,refs/remotes/origin/jackson-1.x,1882811e79e0534dba776e895bd4328602d11cce,150347db88274824e4a1143fb0ced52cc621e3eb,8373e11294a97f0b74c3976eff6f3a89637dd189,,True,True,4045dda6e06c547e56ee33131aab7fd25cd7e5eea9dd498e1cea37f8ce1b2190,Tests_passed,d99805b2a962b6acf819982f46ff4dc55cd5748974023e823a3049bc972ef9f2,Tests_passed,True,True,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,b738b1fac078a6553d156407b36c66c26a742ec71b6f372321ab4bef51b98af7,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,f839e7a8f34c646c5d86d58a43c9c4109406e69b1d8bfd74c078a7bcf6451444,Merge_failed,d5ead1d50b0ee1b3965893b01231e8600650adb9e1445bb1ad9dd6826f4a993f,Merge_failed,52154de832d7fcb50db1ddfa4d27ea5fe373a4d1bbca67ddf94514075603bd4c,Merge_failed,35dc2c4604186f3a231d7dbc11da4f63538d0ee2c9ffea01adec5d193106c5b7
