idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,7084d919351ed09f36a82230fd6f47c8e805d65e,3ab8a9019b364f5887c67046bd700ac7b62fd2f9,7b541c60de7326b9b6493e54552fc1e8303af1a1,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/3ab8a9019b364f5887c67046bd700ac7b62fd2f9_7b541c60de7326b9b6493e54552fc1e8303af1a1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/3ab8a9019b364f5887c67046bd700ac7b62fd2f9_7b541c60de7326b9b6493e54552fc1e8303af1a1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/3ab8a9019b364f5887c67046bd700ac7b62fd2f9_7b541c60de7326b9b6493e54552fc1e8303af1a1_left_right.log'}",False,,,True,6,12.0,,,,False,False
2,refs/heads/master,3ab8a9019b364f5887c67046bd700ac7b62fd2f9,94d170f5e633f8d247a12df127f6781b96b585e5,c43be99c43f9c07c84d28c43d18ad3e68987fe52,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/94d170f5e633f8d247a12df127f6781b96b585e5_c43be99c43f9c07c84d28c43d18ad3e68987fe52_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/94d170f5e633f8d247a12df127f6781b96b585e5_c43be99c43f9c07c84d28c43d18ad3e68987fe52_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/94d170f5e633f8d247a12df127f6781b96b585e5_c43be99c43f9c07c84d28c43d18ad3e68987fe52_left_right.log'}",False,,,True,5,4.0,,,,False,False
3,refs/heads/master,c09f43252e26db16faba186c5ea0bc19f0812d3b,4dbac6acb4dd092c530ba2114ecda9cbd27d4f06,d09ba1e32ab1ba457974ac4a8de5156be46914df,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/4dbac6acb4dd092c530ba2114ecda9cbd27d4f06_d09ba1e32ab1ba457974ac4a8de5156be46914df_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/4dbac6acb4dd092c530ba2114ecda9cbd27d4f06_d09ba1e32ab1ba457974ac4a8de5156be46914df_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/4dbac6acb4dd092c530ba2114ecda9cbd27d4f06_d09ba1e32ab1ba457974ac4a8de5156be46914df_left_right.log'}",True,,,True,7,73.0,,,,False,False
4,refs/heads/master,7256e6a63bbb5890c8c32051707854e3ace13d03,a0784fe7afb6a2762a397ad5a72c29301ebca09a,0b92fd35f4a21777498c8d7eaf822e64a465b7c8,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/a0784fe7afb6a2762a397ad5a72c29301ebca09a_0b92fd35f4a21777498c8d7eaf822e64a465b7c8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/a0784fe7afb6a2762a397ad5a72c29301ebca09a_0b92fd35f4a21777498c8d7eaf822e64a465b7c8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/a0784fe7afb6a2762a397ad5a72c29301ebca09a_0b92fd35f4a21777498c8d7eaf822e64a465b7c8_left_right.log'}",True,,,True,106,6298.0,,,,False,False
5,refs/heads/master,1be40a563bd2c29a326c6630d93c35aa26b1cf53,103de6c7c668eb16ef15be921bb631986ac8dd81,6236feab766ef18dbee67f25821fc86ca64bb38a,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/103de6c7c668eb16ef15be921bb631986ac8dd81_6236feab766ef18dbee67f25821fc86ca64bb38a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/103de6c7c668eb16ef15be921bb631986ac8dd81_6236feab766ef18dbee67f25821fc86ca64bb38a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/103de6c7c668eb16ef15be921bb631986ac8dd81_6236feab766ef18dbee67f25821fc86ca64bb38a_left_right.log'}",True,,,True,66,5689.0,,,,False,False
6,refs/heads/master,055fde77205a0bebfd8d24a4e7788889017f0406,9e705ec8a6d9c2b9e941073bcb5df6045a63e29e,83f1db6a0df05b1d4c304cec2bf8de0f2595acca,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/9e705ec8a6d9c2b9e941073bcb5df6045a63e29e_83f1db6a0df05b1d4c304cec2bf8de0f2595acca_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/9e705ec8a6d9c2b9e941073bcb5df6045a63e29e_83f1db6a0df05b1d4c304cec2bf8de0f2595acca_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/9e705ec8a6d9c2b9e941073bcb5df6045a63e29e_83f1db6a0df05b1d4c304cec2bf8de0f2595acca_left_right.log'}",True,,,True,31,4077.0,,,,False,False
7,refs/heads/master,65008a685800c31d0a5d2115ba451e6868dc9653,d31189a778ef72a121a2f42d5383212f162bbb9a,712bf7ec4de34652f478352274b6fb25451c88ce,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/d31189a778ef72a121a2f42d5383212f162bbb9a_712bf7ec4de34652f478352274b6fb25451c88ce_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/d31189a778ef72a121a2f42d5383212f162bbb9a_712bf7ec4de34652f478352274b6fb25451c88ce_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/d31189a778ef72a121a2f42d5383212f162bbb9a_712bf7ec4de34652f478352274b6fb25451c88ce_left_right.log'}",True,,,True,4,4.0,,,,False,False
8,refs/heads/master,c01e02903d45c82a9ecaf5c4329cdf847eb9e183,15c5b26f0d2b2d0256b723095bb98ebff43372e8,1614b78e0dadf9eb001dfa250a3da1effd2f3f1a,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/15c5b26f0d2b2d0256b723095bb98ebff43372e8_1614b78e0dadf9eb001dfa250a3da1effd2f3f1a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/15c5b26f0d2b2d0256b723095bb98ebff43372e8_1614b78e0dadf9eb001dfa250a3da1effd2f3f1a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/15c5b26f0d2b2d0256b723095bb98ebff43372e8_1614b78e0dadf9eb001dfa250a3da1effd2f3f1a_left_right.log'}",False,,,True,6,1.0,,,,False,False
9,refs/heads/master,c8f43da612317cab849001600f6e73ba041b8b84,dd57918644704201f560201332447976285bafa8,f2e059a2cae1fc5a7e1b2f7f44e97fde27167b88,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/dd57918644704201f560201332447976285bafa8_f2e059a2cae1fc5a7e1b2f7f44e97fde27167b88_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/dd57918644704201f560201332447976285bafa8_f2e059a2cae1fc5a7e1b2f7f44e97fde27167b88_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/dd57918644704201f560201332447976285bafa8_f2e059a2cae1fc5a7e1b2f7f44e97fde27167b88_left_right.log'}",True,,,True,7,409.0,,,,False,False
10,refs/heads/master,06ba6e473ca9c3433ead8951cda425ecd279e59e,02f7f4aca77b28fd540fcdc2ec31cf19786f4352,655910ea0e7f3e5bab994981576fde6711ea9073,,False,"{'base_left': 'cache/diff_analyzer/logs/jgrapht/jgrapht/02f7f4aca77b28fd540fcdc2ec31cf19786f4352_655910ea0e7f3e5bab994981576fde6711ea9073_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/02f7f4aca77b28fd540fcdc2ec31cf19786f4352_655910ea0e7f3e5bab994981576fde6711ea9073_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jgrapht/jgrapht/02f7f4aca77b28fd540fcdc2ec31cf19786f4352_655910ea0e7f3e5bab994981576fde6711ea9073_left_right.log'}",True,,,True,3,84.0,,,,False,False
