idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_adjacent_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_ort_imports_run_time,gitmerge_ort_imports_ignorespace_run_time,gitmerge_resolve_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time
83,refs/remotes/origin/pull/3,efd2e9109fb28ab7c4439d0cbd544de31b14c370,cbf6ced5ab8f1d937bd9b71d703a3aed92ed3bcc,87a0cde639eb0d7bd288942cec23e03ca05193ba,,2bdcd30693dbabdd1e8f9a98ebfc1a15ef63ae2275ff13d908e1660fd45e70b1,Tests_passed,6e3ab9557e76c728b79fd80513b734157b3fc184dc20163a195072574e828540,Tests_passed,True,True,True,True,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,291862e1e8e2ebcd1475817a4ed815dea052423c51e72c3b63e7ecc46a4c5531,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,c922a971bd9ca28fac00c5e77b1e4d4054e2f6c95445de7e666a35a3dde01a45,Merge_failed,e39791edb5b80cdedc6778fe22d9c509ab4e643f7afc4b6cf49cdfcfd1238177,Merge_failed,80b94069a8b2394772642ccd89d2f6177ff8f1c25f2bbd8911fd8159ab612d01,Merge_failed,555f4683d4101904ed9ad425f9da055d43ecfd1cd733e4d148bb736109be10a1,0.04139542579650879,0.06768059730529785,0.03820514678955078,0.05385637283325195,0.028570890426635742,0.1272902488708496,0.0413060188293457,0.041778564453125,0.0441133975982666,0.03551530838012695,0.05505013465881348,0.11559677124023438,0.6391665935516357,0.21042990684509277
67,refs/heads/master,db2ede74297f31dea9f0fa8e39a6a33be253ee6e,125ef413e7b985a723f9768c8ca9917abdcc3285,7fc6f9f7220e9272583cbf82f048048f4d54190f,,873bfc6391bf15a1fb37f403420ae44f585048d20c10c27d9aab6652f1adb12f,Tests_passed,03a42c74cceff239f5d071da263b3e477ea266e1f4773279bee4b9973450db05,Tests_passed,True,True,True,True,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,12538db98b46bdb4756c8d00638b87faebf3adbe16f5585e56452cc9ea62e76e,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,331836e956554691a357ef3decd61a8def7062e6ce314b3da5b5a0f83dec3bd2,Merge_failed,23ac95f7518b438fa5f8a1af962024651c47f216a456b7e7261bb563b8ee837b,Tests_passed,dbedc75d6e3434d31699ea0e95e8e71c0c8fa7e689ba1364d5ed7631414b6315,Merge_failed,78419a2e2bfb196a1239767d70a741dbbeaed8a1cb80f1e6b45085f8be93b4d3,0.030883073806762695,0.05973100662231445,0.04472541809082031,0.03786015510559082,0.044921159744262695,0.2606496810913086,0.03832888603210449,0.04505610466003418,0.037009239196777344,0.039261817932128906,0.04800224304199219,0.21235132217407227,2.321120500564575,0.22256159782409668
1,refs/heads/master,c901ea4391873e4d195a334dc99cb23cede2b339,b5891e2d3513236d91a2aee3e9d220215663113d,013b3ea315d91417dccdbeb1f5d7f569d0968ebe,,d23e1a01302eb6fef57307f5e5e5ae7457d74cde83573892f76b1d2ac45fe229,Tests_passed,cead205f1db60523ea9dca5c36a261cd82b3a1952c6e14173d3d19f512e2c531,Tests_passed,True,True,True,True,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,Tests_passed,545da4c1e4f63800280509483ed43cc9ed958d6557f1bddfb16d8999bbbcaa4e,Tests_passed,bc212ea89cbbfe8d3b330f3c789ab47b505c0ea23a2ffefa1d6579b8f1495834,0.04647350311279297,0.04630541801452637,0.0379025936126709,0.04304170608520508,0.029657363891601562,0.09936761856079102,0.03987383842468262,0.04011821746826172,0.04613494873046875,0.028789758682250977,0.051397085189819336,0.0781087875366211,0.870692253112793,0.22360992431640625
