idx,branch_name,merge,left,right,notes,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,union_diff_files,num_intersecting_files,sampled for testing
1,refs/heads/master,dd124ba33b94a16e15c097a56e979675b31f2770,1b8c2c01a3fb95432469833ea4a3fc2bcbed1ddf,7a41d55cda753ae79b329894533795ca686a510a,,15,2,False,False,True,2,False,3,2,False
2,refs/heads/master,52d3f36af3aeefd32cb2673f756ec0c09782d975,49ab95a7c3af7fd22488cd8599bc3435ed748462,138a425480bd76861baa449ee770ee592f004ff9,two initial commits,459,9,False,True,True,10,False,Error while retrieving base sha,Error while retrieving base sha,False
