idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_myers_ignorespace,gitmerge_recursive_myers_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_myers_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time,ivn_run_time,ivn_ignorespace_run_time,gitmerge_ort_plus_run_time,gitmerge_ort_ignorespace_plus_run_time,gitmerge_recursive_histogram_plus_run_time,gitmerge_recursive_myers_ignorespace_plus_run_time,gitmerge_recursive_minimal_plus_run_time,gitmerge_recursive_myers_plus_run_time,gitmerge_recursive_patience_plus_run_time,gitmerge_resolve_plus_run_time,git_hires_merge_plus_run_time,spork_plus_run_time,intellimerge_plus_run_time,adjacent_plus_run_time,imports_plus_run_time,version_numbers_plus_run_time,ivn_plus_run_time,ivn_ignorespace_plus_run_time
2,refs/heads/master,8a3d7f4df80693d7f2b43942ab2a2007640d6ea9,09b4a92a47b65a10df0cc273ec6a79b38ddfa2d6,3824498688796efaa27a58166063065537107c2b,,True,True,True,4,14,46,11,True,13,Tests_passed,efd79430b35c7a9994ee73ba6dc230c81987b99ae3b8f99dffc0f7effb1b9c97,True,Tests_passed,d68fd444e23d12793b4d82d394ab0a169c7932d4015c8e62eda59ed1cb4c28e3,True,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_passed,dd4a66e6029cbfcf1152dcd72b511e9fbe603b8ab6af26b1318fab755ede76ce,Tests_failed,8bc5c1822ed72ae6995389c2f289c6f3fb984a7cb782fbb875ded5f01e3c645a,Tests_timedout,6ba6b3218e4e494ac5131b7272194d2c2ddb4d500518f40d521bf641e41b9f28,0.039620161056518555,0.0393214225769043,0.03835320472717285,0.016004562377929688,0.02881479263305664,0.02776336669921875,0.03304266929626465,0.1709909439086914,0.11799907684326172,0.7182028293609619,0.4591941833496094,0.036939382553100586,0.06004595756530762,0.037201642990112305,0.0613253116607666,0.05934333801269531,0.05799674987792969,0.07343888282775879,0.07249331474304199,0.07691144943237305,0.058965444564819336,0.059331655502319336,0.05906534194946289,0.08986353874206543,0.09147453308105469,0.7533893585205078,0.49896955490112305,0.05851435661315918,0.05876564979553223,0.05743408203125,0.059026241302490234,0.05811452865600586
