idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
2,refs/heads/master,0ceaff01a914de507b9e40736a6730d9038c022c,92859a9bd3fd681c0e316af0472d00337d803ea4,39258e9b59518bcebb9c6d5a174b7d71ac2a5cdb,,af285d8d27b1e3142d62ffc0ff5deedb4220a4d8be04bac04ae3d4c70bad3af2,Tests_passed,b57e30f3ec812c0f49f3783627bb97f37c350c4f35775f0ef80a7600ec992860,Tests_passed,True,True,True,True,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca,Tests_passed,a6df97897354a712f32d044e7f3da1e7333cd383585288d347b62f63dc52b04e,Tests_passed,b52fabd0383b90f0a3134762f349efdb3711bd99c5d00814c16e3ff0f1820eca
139,refs/heads/master,c5b935b7e8db2aea44a5d3c195f838f74703d1f4,74b7df0ad2cb1311ee9fa70334b6bb4f2568d567,133147fe0cc61caa8fceae18b5bed8c7aac2366e,,1080427259b644891be8eab06a25e110f10b9c5ef68ba1b1dd69d6ccf0ea6ff5,Tests_passed,9fc8eb3cdeffa287ce6e04e4654b61b88d7190ad77e904d2e261840d32b3f890,Tests_passed,True,True,True,True,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,d46ce2ab83a7c376c09cb056f0f84f0c5cdb9894a079b8f634091ac8448d3648,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,d46ce2ab83a7c376c09cb056f0f84f0c5cdb9894a079b8f634091ac8448d3648,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,d46ce2ab83a7c376c09cb056f0f84f0c5cdb9894a079b8f634091ac8448d3648,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84,Tests_passed,6c149f4c46378eecc10c7948868154050e7954f4a90c47fc73ab70ae2c4f37ec,Tests_passed,b36e3d49c302cead9c210cc3c2dc18c5f631d4e813e3f7b111ead1861d1aac84
157,refs/heads/master,ade21d33777f72dca73db7e963ac6be41874d280,18f55cecd13dddf67500be6b70618fe6e0575011,3c255f4ac45bc9eff8a6e61137d1b8b4aed11854,,647cdee30aba07db87450c91988b15fb2cf37a9c88e7b66dcf45c8647dab1ac7,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,True,True,True,True,Merge_failed,53d6e7c97f5810b83014cf2ca9a272e548891bebfe42e0fda8fd7728a3f17b53,Merge_failed,9722a62aa71b11b039aedfe33cff93b2f8eeca1b85fbad39c90aa826fea7b99f,Merge_failed,27ed08da2c5c4f2ac125fdbfdc64148e8ce6572df43f3f739227eabce70a005a,Merge_failed,53d6e7c97f5810b83014cf2ca9a272e548891bebfe42e0fda8fd7728a3f17b53,Merge_failed,9722a62aa71b11b039aedfe33cff93b2f8eeca1b85fbad39c90aa826fea7b99f,Merge_failed,53d6e7c97f5810b83014cf2ca9a272e548891bebfe42e0fda8fd7728a3f17b53,Merge_failed,53d6e7c97f5810b83014cf2ca9a272e548891bebfe42e0fda8fd7728a3f17b53,Merge_failed,53d6e7c97f5810b83014cf2ca9a272e548891bebfe42e0fda8fd7728a3f17b53,Merge_failed,53d6e7c97f5810b83014cf2ca9a272e548891bebfe42e0fda8fd7728a3f17b53,Merge_failed,53d6e7c97f5810b83014cf2ca9a272e548891bebfe42e0fda8fd7728a3f17b53,Merge_failed,9722a62aa71b11b039aedfe33cff93b2f8eeca1b85fbad39c90aa826fea7b99f,Tests_passed,6e5f5cd551bc2bc21c9d2fa055a71bfa95a19f93c0c8d4bb49d8a875e32f0a27,Tests_failed,ace655121ff601fbbd6af729b40effc83adb5486395d0db71ca24710419b65ef,Merge_failed,9a100e3c0845984770134b13fa0ee928020d56997a7f4e6502fad6bbafe60542
158,refs/heads/master,3c255f4ac45bc9eff8a6e61137d1b8b4aed11854,7fcee5abe5f42c88c6f85c070cf76d2cd96d20d8,efb1794292c80cb4d9e4c3704211b05d50b28315,,33dbedd188e9f9addfdd3bf7b151b180009096351fccd89884aeeb3f34e2de35,Tests_passed,32b711e77a418aaafe1a53aa997709f542a271c603a2135ceb554fd156d889d1,Tests_passed,True,True,True,True,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6,Tests_passed,ac1e8f07bfdd531650664755a65e742a0d44e8df3674c8d7975ff82e3a9a75a7,Tests_passed,80ddf7fecdc824f19ce8394a4738ff1bb8ef5a75d2283418f590de4fad8ab5c6
160,refs/heads/master,de92660a60105786acd3dab801c9d970ac4f6b4f,d8c7e7e270fc0bc709ef7eeb1612a985f90d4e49,528fafc475d86c73c729051fb96c6f9912a2d1df,,3de2de718f111240a8d01d23f190a9ddb876bb6042c51ea865b0d4edd5dad53a,Tests_passed,3b88644957ed049046f6128a3ba47e22551c3887a26f4a183dafab3d180dd8bf,Tests_passed,True,True,True,True,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0,Tests_passed,7f7f5b80e5bd566327e670ee37e370a55b79febd6fc79eafbca0b04f950caa41,Tests_passed,61756444997de762643704c7ad1e70942e45f6bbcfbf8e47840b194411d155f0
170,refs/heads/master,e6c714351adcf2ce551545d83247441fa4e0c89b,92dec59e110e771f43a40456481e194d4d7e5e18,8588d5cb4d44ca3095ba0c799edeb281a7242873,,6046a4c0543945ad001f882424c2632181dda02ba1b6d7846b6bb28ace85868d,Tests_passed,e4f40eba9bdca8b6a38d5cbedbf5647c83da556fb36ba1d0e1c580258531cec6,Tests_passed,True,True,True,True,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676,Tests_passed,77acdf57077f328776a45604ebbc5351e4f15b05434acd9dc3b0ab9d60f59077,Tests_passed,2b83e16baaa8d999c46a4c5db182b08b91af453c358a25fc6630db8609262676
178,refs/heads/master,31239aebe28131933b7ca8da5072caa1b9b8a1b8,3a3228a4c53e01bd38d1d94d96bcd90505183d31,8c7299e10a5fe4c6ba8c2932335caa856a25c19f,,192129bdd4a78be39702993dbb29b6f5b619b495c02d5b2d0fb31f811871f1af,Tests_passed,46f6e96ef697c010f83a35cf51b364cd354bb16f8a2fc14d50c9c6ef99036c53,Tests_passed,True,True,True,True,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,349dc19aa9d04083967e72be87a29046aed2843efe2293a78d116cf7c8746549,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,e206e16ae384b1366fb93b7641a5cbc3ddc760da44b46b42c79f304b1186a5b3,Merge_failed,2835adcd62b6b2393be35cfd2860591d61971ad7295467cf182f901a643ce0c0,Merge_failed,f9210f044614611aceadcb143f3738229f66b716d39f0859d50dde0161ad0e6d,Merge_failed,6c752eb911b4a9893ca3e353ad8ead7c60f7addbc262760a255b809882373231
179,refs/heads/master,3dcec154e3ea1633272edc729fa4e208ad961fa2,c31d4182eb12fb750975f7460136f6252cb44080,61917e208a19143ba4b8fd34a1773833c78ad623,,324013e8f9c00eb3cb7873469769030bf19b964ff4b5ccabc0276bba80ab6a02,Tests_passed,565e2103f1b20e45cab3fc62c3b1dc7f4c70af3c413d3c26c4afd8aa355a310f,Tests_passed,True,True,True,True,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb,Tests_passed,c47ea59672613b9f1b7a1bec5535626e0bb18b3d611035785f47aa18418f9a4d,Tests_passed,3da681acd62e1bdbdfc679dafd0291686ddce1f73c6dc9df40f52b6b86a95adb
180,refs/heads/master,bc14d800006eff735a286c41daa36a410bd7dbaa,9fae79eb353f6aee10e38ab2dfea13a7602c7acd,fff5bb7cbaf3749edfd040998c61ce897c1ad324,,cb37abad88727eb1ea697e23ec6c493abdc89e67d10c44e7943be912b373ddb8,Tests_passed,a72614680a6b01a830d907a50daed20efe24ed10c030c1ad23e2279dd1339555,Tests_passed,True,True,True,True,Merge_failed,181a6444dc06ba24764c599334b5cee10baaabb0c0b2ea2476c36f35917c46bc,Merge_failed,33ddbd9413c64d895b7ef2d23c53fd2a5e861b3cd68c4653cdeac0f617b41169,Merge_failed,531ac9acbb7f3d613dcc042e86d0e4950360bae0ca1c3b8c04268484cf9977da,Merge_failed,181a6444dc06ba24764c599334b5cee10baaabb0c0b2ea2476c36f35917c46bc,Merge_failed,33ddbd9413c64d895b7ef2d23c53fd2a5e861b3cd68c4653cdeac0f617b41169,Merge_failed,181a6444dc06ba24764c599334b5cee10baaabb0c0b2ea2476c36f35917c46bc,Merge_failed,181a6444dc06ba24764c599334b5cee10baaabb0c0b2ea2476c36f35917c46bc,Merge_failed,181a6444dc06ba24764c599334b5cee10baaabb0c0b2ea2476c36f35917c46bc,Merge_failed,181a6444dc06ba24764c599334b5cee10baaabb0c0b2ea2476c36f35917c46bc,Merge_failed,181a6444dc06ba24764c599334b5cee10baaabb0c0b2ea2476c36f35917c46bc,Merge_failed,33ddbd9413c64d895b7ef2d23c53fd2a5e861b3cd68c4653cdeac0f617b41169,Merge_failed,f69784d06aa5d5ed4a37ce1db799d3beca66ece19a31399d758b96d228ad33b1,Tests_passed,cf3c16f03c975a14830ff7987585a58c2b9f9c38b378cedd661a041ec79fff1e,Merge_failed,0f6e8de5f2b48f3f4cf051b4e25123e328fec5d8c97e1bb9d46c15b522d1ecce
183,refs/heads/master,c6a7ecf895297b5614151a11ba87ed9aef72698c,60c80d4faf3c34b87216fecaeffd980f77ab9881,2abcb961a0a9e69770f7f51bb4e303aab3f64441,,b540eebce30fd98a100adc1cadb4ecc04c44a2d6f64ae39586764ce71d2f6ce8,Tests_passed,92013ec08848f01e933df59ddff53ab3ae64e840a6036b31dc219c4da26efa1a,Tests_passed,True,True,True,True,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f,Tests_passed,2547a3be9ad14e3144ee55f165f6ee90272649dd9c72f12d45d1272cf73c4bc6,Tests_passed,5597b5911feaa8dd3d434c70d7c9cc983dbebf7873e78718e4e862e5a41b2a8f
