idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_adjacent_ignorespace,plumelib_ort_adjacent_ignorespace_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_imports_ignorespace,plumelib_ort_imports_ignorespace_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,plumelib_ort_version_number_ignorespace,plumelib_ort_version_number_ignorespace_merge_fingerprint
2,refs/heads/master,aace0a3c8a6478fd1bac95865c27535e658afb73,8f25838636b85d3c504ec732e04258c61682b3cd,52872a151bbf6c9448f5b05b033db56ed9fa1fe6,,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,d3db4984d1d11186836c08cfbf9fef75ca719a5c3140a891c1f4cebd33aa73fb,Tests_passed,True,True,True,True,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,337f649756999c751751d5264c4af65575bbc1576ff5c7845a38d096af5bc4a7,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,a2ea74be46f5fe70293f017ea30b2ed23303ce721bfbade5d40ae12dfb9fce4b,Tests_passed,a2ea74be46f5fe70293f017ea30b2ed23303ce721bfbade5d40ae12dfb9fce4b,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,a2ea74be46f5fe70293f017ea30b2ed23303ce721bfbade5d40ae12dfb9fce4b,Tests_passed,a2ea74be46f5fe70293f017ea30b2ed23303ce721bfbade5d40ae12dfb9fce4b,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15,Tests_passed,405f2578b9055401d414b3391a2016dcf5c4957c52b70f151d654d85f8740d15
3,refs/heads/master,8f25838636b85d3c504ec732e04258c61682b3cd,59e3f7a525ada0fc1e62e05de795e57762bcf5fb,46a20204bcb3c16a94371f21f919c2717274cc61,,a841de0c6da0effa57a921b792091f28f9e794e2e69bf3d2b078269544f9dacd,Tests_passed,90c835d4115c583e0e1ddd6615c5f7adb16378073f8a5272fbbbbee1fd0017bf,Tests_passed,True,True,True,True,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,2cacc750f8e618515f9e6d99cf4784d3f7b23826df1b9c115a2e7117449e12c5,Tests_failed,4971d188b11a7f8b78810fef00298f252bf844006055565f1c50c661f1c480cd,Tests_passed,aa60344852929db8158928d97dd3190e3b6d33ece769d0e6524cd43c79cc0125,Tests_passed,aa60344852929db8158928d97dd3190e3b6d33ece769d0e6524cd43c79cc0125,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,aa60344852929db8158928d97dd3190e3b6d33ece769d0e6524cd43c79cc0125,Tests_passed,aa60344852929db8158928d97dd3190e3b6d33ece769d0e6524cd43c79cc0125,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e,Tests_passed,5ea460700f8a450fdda9b6d3fad4cd6345e3ce2189a8857fb861b6dc2315844e
