idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,diff_logs,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
33,refs/heads/master,9562ad0a6c4132bc3881d0483b71d1f25eb6ad1a,5590cffe5f32d87f00fce435b7f04bc924a7f2d4,d0e8c85118ab0fc475bef3b9da3ef14bfe7aee24,,True,True,True,403,2701.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/5590cffe5f32d87f00fce435b7f04bc924a7f2d4_d0e8c85118ab0fc475bef3b9da3ef14bfe7aee24_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/5590cffe5f32d87f00fce435b7f04bc924a7f2d4_d0e8c85118ab0fc475bef3b9da3ef14bfe7aee24_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/5590cffe5f32d87f00fce435b7f04bc924a7f2d4_d0e8c85118ab0fc475bef3b9da3ef14bfe7aee24_left_right.log'}",Tests_passed,af8939f8dfe6350e1297369b1ec55a20618912c31bd7ea1d0b1823ae7e18beae,False,Tests_failed,1ebfa710f611c27371ba134f565c1e28dc7637dc72696a0fb4daf52e96ac0b05,False
35,refs/heads/master,60c3e1f8bbb3be0292e64e8c059f805299c1c17e,bf964aab86313d499313c5c4b4a0a40b27497d72,81981bd0fc59c0dd3c3b04aca5e25d41a4413646,,True,True,True,27,461.0,True,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/bf964aab86313d499313c5c4b4a0a40b27497d72_81981bd0fc59c0dd3c3b04aca5e25d41a4413646_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/bf964aab86313d499313c5c4b4a0a40b27497d72_81981bd0fc59c0dd3c3b04aca5e25d41a4413646_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/bf964aab86313d499313c5c4b4a0a40b27497d72_81981bd0fc59c0dd3c3b04aca5e25d41a4413646_left_right.log'}",Tests_passed,2c81235c351826e26060ddf4617b653c168e982711a489af661a53552b88067c,True,Tests_passed,a26c279473d68206643098970086189f2a093a7fc1351317d2b8963b52ab2c4c,True
40,refs/heads/master,5d7fc14a0d5300d2d5acc99dce59c0fb4122d09d,7656b6f945ac7997e7b2e97714c54fcf6b7c75dc,efa8927dc5e199ef179a84264a58bf501003eb51,,False,True,True,27,312.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/7656b6f945ac7997e7b2e97714c54fcf6b7c75dc_efa8927dc5e199ef179a84264a58bf501003eb51_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/7656b6f945ac7997e7b2e97714c54fcf6b7c75dc_efa8927dc5e199ef179a84264a58bf501003eb51_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/7656b6f945ac7997e7b2e97714c54fcf6b7c75dc_efa8927dc5e199ef179a84264a58bf501003eb51_left_right.log'}",,,,,,False
41,refs/heads/master,5b0a1d3a9998a605585a072cfc5255cd23f2925f,a319644299f83743eb8223174c09c1770064123c,fed3ac8524b6b0b42f38cfd272c56f2a9c13782a,,False,True,True,16,38.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/a319644299f83743eb8223174c09c1770064123c_fed3ac8524b6b0b42f38cfd272c56f2a9c13782a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/a319644299f83743eb8223174c09c1770064123c_fed3ac8524b6b0b42f38cfd272c56f2a9c13782a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/a319644299f83743eb8223174c09c1770064123c_fed3ac8524b6b0b42f38cfd272c56f2a9c13782a_left_right.log'}",,,,,,False
44,refs/heads/master,f0143b99a9af76a603f89c6a041b0a65b08dd3f1,b6702d31dd2e73abb6d40d13ed8b5fe3fe3dd991,6913d04ef0034557e0381810e5cb2fcff5124e63,,False,True,True,17,98.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/b6702d31dd2e73abb6d40d13ed8b5fe3fe3dd991_6913d04ef0034557e0381810e5cb2fcff5124e63_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/b6702d31dd2e73abb6d40d13ed8b5fe3fe3dd991_6913d04ef0034557e0381810e5cb2fcff5124e63_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/b6702d31dd2e73abb6d40d13ed8b5fe3fe3dd991_6913d04ef0034557e0381810e5cb2fcff5124e63_left_right.log'}",,,,,,False
46,refs/heads/master,4b637ff9e6d4dc394ddc0cee3a7d9d4a7f035611,af3e35698fcbbdbae61a779e72a705a63b5a783b,42082d5c76ab64d41e64994a33790b52a2cc4186,,False,True,True,5,0.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/af3e35698fcbbdbae61a779e72a705a63b5a783b_42082d5c76ab64d41e64994a33790b52a2cc4186_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/af3e35698fcbbdbae61a779e72a705a63b5a783b_42082d5c76ab64d41e64994a33790b52a2cc4186_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/af3e35698fcbbdbae61a779e72a705a63b5a783b_42082d5c76ab64d41e64994a33790b52a2cc4186_left_right.log'}",,,,,,False
48,refs/heads/master,81a4c561440e8911629c534cc623dc58f07b3842,09fe1ef19a124a047554f6f055d774d9a8be55c3,23faa5ee5b5e89cf5dff12fdc5e3c8e5cdaf77a1,,True,True,True,9,116.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/09fe1ef19a124a047554f6f055d774d9a8be55c3_23faa5ee5b5e89cf5dff12fdc5e3c8e5cdaf77a1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/09fe1ef19a124a047554f6f055d774d9a8be55c3_23faa5ee5b5e89cf5dff12fdc5e3c8e5cdaf77a1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/09fe1ef19a124a047554f6f055d774d9a8be55c3_23faa5ee5b5e89cf5dff12fdc5e3c8e5cdaf77a1_left_right.log'}",Tests_failed,f902001b2c2e465070c4c219749d3aecc98cbadcfcb922c3ef7cadc47aa2837a,False,Tests_failed,fff33e0de12c51999f15fdfc21e1bd6d304c63e87959dbd24d2800b57b6d7414,False
49,refs/heads/master,09fe1ef19a124a047554f6f055d774d9a8be55c3,9ba71ff36d0e47106359973619c0e0f64b866f8d,c0dbf6492e629544b835d726682d15e3625584f5,,False,True,True,9,116.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/9ba71ff36d0e47106359973619c0e0f64b866f8d_c0dbf6492e629544b835d726682d15e3625584f5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/9ba71ff36d0e47106359973619c0e0f64b866f8d_c0dbf6492e629544b835d726682d15e3625584f5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/9ba71ff36d0e47106359973619c0e0f64b866f8d_c0dbf6492e629544b835d726682d15e3625584f5_left_right.log'}",,,,,,False
50,refs/heads/master,2fab1a759a8494fb1e224a708190c07cefbabaa5,f5418dd82b5c2a820bf448c465784dee15a2be57,10e5938dcc23052a460a4a373c44a666868a6a92,,False,True,True,6,63.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/f5418dd82b5c2a820bf448c465784dee15a2be57_10e5938dcc23052a460a4a373c44a666868a6a92_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/f5418dd82b5c2a820bf448c465784dee15a2be57_10e5938dcc23052a460a4a373c44a666868a6a92_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/f5418dd82b5c2a820bf448c465784dee15a2be57_10e5938dcc23052a460a4a373c44a666868a6a92_left_right.log'}",,,,,,False
73,refs/heads/master,bd9bff335e95d84e605641d09b56beac78d29ffe,f586fee4cb00f42cd6b96f9bb340eebd4c695a72,d45bfb30f6d329f7aa804f695547c1ab483cfcdb,,False,True,True,4,32.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/f586fee4cb00f42cd6b96f9bb340eebd4c695a72_d45bfb30f6d329f7aa804f695547c1ab483cfcdb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/f586fee4cb00f42cd6b96f9bb340eebd4c695a72_d45bfb30f6d329f7aa804f695547c1ab483cfcdb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/f586fee4cb00f42cd6b96f9bb340eebd4c695a72_d45bfb30f6d329f7aa804f695547c1ab483cfcdb_left_right.log'}",,,,,,False
74,refs/heads/master,417b129a6307b7801295928aab83b9851ace869a,5f9235fb01e1e5eed5a12d5539ac150b0ad475ed,db85c017af6eb1fd501f6622ccbe899218567022,,False,True,True,3,2.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/5f9235fb01e1e5eed5a12d5539ac150b0ad475ed_db85c017af6eb1fd501f6622ccbe899218567022_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/5f9235fb01e1e5eed5a12d5539ac150b0ad475ed_db85c017af6eb1fd501f6622ccbe899218567022_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/5f9235fb01e1e5eed5a12d5539ac150b0ad475ed_db85c017af6eb1fd501f6622ccbe899218567022_left_right.log'}",,,,,,False
75,refs/heads/master,b20f98c97f5924907f8cf5f7142d49f7414fd64c,ab4f612fca4af19d2c7e36949e281e72e9657de5,4a511178394471f9abbd821e1f732957b965e239,,False,True,True,17,33.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/ab4f612fca4af19d2c7e36949e281e72e9657de5_4a511178394471f9abbd821e1f732957b965e239_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/ab4f612fca4af19d2c7e36949e281e72e9657de5_4a511178394471f9abbd821e1f732957b965e239_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/ab4f612fca4af19d2c7e36949e281e72e9657de5_4a511178394471f9abbd821e1f732957b965e239_left_right.log'}",,,,,,False
78,refs/heads/master,e73fc240b64683d3d7c789de919914008405be3c,86b0e6bb725a8d4aee7a543b88b058fb51a1a152,27a944b31dbb48bde22c72063ba4c4fffc7f3df8,,False,True,True,8,3.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/86b0e6bb725a8d4aee7a543b88b058fb51a1a152_27a944b31dbb48bde22c72063ba4c4fffc7f3df8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/86b0e6bb725a8d4aee7a543b88b058fb51a1a152_27a944b31dbb48bde22c72063ba4c4fffc7f3df8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/86b0e6bb725a8d4aee7a543b88b058fb51a1a152_27a944b31dbb48bde22c72063ba4c4fffc7f3df8_left_right.log'}",,,,,,False
88,refs/heads/master,3d7ed52e87aa6b11316342986fc901dabaf7d55a,877bf58fa27f4aaca09e5caf92a56c5c30d670d9,3e9c3deb4345fc40d7f1437aeee0bd223f03e435,,False,True,True,7,2.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/877bf58fa27f4aaca09e5caf92a56c5c30d670d9_3e9c3deb4345fc40d7f1437aeee0bd223f03e435_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/877bf58fa27f4aaca09e5caf92a56c5c30d670d9_3e9c3deb4345fc40d7f1437aeee0bd223f03e435_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/877bf58fa27f4aaca09e5caf92a56c5c30d670d9_3e9c3deb4345fc40d7f1437aeee0bd223f03e435_left_right.log'}",,,,,,False
92,refs/heads/master,1bdd832068a86f7631b83c533788b4aaa9f54730,cbdf307c2c372a1f25fe8a6a10194525734eb8ee,c49225aa312753ccfbb6a080c315e4c49eddcd57,,True,True,True,108,316.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/cbdf307c2c372a1f25fe8a6a10194525734eb8ee_c49225aa312753ccfbb6a080c315e4c49eddcd57_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/cbdf307c2c372a1f25fe8a6a10194525734eb8ee_c49225aa312753ccfbb6a080c315e4c49eddcd57_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/cbdf307c2c372a1f25fe8a6a10194525734eb8ee_c49225aa312753ccfbb6a080c315e4c49eddcd57_left_right.log'}",Tests_failed,0be5a90faf2c34bfc64dfaa3de34b389364cfdace1b846f37dc3851658a6c8d1,False,Tests_failed,8c787cdb9e8cef04481f2e40b1c0b607ec85dc2bad15aeb33881f398b3624042,False
101,refs/heads/master,fdef2b2996fd454474c882592301589f4d07e195,04cce6de18e9d6cbc4f6c0ad26cdb32d0c44de74,a5c8a8fe43dd738b71421e54323d3628aa1e81e3,,False,True,True,17,10.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/04cce6de18e9d6cbc4f6c0ad26cdb32d0c44de74_a5c8a8fe43dd738b71421e54323d3628aa1e81e3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/04cce6de18e9d6cbc4f6c0ad26cdb32d0c44de74_a5c8a8fe43dd738b71421e54323d3628aa1e81e3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/04cce6de18e9d6cbc4f6c0ad26cdb32d0c44de74_a5c8a8fe43dd738b71421e54323d3628aa1e81e3_left_right.log'}",,,,,,False
102,refs/heads/master,04cce6de18e9d6cbc4f6c0ad26cdb32d0c44de74,361173154631d3f8729195681ba16f813d761790,46415b334c090e41d4bd55924f6274f9cd4a61c8,,True,True,True,27,95.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/361173154631d3f8729195681ba16f813d761790_46415b334c090e41d4bd55924f6274f9cd4a61c8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/361173154631d3f8729195681ba16f813d761790_46415b334c090e41d4bd55924f6274f9cd4a61c8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/361173154631d3f8729195681ba16f813d761790_46415b334c090e41d4bd55924f6274f9cd4a61c8_left_right.log'}",Tests_failed,cbbb1ab8549119c842fcc78610bfefa444d2e0631ac92dad82049b9dd73480fd,False,Tests_failed,e24ced98e35a04c934b4039fe093b76d0d29b2881afcadd7aa0ed0cda666b21a,False
103,refs/heads/master,594c81aae8e796d472588bb3b9fa347cd15aa08b,df26b006b98307ccaca919835f5064abef5f4875,d6f00d0cf271fe27eb309ac0d31e48ea595e6e37,,True,True,True,249,7285.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/df26b006b98307ccaca919835f5064abef5f4875_d6f00d0cf271fe27eb309ac0d31e48ea595e6e37_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/df26b006b98307ccaca919835f5064abef5f4875_d6f00d0cf271fe27eb309ac0d31e48ea595e6e37_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/df26b006b98307ccaca919835f5064abef5f4875_d6f00d0cf271fe27eb309ac0d31e48ea595e6e37_left_right.log'}",Tests_failed,f9e52163d6c48de133fe11c73ffdc44ab75f7fc0e30dee02b1d7c6b4bde50a94,False,Tests_failed,aa553d9b305af7597c388c5899f3814d5c70d0d307f304ebd294f826936056eb,False
104,refs/heads/master,74dcf55b2b5cf88f780759e6b772423c7790c68f,91534bda7e42b08c118dae1b4a62c88e7fb44493,4e159050a0f7649addda6a35497d04def369e64c,,False,True,True,6,400.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/91534bda7e42b08c118dae1b4a62c88e7fb44493_4e159050a0f7649addda6a35497d04def369e64c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/91534bda7e42b08c118dae1b4a62c88e7fb44493_4e159050a0f7649addda6a35497d04def369e64c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/91534bda7e42b08c118dae1b4a62c88e7fb44493_4e159050a0f7649addda6a35497d04def369e64c_left_right.log'}",,,,,,False
105,refs/heads/master,bfe836a473823175be363629a60bfaa819ca20cf,070f43a7f1b5aebeae8b2369e205229f58419399,bda2cd4d05c0f30d95bb47378fb2858bede85785,,False,True,True,17,1132.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/070f43a7f1b5aebeae8b2369e205229f58419399_bda2cd4d05c0f30d95bb47378fb2858bede85785_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/070f43a7f1b5aebeae8b2369e205229f58419399_bda2cd4d05c0f30d95bb47378fb2858bede85785_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/070f43a7f1b5aebeae8b2369e205229f58419399_bda2cd4d05c0f30d95bb47378fb2858bede85785_left_right.log'}",,,,,,False
106,refs/heads/master,218a4f37c40142fc33c5ef1511a7e4c058667aea,01189c5e975b370dd627fc7c2d2d6ab35150fbd1,7dab8bef06a78bd6a3827e3bb897e1d70f92cfbe,,False,True,True,38,2657.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/01189c5e975b370dd627fc7c2d2d6ab35150fbd1_7dab8bef06a78bd6a3827e3bb897e1d70f92cfbe_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/01189c5e975b370dd627fc7c2d2d6ab35150fbd1_7dab8bef06a78bd6a3827e3bb897e1d70f92cfbe_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/01189c5e975b370dd627fc7c2d2d6ab35150fbd1_7dab8bef06a78bd6a3827e3bb897e1d70f92cfbe_left_right.log'}",,,,,,False
112,refs/heads/master,f987684cec193c090a1ddfc317d42919a68539fb,cbd68931f143d55b999baf843aabcd296831d5fe,c4b156445a13b297af6a17738caacf0f031a7ca4,,False,True,True,190,5690.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/cbd68931f143d55b999baf843aabcd296831d5fe_c4b156445a13b297af6a17738caacf0f031a7ca4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/cbd68931f143d55b999baf843aabcd296831d5fe_c4b156445a13b297af6a17738caacf0f031a7ca4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/cbd68931f143d55b999baf843aabcd296831d5fe_c4b156445a13b297af6a17738caacf0f031a7ca4_left_right.log'}",,,,,,False
