idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,diff_logs,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
165,refs/heads/master,56a66100b2eb790a09c2794c17258b7f8ef30940,d98444564eef6dbf31a3482e7e189a8ac5adb7dd,39c8c1fdf19f6ed82674f32f7a83b2bdc4ffc6e8,,True,True,True,476,75869.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/d98444564eef6dbf31a3482e7e189a8ac5adb7dd_39c8c1fdf19f6ed82674f32f7a83b2bdc4ffc6e8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/d98444564eef6dbf31a3482e7e189a8ac5adb7dd_39c8c1fdf19f6ed82674f32f7a83b2bdc4ffc6e8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/d98444564eef6dbf31a3482e7e189a8ac5adb7dd_39c8c1fdf19f6ed82674f32f7a83b2bdc4ffc6e8_left_right.log'}",Tests_failed,f26a794c0b69504aa74bc37e386cbd7988debf5cbb062b160080dd03c02ccd87,False,Tests_failed,1fc23c42e272b13fb185aa86cbad6d5a61bef35d7aa6ddb1692dc47da915e9cf,False
166,refs/heads/master,d98444564eef6dbf31a3482e7e189a8ac5adb7dd,2086a450c25bdc1955917a7789a2df80ccbd5bed,194cfa37cbdd0a516885d7c8ea4a54c7be096168,,True,True,True,613,83405.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/2086a450c25bdc1955917a7789a2df80ccbd5bed_194cfa37cbdd0a516885d7c8ea4a54c7be096168_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/2086a450c25bdc1955917a7789a2df80ccbd5bed_194cfa37cbdd0a516885d7c8ea4a54c7be096168_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/2086a450c25bdc1955917a7789a2df80ccbd5bed_194cfa37cbdd0a516885d7c8ea4a54c7be096168_left_right.log'}",Tests_failed,728d143ff5956a477d89716b76c370f80a0f95f7d78cb32e4cd132d6cc5f6f5d,False,Tests_failed,2e1488257260319308b36b374adc5b1e40a7ef077c603cec78673dae25278732,False
167,refs/heads/master,2086a450c25bdc1955917a7789a2df80ccbd5bed,92b0103a38ba0370922f495118118fa88fa9fff2,236fe1b6627706136e932f27f03a73e862557aaf,,True,True,True,607,82861.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/92b0103a38ba0370922f495118118fa88fa9fff2_236fe1b6627706136e932f27f03a73e862557aaf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/92b0103a38ba0370922f495118118fa88fa9fff2_236fe1b6627706136e932f27f03a73e862557aaf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/92b0103a38ba0370922f495118118fa88fa9fff2_236fe1b6627706136e932f27f03a73e862557aaf_left_right.log'}",Tests_failed,02d4d9d1aeb5ebdc304e317b6167861e97ffd419a93be71ceae7715aa9b893b6,False,Tests_failed,ec96bd2cdcc1d7fc17c97bb7a266613986cc6a9ba8a7a19876fdf58b1e3eff19,False
169,refs/heads/master,a84d335901e9c3420e42663fa7dc282f90b6ba6c,c7f6127e600f05ba2c31ac5e4e50b99c9e42844d,189b08c297f0b6150d4fbd3ad8c14b79f951dfd9,,False,True,True,589,81613.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/c7f6127e600f05ba2c31ac5e4e50b99c9e42844d_189b08c297f0b6150d4fbd3ad8c14b79f951dfd9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/c7f6127e600f05ba2c31ac5e4e50b99c9e42844d_189b08c297f0b6150d4fbd3ad8c14b79f951dfd9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/c7f6127e600f05ba2c31ac5e4e50b99c9e42844d_189b08c297f0b6150d4fbd3ad8c14b79f951dfd9_left_right.log'}",,,,,,False
170,refs/heads/master,9396f41555c5f5c349c9e2d4ad287a559ca54aff,e3fcb6e14d308a51d88c5155f4c876b30970f972,c7f6127e600f05ba2c31ac5e4e50b99c9e42844d,,True,True,True,164,7952.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/e3fcb6e14d308a51d88c5155f4c876b30970f972_c7f6127e600f05ba2c31ac5e4e50b99c9e42844d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/e3fcb6e14d308a51d88c5155f4c876b30970f972_c7f6127e600f05ba2c31ac5e4e50b99c9e42844d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/e3fcb6e14d308a51d88c5155f4c876b30970f972_c7f6127e600f05ba2c31ac5e4e50b99c9e42844d_left_right.log'}",Tests_failed,8d9d6f1b10bd165bedf870d0c5f6979a643f016bc6f6e0eecd9af9df012cb55b,False,Tests_failed,ea4bb9f6e98e25f6ddb0b871facdf95eba2f403a53e867998c7a360daa5a4ee0,False
171,refs/heads/master,c7f6127e600f05ba2c31ac5e4e50b99c9e42844d,55cf7fd9109ccc6d63ef668ee407d4a32ed3df28,3fc5c1d4e30e690a04c3144b306ab484dd1db0e3,,False,True,True,155,6827.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/55cf7fd9109ccc6d63ef668ee407d4a32ed3df28_3fc5c1d4e30e690a04c3144b306ab484dd1db0e3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/55cf7fd9109ccc6d63ef668ee407d4a32ed3df28_3fc5c1d4e30e690a04c3144b306ab484dd1db0e3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/55cf7fd9109ccc6d63ef668ee407d4a32ed3df28_3fc5c1d4e30e690a04c3144b306ab484dd1db0e3_left_right.log'}",,,,,,False
172,refs/heads/master,55cf7fd9109ccc6d63ef668ee407d4a32ed3df28,bb727665b0383a1f3c3ade9d11688ce6e275751a,f992244f36b49fd57c289bf6fefc7717cfdd035c,,False,True,True,157,6854.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/bb727665b0383a1f3c3ade9d11688ce6e275751a_f992244f36b49fd57c289bf6fefc7717cfdd035c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/bb727665b0383a1f3c3ade9d11688ce6e275751a_f992244f36b49fd57c289bf6fefc7717cfdd035c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/bb727665b0383a1f3c3ade9d11688ce6e275751a_f992244f36b49fd57c289bf6fefc7717cfdd035c_left_right.log'}",,,,,,False
173,refs/heads/master,bb727665b0383a1f3c3ade9d11688ce6e275751a,270d8d5c282275af9958ae01c2344531bdf5bad3,81f6a04e23be32f65403478c597ec195ce5cf145,,False,False,True,5,37.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/270d8d5c282275af9958ae01c2344531bdf5bad3_81f6a04e23be32f65403478c597ec195ce5cf145_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/270d8d5c282275af9958ae01c2344531bdf5bad3_81f6a04e23be32f65403478c597ec195ce5cf145_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/270d8d5c282275af9958ae01c2344531bdf5bad3_81f6a04e23be32f65403478c597ec195ce5cf145_left_right.log'}",,,,,,False
174,refs/heads/master,270d8d5c282275af9958ae01c2344531bdf5bad3,ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb,c8f24fd8b66dcfac6960a1c35ad45f13b5fcfbc3,,False,True,True,30,1163.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb_c8f24fd8b66dcfac6960a1c35ad45f13b5fcfbc3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb_c8f24fd8b66dcfac6960a1c35ad45f13b5fcfbc3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb_c8f24fd8b66dcfac6960a1c35ad45f13b5fcfbc3_left_right.log'}",,,,,,False
175,refs/heads/master,4fd8d664e637ecacf87b5199b229eeb5fb31c420,67eefdb4cf21a0ea7a20c3577e4aed97d076b51d,ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb,,True,True,True,162,7631.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/67eefdb4cf21a0ea7a20c3577e4aed97d076b51d_ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/67eefdb4cf21a0ea7a20c3577e4aed97d076b51d_ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/67eefdb4cf21a0ea7a20c3577e4aed97d076b51d_ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb_left_right.log'}",Tests_failed,46a12970d5093305c2b62c5f4e1619e7d493f2b07a41ca014ed6ccbe91104716,False,Tests_failed,b3787de5991da47d2fbe0e285abe433674c22b6ed454db53412da19171beb4f0,False
176,refs/heads/master,ec1dee7096b6cfefa6d1fc4c490d0a0ecc6724cb,d634ee8f8a242180e7dea3e6d338698a3eb93ffd,d90d60022b051f40d896255b30070e895aa8f205,,False,True,True,29,1136.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/d634ee8f8a242180e7dea3e6d338698a3eb93ffd_d90d60022b051f40d896255b30070e895aa8f205_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/d634ee8f8a242180e7dea3e6d338698a3eb93ffd_d90d60022b051f40d896255b30070e895aa8f205_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/d634ee8f8a242180e7dea3e6d338698a3eb93ffd_d90d60022b051f40d896255b30070e895aa8f205_left_right.log'}",,,,,,False
177,refs/heads/master,d634ee8f8a242180e7dea3e6d338698a3eb93ffd,9fd3b6a1a01b398d1c953949f3686579635af522,d6764d981222d13873e289c7ab4454bb86ff695c,,False,True,True,24,414.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/9fd3b6a1a01b398d1c953949f3686579635af522_d6764d981222d13873e289c7ab4454bb86ff695c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/9fd3b6a1a01b398d1c953949f3686579635af522_d6764d981222d13873e289c7ab4454bb86ff695c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/9fd3b6a1a01b398d1c953949f3686579635af522_d6764d981222d13873e289c7ab4454bb86ff695c_left_right.log'}",,,,,,False
178,refs/heads/master,9fd3b6a1a01b398d1c953949f3686579635af522,bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06,8699c0654e5ffc322cdf4c2a606575d4b2a0e104,,False,True,True,21,371.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06_8699c0654e5ffc322cdf4c2a606575d4b2a0e104_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06_8699c0654e5ffc322cdf4c2a606575d4b2a0e104_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06_8699c0654e5ffc322cdf4c2a606575d4b2a0e104_left_right.log'}",,,,,,False
179,refs/heads/master,4e8a58ee382f1b62bd128121e85ca45c2431a5e1,8c1623a5c5f0283769aad9dafbb0c6aeffded3f9,bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06,,True,True,True,160,7039.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/8c1623a5c5f0283769aad9dafbb0c6aeffded3f9_bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/8c1623a5c5f0283769aad9dafbb0c6aeffded3f9_bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/8c1623a5c5f0283769aad9dafbb0c6aeffded3f9_bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06_left_right.log'}",Tests_failed,f067450dfe401c95434f49861064ba9f6d27a8baacaf7639c03be75f675d152a,False,Tests_failed,3c1952b3e622197722b02a682a26bdf4d1bf0a8d3229e3b890311366e4aaf5b6,False
180,refs/heads/master,bf12f46f3afb188bbb8be7e93d3f4c5bfc28ee06,c2571dce909bb1b0089fa961e1528f42747ad4d7,63104f382929ce697a5408f921225bb7afce159e,,False,True,True,17,273.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/c2571dce909bb1b0089fa961e1528f42747ad4d7_63104f382929ce697a5408f921225bb7afce159e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/c2571dce909bb1b0089fa961e1528f42747ad4d7_63104f382929ce697a5408f921225bb7afce159e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/c2571dce909bb1b0089fa961e1528f42747ad4d7_63104f382929ce697a5408f921225bb7afce159e_left_right.log'}",,,,,,False
181,refs/heads/master,c2571dce909bb1b0089fa961e1528f42747ad4d7,616c0b26f265030c774848375464ee3064318365,3405baec103e694b5c19c80441cc190911955593,,False,True,True,15,207.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/616c0b26f265030c774848375464ee3064318365_3405baec103e694b5c19c80441cc190911955593_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/616c0b26f265030c774848375464ee3064318365_3405baec103e694b5c19c80441cc190911955593_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/616c0b26f265030c774848375464ee3064318365_3405baec103e694b5c19c80441cc190911955593_left_right.log'}",,,,,,False
183,refs/heads/master,fc5ee358d0591526b3d6f563522241ec418627f0,dee9ea97fc72dda4efc5d26b508b5bfe83d33207,25bef488cf0c9474ad40eba0029a247540763b2f,,False,True,True,164,3408.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/dee9ea97fc72dda4efc5d26b508b5bfe83d33207_25bef488cf0c9474ad40eba0029a247540763b2f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/dee9ea97fc72dda4efc5d26b508b5bfe83d33207_25bef488cf0c9474ad40eba0029a247540763b2f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/dee9ea97fc72dda4efc5d26b508b5bfe83d33207_25bef488cf0c9474ad40eba0029a247540763b2f_left_right.log'}",,,,,,False
184,refs/heads/master,8c1623a5c5f0283769aad9dafbb0c6aeffded3f9,4a0688074cdac63058e7cc73ea0741d162a5f534,25bef488cf0c9474ad40eba0029a247540763b2f,,True,True,True,152,6772.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/4a0688074cdac63058e7cc73ea0741d162a5f534_25bef488cf0c9474ad40eba0029a247540763b2f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/4a0688074cdac63058e7cc73ea0741d162a5f534_25bef488cf0c9474ad40eba0029a247540763b2f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/4a0688074cdac63058e7cc73ea0741d162a5f534_25bef488cf0c9474ad40eba0029a247540763b2f_left_right.log'}",Tests_failed,a605f3a71ac1974e234be8c5709bb7536b41b2b367529991cfac9159ff7a912c,False,Tests_failed,a81926a50400a90c4b1ce8fb51ac8d2b1f575ac7eef1eeffbdb8f8328af846ff,False
186,refs/heads/master,4a0688074cdac63058e7cc73ea0741d162a5f534,7384186c0724e8a7042949ac35beebe11891eea1,1c524752fa9fc5660e9981bfe0f7df9036ab0965,,True,,True,310,,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/7384186c0724e8a7042949ac35beebe11891eea1_1c524752fa9fc5660e9981bfe0f7df9036ab0965_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/7384186c0724e8a7042949ac35beebe11891eea1_1c524752fa9fc5660e9981bfe0f7df9036ab0965_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/7384186c0724e8a7042949ac35beebe11891eea1_1c524752fa9fc5660e9981bfe0f7df9036ab0965_left_right.log'}",Tests_failed,d745ed72882ce48982704100838cdb426c78a6520dd0c0d88af4b3c02f116c5a,False,Tests_failed,89de27e184c3a22b0080ab1fe83a48b7255ebac73f2cdeb2f0a2390e86afb65e,False
187,refs/heads/master,1c524752fa9fc5660e9981bfe0f7df9036ab0965,4a7099657b98c08060379cad74084cc748634ae5,584f2660036dece72f27fce09d819df3d32eaf5e,,False,True,True,108,2920.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/4a7099657b98c08060379cad74084cc748634ae5_584f2660036dece72f27fce09d819df3d32eaf5e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/4a7099657b98c08060379cad74084cc748634ae5_584f2660036dece72f27fce09d819df3d32eaf5e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/4a7099657b98c08060379cad74084cc748634ae5_584f2660036dece72f27fce09d819df3d32eaf5e_left_right.log'}",,,,,,False
188,refs/heads/master,4a7099657b98c08060379cad74084cc748634ae5,a5a152b04690e183443cd23a28ddee47424cd818,0322e74df849e1bb6622007daa77d9d184221454,,False,False,True,4,3.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/a5a152b04690e183443cd23a28ddee47424cd818_0322e74df849e1bb6622007daa77d9d184221454_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/a5a152b04690e183443cd23a28ddee47424cd818_0322e74df849e1bb6622007daa77d9d184221454_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/a5a152b04690e183443cd23a28ddee47424cd818_0322e74df849e1bb6622007daa77d9d184221454_left_right.log'}",,,,,,False
191,refs/heads/master,d6d1d1c7b058671f6c2ce411c165a379c35fc8ff,3c5659e188ff68ebdf7cae411f3b53cc7461d266,dd77dedf6e225b6ea0b4d6163270160ed6bae1bf,,False,True,True,59,537.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/3c5659e188ff68ebdf7cae411f3b53cc7461d266_dd77dedf6e225b6ea0b4d6163270160ed6bae1bf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/3c5659e188ff68ebdf7cae411f3b53cc7461d266_dd77dedf6e225b6ea0b4d6163270160ed6bae1bf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/3c5659e188ff68ebdf7cae411f3b53cc7461d266_dd77dedf6e225b6ea0b4d6163270160ed6bae1bf_left_right.log'}",,,,,,False
192,refs/heads/master,3c5659e188ff68ebdf7cae411f3b53cc7461d266,5cc31f8b337c1dd8ce49e6038dfd54e5bf96260e,57ea2fdfd625f6b0777eeaf0e3941f760851e359,,True,True,True,58,521.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/5cc31f8b337c1dd8ce49e6038dfd54e5bf96260e_57ea2fdfd625f6b0777eeaf0e3941f760851e359_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/5cc31f8b337c1dd8ce49e6038dfd54e5bf96260e_57ea2fdfd625f6b0777eeaf0e3941f760851e359_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/5cc31f8b337c1dd8ce49e6038dfd54e5bf96260e_57ea2fdfd625f6b0777eeaf0e3941f760851e359_left_right.log'}",Tests_failed,38ac2a0dc7b234d28b44de3bf3046708b8391f56519d5a8ac5b9651fa653c554,False,Tests_failed,4b06f7b3b83d5fe755ca5523f163740344656ec26d3c738989d3ed0670c8ebff,False
193,refs/heads/master,5cc31f8b337c1dd8ce49e6038dfd54e5bf96260e,75ba66048476a7059567eb6a813c04725ff20240,b724a7eea249e7f2c8e82297b8034ea68fd51763,,False,True,True,89,803.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/75ba66048476a7059567eb6a813c04725ff20240_b724a7eea249e7f2c8e82297b8034ea68fd51763_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/75ba66048476a7059567eb6a813c04725ff20240_b724a7eea249e7f2c8e82297b8034ea68fd51763_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/75ba66048476a7059567eb6a813c04725ff20240_b724a7eea249e7f2c8e82297b8034ea68fd51763_left_right.log'}",,,,,,False
194,refs/heads/master,75ba66048476a7059567eb6a813c04725ff20240,b3e32766cee8d8421e124115f0df5442504af614,d43eacc53323c4488f4bc7899b1bb44ba69a3451,,False,True,True,91,881.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/b3e32766cee8d8421e124115f0df5442504af614_d43eacc53323c4488f4bc7899b1bb44ba69a3451_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/b3e32766cee8d8421e124115f0df5442504af614_d43eacc53323c4488f4bc7899b1bb44ba69a3451_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/b3e32766cee8d8421e124115f0df5442504af614_d43eacc53323c4488f4bc7899b1bb44ba69a3451_left_right.log'}",,,,,,False
197,refs/heads/master,221f934e79be86b1f487730906764b4b0fcd7c9f,a9d11c03c9c2fcbf3738bc64c55b66f676b1ae95,8a306cea4b4481c67571b21ec23852139daa6fc8,,False,,True,199,,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/a9d11c03c9c2fcbf3738bc64c55b66f676b1ae95_8a306cea4b4481c67571b21ec23852139daa6fc8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/a9d11c03c9c2fcbf3738bc64c55b66f676b1ae95_8a306cea4b4481c67571b21ec23852139daa6fc8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/a9d11c03c9c2fcbf3738bc64c55b66f676b1ae95_8a306cea4b4481c67571b21ec23852139daa6fc8_left_right.log'}",,,,,,False
198,refs/heads/master,8a306cea4b4481c67571b21ec23852139daa6fc8,81cba781e1ea7e2753f27dfc2f85e10775a9b8f1,0ce9d99bfe3ebc0edbca94300fff88ca40d03842,,False,,True,147,,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/81cba781e1ea7e2753f27dfc2f85e10775a9b8f1_0ce9d99bfe3ebc0edbca94300fff88ca40d03842_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/81cba781e1ea7e2753f27dfc2f85e10775a9b8f1_0ce9d99bfe3ebc0edbca94300fff88ca40d03842_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/81cba781e1ea7e2753f27dfc2f85e10775a9b8f1_0ce9d99bfe3ebc0edbca94300fff88ca40d03842_left_right.log'}",,,,,,False
199,refs/heads/master,81cba781e1ea7e2753f27dfc2f85e10775a9b8f1,6661c7ba26d4dc768107825186080c3d4f403ede,817a5f5477d73a7909d14173ec351aa6c1207ee7,,False,,True,146,,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/6661c7ba26d4dc768107825186080c3d4f403ede_817a5f5477d73a7909d14173ec351aa6c1207ee7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/6661c7ba26d4dc768107825186080c3d4f403ede_817a5f5477d73a7909d14173ec351aa6c1207ee7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/6661c7ba26d4dc768107825186080c3d4f403ede_817a5f5477d73a7909d14173ec351aa6c1207ee7_left_right.log'}",,,,,,False
201,refs/heads/master,5d17024c8e85cdf77f253e1f63342b8a393dc657,fd01606cde8e9a65dde2e87e9e8ec5c07d46467a,fe8340ef153f408e9848ea3ee79a50efbde2200f,,False,False,True,4,6.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/fd01606cde8e9a65dde2e87e9e8ec5c07d46467a_fe8340ef153f408e9848ea3ee79a50efbde2200f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/fd01606cde8e9a65dde2e87e9e8ec5c07d46467a_fe8340ef153f408e9848ea3ee79a50efbde2200f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/fd01606cde8e9a65dde2e87e9e8ec5c07d46467a_fe8340ef153f408e9848ea3ee79a50efbde2200f_left_right.log'}",,,,,,False
202,refs/heads/master,fd01606cde8e9a65dde2e87e9e8ec5c07d46467a,8c8d9f649be55327c3a28ea6e1120f8009869f26,9ad433b3b76fbeb59677bba1f87c26fd71299a9f,,False,,True,134,,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/8c8d9f649be55327c3a28ea6e1120f8009869f26_9ad433b3b76fbeb59677bba1f87c26fd71299a9f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/8c8d9f649be55327c3a28ea6e1120f8009869f26_9ad433b3b76fbeb59677bba1f87c26fd71299a9f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/8c8d9f649be55327c3a28ea6e1120f8009869f26_9ad433b3b76fbeb59677bba1f87c26fd71299a9f_left_right.log'}",,,,,,False
204,refs/heads/master,76e1359da88725fe05ea4dd74fc852d85970e66f,1c4af9ec8748b77e48d7b6c54cae64d3c009dbf5,2712eef174f7b26b14ed9b4f51a03f9905de9192,,True,True,True,289,6822.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/1c4af9ec8748b77e48d7b6c54cae64d3c009dbf5_2712eef174f7b26b14ed9b4f51a03f9905de9192_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/1c4af9ec8748b77e48d7b6c54cae64d3c009dbf5_2712eef174f7b26b14ed9b4f51a03f9905de9192_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/1c4af9ec8748b77e48d7b6c54cae64d3c009dbf5_2712eef174f7b26b14ed9b4f51a03f9905de9192_left_right.log'}",Tests_failed,ec581b92335799cc04ce121a132966f3f87a966cf8fca1b7a441c0494f302c4b,False,Tests_failed,df776534024fdb208010ef89c1a0606cb31775664c0365e2c671a573951c7309,False
205,refs/heads/master,2712eef174f7b26b14ed9b4f51a03f9905de9192,a7cdcd4f830679182a594d727b3afaf9b6a9626d,3ca1262f8b9bfa98adbd818a38284fd51f16ca73,,False,False,True,130,0.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/a7cdcd4f830679182a594d727b3afaf9b6a9626d_3ca1262f8b9bfa98adbd818a38284fd51f16ca73_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/a7cdcd4f830679182a594d727b3afaf9b6a9626d_3ca1262f8b9bfa98adbd818a38284fd51f16ca73_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/a7cdcd4f830679182a594d727b3afaf9b6a9626d_3ca1262f8b9bfa98adbd818a38284fd51f16ca73_left_right.log'}",,,,,,False
206,refs/heads/master,a7cdcd4f830679182a594d727b3afaf9b6a9626d,6390741f5615b210bb280da16d69e1836dde59a4,55d2e252163a63074255d7085e51b068477d8a47,,False,True,True,133,10.0,False,"{'base_left': 'cache/diff_analyzer/logs/scifio/scifio/6390741f5615b210bb280da16d69e1836dde59a4_55d2e252163a63074255d7085e51b068477d8a47_base_left.log', 'base_right': 'cache/diff_analyzer/logs/scifio/scifio/6390741f5615b210bb280da16d69e1836dde59a4_55d2e252163a63074255d7085e51b068477d8a47_base_right.log', 'left_right': 'cache/diff_analyzer/logs/scifio/scifio/6390741f5615b210bb280da16d69e1836dde59a4_55d2e252163a63074255d7085e51b068477d8a47_left_right.log'}",,,,,,False
