idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
4,refs/heads/master,30204be9904bd3a5ace48fab46c418a8c9d99e36,093cda73533191b984070f75e692809412f0c4cb,5584b7e7164712c6dc655a7e00d6594880ddf708,,False,True,,,True,10,60,187.0,1,,,,False,10,False
5,refs/heads/master,fd7ba013aa3451930c29e23eb7a8487eb301c7e8,17a9f30f3c11bafec03763bdc062cce480b8ef0e,20431dcd80cf34a674db1197e90e13a160865def,,True,True,Tests_failed,9f0b954c9d818e9bef4f82aa7aaf8084ab4decb570f3c08c3d1e08d79b413346,True,8,19,42.0,2,False,Tests_failed,cfa46c10cebc74fbb98aa9b0f7cf2a2a0cb17c285a980a53647f427813be2c0a,False,8,False
6,refs/heads/master,883fcfe4102bf8ff88ac2ed3d74ecf4d45b2e88f,e20852c395be70755523e2dc5b89f2b30d2272b1,c2de4049aaacfb612cfa2d92b31fefdf5c97da0f,,False,True,,,True,22,73,412.0,1,,,,False,22,False
7,refs/heads/master,2ab43ae1c2d1271ff5b304770d0eb7c4ae3a834f,9d9fc61143c27c04eb96bb0b56895042c1a2657d,4cdcade4b9e3dcacbb2bd02a1c536d00e6331317,,False,False,,,True,4,3,10.0,1,,,,False,4,False
8,refs/heads/master,80d3fa4e4a49d22a5f90b811676e99b0cdcfa61d,44e07498187cec78f454ae4fb22080143438da38,1003cbddc39f9e22bfd9512ddbaa7dc75e8e196b,,False,True,,,True,5,14,114.0,1,,,,False,5,False
9,refs/heads/master,57bfe1cc787455e53062502ed2bfbc21b81a7fb1,b13a3b40a59553df72b19fe8e4160f62ea3dc86c,53322740f71c49e7e9a92e5678ab8882b4726ccb,,True,,Tests_failed,21132c74277c11598c0c3f62211e0b11152258dfc47dc583ca07c2766d207766,True,70,271,,5,False,Tests_failed,bf84522ba14cb26cf4c4a948bdc33449032eb8d314a8057edb5965d8dfec8e58,False,70,False
10,refs/heads/master,1f82a897bd161473aab5cffe53de52819240a528,efb79b4039596e77f48b09df02741ec59067a165,57ee5a53a24ad1ff312fd633ff22f0c5c4f03e6c,,False,,,,True,64,209,,3,,,,False,64,False
11,refs/heads/master,d5b4a4b1a43d60833bed4dc1756546f3cc5cc294,275f9ef60e135467bb9916dc5dc6d4221e6cbe26,5cd5f8f217402eecc27123592949f15dd7901185,,False,False,,,True,2,9,74.0,2,,,,False,2,False
12,refs/heads/master,8e25d0f7b200cb75afb1e71d8b0d1bc76bcd947f,0633f5b94d7041db07d40d500297db1af000f4a8,edb88cc18601d1d4d1622e51ac4fe86ff044448b,,False,False,,,True,2,3,34.0,2,,,,False,2,False
13,refs/remotes/origin/pull/108,0b51876cc8b2a6acb9dc01fa16b82c88b64fe36a,10cc9b03fa27f8f7f6160f0ac3a716417af419b0,a42e3c460f11415356d47deb4476f83fbcb2eb42,,True,True,Tests_failed,e93a50405f339c6304a4e747c02f61e95225be4f67fd2aa85213d536a526fafb,True,134,386,5531.0,3,False,Tests_failed,332539e561300f4b224dd85c05000b0806c6d284f73d76bc9caf50b8053a8f6f,False,134,False
