idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
1,refs/heads/master,9bd2335853d53fc2e4d63f448f18717035b96284,96e0e85ab7fdb4e6658b7ca2fb28e744100dcd47,ac90057e496b263c3cc515f49b21289aae9caf3c,,7.0,0.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/96e0e85ab7fdb4e6658b7ca2fb28e744100dcd47_ac90057e496b263c3cc515f49b21289aae9caf3c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/96e0e85ab7fdb4e6658b7ca2fb28e744100dcd47_ac90057e496b263c3cc515f49b21289aae9caf3c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/96e0e85ab7fdb4e6658b7ca2fb28e744100dcd47_ac90057e496b263c3cc515f49b21289aae9caf3c_left_right.log'}",,,,,,False,False
2,refs/heads/master,a1a921dff6443b99a70e09a371f285f0b080b65b,4e37cabbbbc0d2de10e6530b070ff9bd75cf5289,681de5a465db5571c15d872a62e55b9b18208c39,,11.0,0.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/4e37cabbbbc0d2de10e6530b070ff9bd75cf5289_681de5a465db5571c15d872a62e55b9b18208c39_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/4e37cabbbbc0d2de10e6530b070ff9bd75cf5289_681de5a465db5571c15d872a62e55b9b18208c39_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/4e37cabbbbc0d2de10e6530b070ff9bd75cf5289_681de5a465db5571c15d872a62e55b9b18208c39_left_right.log'}",,,,,,False,False
4,refs/heads/master,f1866d36f9c124f60ec34e31d026d44967c149e1,3295091e468ab13873ef6ffd57f8f735bb387b03,b0e5955365c5158550a26d74c45dc127121eb765,,35.0,0.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/3295091e468ab13873ef6ffd57f8f735bb387b03_b0e5955365c5158550a26d74c45dc127121eb765_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/3295091e468ab13873ef6ffd57f8f735bb387b03_b0e5955365c5158550a26d74c45dc127121eb765_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/3295091e468ab13873ef6ffd57f8f735bb387b03_b0e5955365c5158550a26d74c45dc127121eb765_left_right.log'}",,,,,,False,False
5,refs/heads/master,1161064a8cc3c33740e08eeb55e490ee464b611a,5c45528e15147ed7079797faa2e5852e5dcf067d,12e547a710f19c9fdc1647f378a9f352d748f0ab,,10.0,0.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/5c45528e15147ed7079797faa2e5852e5dcf067d_12e547a710f19c9fdc1647f378a9f352d748f0ab_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/5c45528e15147ed7079797faa2e5852e5dcf067d_12e547a710f19c9fdc1647f378a9f352d748f0ab_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/5c45528e15147ed7079797faa2e5852e5dcf067d_12e547a710f19c9fdc1647f378a9f352d748f0ab_left_right.log'}",,,,,,False,False
6,refs/heads/master,204ab4aad5ab01dd597fe78654f814650b62c425,fe75c6932f070833ca3ac127989503d660745608,5cb34b7db3d4b109d92ebe444a4e4e8d8882d481,,210.0,1258.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/fe75c6932f070833ca3ac127989503d660745608_5cb34b7db3d4b109d92ebe444a4e4e8d8882d481_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/fe75c6932f070833ca3ac127989503d660745608_5cb34b7db3d4b109d92ebe444a4e4e8d8882d481_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/fe75c6932f070833ca3ac127989503d660745608_5cb34b7db3d4b109d92ebe444a4e4e8d8882d481_left_right.log'}",27cebb6e54b58d275f6a4126390c4b8ff365fed3adaa26c0eecbbc21f1f631ec,Tests_passed,23e92d9e511886260e9316a76340afe8d2626830acd02b303e344609cb123e7f,Tests_passed,True,True,True
7,refs/heads/master,2c2a51262a91233576dbe1b94adf94d040103525,ac436f67afac76d8cfe416884952d513653d04a9,5f456359d7dc8abb41247de59caa2d896f5fbbc2,,114.0,1081.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/ac436f67afac76d8cfe416884952d513653d04a9_5f456359d7dc8abb41247de59caa2d896f5fbbc2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/ac436f67afac76d8cfe416884952d513653d04a9_5f456359d7dc8abb41247de59caa2d896f5fbbc2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/ac436f67afac76d8cfe416884952d513653d04a9_5f456359d7dc8abb41247de59caa2d896f5fbbc2_left_right.log'}",12149ef240e3568470e93a8efdfca36a4e284154bbc85b95d13a60cbc8e39c09,Tests_passed,5f556d386d8daa754e9d75a00f96d9a6dacb73afafeb6b53b31dc78fc24a263a,Tests_passed,True,True,True
8,refs/heads/master,cba64c9eafafc0d1a8d2d635c34c635aa55a7ff1,3ffa2f0520a576deda88321f5eccb6394850e1fc,6349c83782d4ce327af8ae862d283976f24ee264,,139.0,697.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/3ffa2f0520a576deda88321f5eccb6394850e1fc_6349c83782d4ce327af8ae862d283976f24ee264_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/3ffa2f0520a576deda88321f5eccb6394850e1fc_6349c83782d4ce327af8ae862d283976f24ee264_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/3ffa2f0520a576deda88321f5eccb6394850e1fc_6349c83782d4ce327af8ae862d283976f24ee264_left_right.log'}",,,,,,False,False
9,refs/heads/master,15659385c0127435a9d7ed840ff8f444d3d63053,6349c83782d4ce327af8ae862d283976f24ee264,653a89213a313f6f345cf44c6067d6cf87964f09,,47.0,89.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/6349c83782d4ce327af8ae862d283976f24ee264_653a89213a313f6f345cf44c6067d6cf87964f09_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/6349c83782d4ce327af8ae862d283976f24ee264_653a89213a313f6f345cf44c6067d6cf87964f09_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/6349c83782d4ce327af8ae862d283976f24ee264_653a89213a313f6f345cf44c6067d6cf87964f09_left_right.log'}",2186dd8fe178c0680894e68b6827ad3579378500709bd2cfc6150b80659d6ca0,Tests_passed,c6235e248807be869730110c6cb507c859579cdca8d5198c2dc0e4b037b8da55,Tests_passed,True,True,True
10,refs/heads/master,6349c83782d4ce327af8ae862d283976f24ee264,9a6f18a104c2c006ec81fe8be6213628a5278f04,b95e0c52f2d4a6648b87057425b03dff88e66c79,,2.0,0.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/9a6f18a104c2c006ec81fe8be6213628a5278f04_b95e0c52f2d4a6648b87057425b03dff88e66c79_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/9a6f18a104c2c006ec81fe8be6213628a5278f04_b95e0c52f2d4a6648b87057425b03dff88e66c79_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/9a6f18a104c2c006ec81fe8be6213628a5278f04_b95e0c52f2d4a6648b87057425b03dff88e66c79_left_right.log'}",,,,,,False,False
12,refs/heads/master,960131e6de49f07e6c35cbd67df91522a05d97c3,41f7a473fc0883b4ebc9d3a5d9f4cefe22ff8570,248d253baa328ab47a4356be818b768dd7ddeefb,,12.0,31.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/grundid/nfctools/41f7a473fc0883b4ebc9d3a5d9f4cefe22ff8570_248d253baa328ab47a4356be818b768dd7ddeefb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/grundid/nfctools/41f7a473fc0883b4ebc9d3a5d9f4cefe22ff8570_248d253baa328ab47a4356be818b768dd7ddeefb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/grundid/nfctools/41f7a473fc0883b4ebc9d3a5d9f4cefe22ff8570_248d253baa328ab47a4356be818b768dd7ddeefb_left_right.log'}",d16a3182d8eb0fbe4200b10ecc85e2a87398eec4306bdd13bd4562162aa23bc4,Tests_passed,397076979b35be08e02659c5a03ba89a89a2f192566ef89ae115be05a8787a71,Tests_passed,True,True,True
