idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl,head hash,head tree fingerprint,head test result
7915,ptgoetz/storm-hdfs,Java,1.0,1,0,0.316763,12.25,6.25,1,1923,0.290081,50,1,1,1,1,be5eae3bcc07cfbaf49c19c57da42dac1351a3e3,23795b9ee2753e1d584e00ec6fba7972b95b74e61d5218279564f331688d9f85,Tests_passed
7920,matzew/undertow-jaxrs-test,Java,0.75,1,0,0.244898,0.909091,0.0,1,120,0.066667,8,0,0,1,1,b4859c7ee107f63b87d3d6136dc6b96ae38d8555,a6c2cecaf566ad8a74223948be3af48491813293f3089dadd06a2d8698fbdc0b,Tests_passed
7926,ThomasFooteDQ/DroidQuest,Java,1.0,3,0,0.033054,4.0,1.2,0,31482,0.0,46,0,1,1,1,e90aa494442224aa0c1d935f84fb007cd1f7ed2e,e0e334e8e2e49220d5c1435bdf5a9e04dc60af63149d3dfaa9e0d4a73363aff9,Tests_passed
7929,hypereddie/HippyJava,Java,1.0,1,0,0.274857,0.958333,0.083333,1,1412,0.039816,13,0,0,1,1,4dda95dec02d1dfed6a6f52c077e498f11aba32e,82a5e137209af9173ed93e8a10bd1ace43b729888248d6c0a6b581c2a6eb19a8,Tests_passed
7935,GlenKPeterson/fp4java7,Java,0.982456,1,0,0.281324,7.307692,0.076923,1,3163,0.339655,59,1,1,1,1,56bc36034e0a6f2b576064f6e4990cf0f8297104,4ef9b355cfc1fcd91c72225341177f1df46cfaefb2a609be32ae97d9dc6a7de9,Tests_passed
7936,larsga/Duke,Java,0.990783,3,1,0.153083,11.714286,19.285713,1,18659,0.358989,291,1,1,1,1,b561c409ae455f13f38556fabb6656825ffb7e2e,7d78968d5512bac7ba43bcdd9525d534cf0ea91aa1a9ce0a27a26a6fdd49193b,Tests_passed
7940,sgri/spring-reinject,Java,1.0,1,0,0.05977,16.75,0.25,1,796,0.676282,7,1,1,1,1,15f4a200ad3f469690ae0972f00d9ddec03d600a,59c97823218114cc68d33c4fe42e421a24272789164517860f5d53a46b79ac6e,Tests_passed
7950,zheludkovm/LinuxJavaFixes,Java,0.5,1,0,0.307096,2.384615,0.307692,1,9534,0.0,214,0,0,1,1,6068dc806bfa878c1a4e21058401beb43e61c488,fbd07fd5fe1085049b663b12eba3b59e7d3dc994af278d47752d80d6c1dff84d,Tests_passed
7956,babinik/Cactus,Java,1.0,0,0,0.147287,0.0,0.0,0,827,0.0,12,0,0,0,0,8f65cd8d7a06d5d062ec6760aeff89b039620e55,fb7b45eeee0efdc1882a1cc4fb43f9c66ab7f2110d29d37ed74d903be939f0ff,Tests_passed
7966,jcabi/jcabi-http,Java,0.861111,2,1,0.452637,14.714286,5.5,1,5539,0.328707,60,1,1,1,1,d6dd2e3c3268af76a1063cf6376496d326ff4ece,45101b1e7fa3197007bdda7af225f1eaf549ad138ad116e725d041126c47023e,Tests_passed
7976,jcabi/jcabi-immutable,Java,0.833333,2,1,0.34379,3.615385,0.692308,1,1567,0.259094,10,1,1,1,1,5b29184a3f324bf29c3cbb3e622e928e95fa1e06,1dc38b74d52485e5c756ace672e2c862649b1aa249ca537ee6eb729cb4695c93,Tests_passed
7984,geowarin/springboot-jersey,Java,1.0,2,0,0.10101,3.333333,0.333333,0,267,0.224359,14,1,0,1,1,70a7d388c145a9ff38f19e7ec710123aa89c2ac4,240386ac3ca2eef0b4ae98b712f310054f8cf43e437e87426c7e23f5aea6ea59,Tests_passed
7986,greggigon/TeamCity-Crowd-Plugin,Java,0.75,1,0,0.021016,2.785714,0.714286,1,1661,0.031953,10,1,1,1,1,429f3f4a39a6eaac784ae215af895d0f00b1336e,0adab2aaba3efc6e72ee18a4a130ab144eec79ae6e100c873250b0f43a541b69,Tests_passed
7997,tomsquest/java-agent-asm-javassist-sample,Java,0.5,1,0,0.063745,0.0,0.0,1,248,0.0,14,0,0,1,0,d4b649f0eb68efd05fb89a00c56ae205ec16c273,f9e71c1c9452323c76517195ec457c32fe6e2ff7ad76bdcd5e1cedfdb76fd510,Tests_passed
8004,shaunjohnson/suafe,Java,0.988636,1,0,0.245765,0.0,0.0,1,16122,0.201171,7,0,0,1,0,975938b29216b59cfb41b501b8602ca90766bc36,1059bdca4d18fa51066ccd6722a9fa2a50f4ef3b0b14cca3a0646faa717e9805,Tests_passed
8009,awslabs/kinesis-storm-spout,Java,0.972222,1,0,0.397406,0.555556,1.222222,1,2123,0.0,81,0,0,1,1,a3e0a6665af15ebd05d18c345c46dcdd53a46585,9018ab6166181c625b288333b0f516e6d9a07f0098f563c6baaa2e42308ca01f,Tests_passed
8010,PhonyTive/astivetoolkit,Java,0.995349,1,0,0.496698,6.103448,0.206897,1,10633,0.171539,12,1,1,1,1,ab1f93d86fee036ecc13661c1109c9ff88378950,09780a3f2b86a52dd69948cb4e3cf587bccd2ce0c487d4a5d944d1fd57fd6e19,Tests_passed
8016,jutzig/github-release-plugin,Java,1.0,2,0,0.205945,5.0,1.090909,1,403,0.157635,16,1,1,1,1,92b5084cee9e23a32d43b238b6f8056c2ab36db6,98afc5a6b82a4a8e28830e1f97ca09450ca4aa8db81d506e7fc5aa56b43b0fd4,Tests_passed
8026,tkurz/media-fragments-uri,Java,1.0,2,0,0.185275,4.375,0.125,1,1073,0.400648,9,1,1,1,1,56a0480b900dfaff1764fe42a038304fb25f6d76,2f05c0f6b7b8200f2e91f7d5cdff840d9d8888ee1a946694f8e3be8b3e733f92,Tests_passed
8027,blowagie/itextsamples,Java,0.941176,2,0,0.068638,0.0,0.0,0,882,0.0,6,0,0,1,0,05f9f5fe9b186b4278d41744d7d30e60eeb1ef32,30072b55a4fc6391c660235c1c92c89b1a3204c26197b2cad80f248ba00868df,Tests_passed
8030,spotify/trickle,Java,0.974359,2,0,0.255728,11.454545,1.0,1,2714,0.528264,257,1,1,1,1,d02fafb5d65e7f70f7708edf2c2e39731e921922,92320b95c4bb0964ddf55971d4ea5c47df11e8296df5db76bb6ea35b7feaf7de,Tests_passed
8031,peholmst/vaadin4spring,Java,0.953586,2,0,0.393456,44.538464,16.538462,1,10658,0.083511,177,1,1,1,1,8184d775454c547e47bd66274c33eb8cc1a71c46,759f263984f33ebd2459ce5d3b6ffa65eaca0025f066b966420b61c8d5120953,Tests_passed
8035,google/jimfs,Java,0.971698,1,1,0.225244,9.111111,1.166667,1,17171,0.511502,909,1,1,1,1,a62ae2c2bdc7b28e1e3bc857ae47e01150445aba,32ed7eb3818950f25417a3043f3a6bca8337a670cd03b08a3c134d2c512e269f,Tests_passed
8047,sdstoehr/har-reader,Java,0.970588,1,1,0.177149,2.615385,0.153846,1,1609,0.298018,11,1,1,1,1,700d902072c7cbf9ca3aed9348a0c82ff5e94f8d,f6a5a186547b6965de30468aaedad3d7bdc031e642e3997e70347c9110dfb966,Tests_passed
8073,micromata/javaapiforkml,Java,0.964072,3,0,0.422722,0.833333,0.133333,1,48099,0.145071,47,1,1,1,1,36e63335cf8642e20d990a414134677c06a5e536,8a0dfed407edb8b002825ac41d39013c13c2fcb2925bee161f588175fbcb2ec8,Tests_passed
8074,NovaTecConsulting/BeanTest,Java,0.76,2,1,0.437173,3.428571,1.714286,1,927,0.210526,21,1,1,1,1,b52aa34dbaf320d27fa42d7ff26c70f649424cf2,28e9898a4f17f5ed53f08052991041259a9da1e15d7c1fc0303bb40b4f7a6afa,Tests_passed
8075,mraad/Shapefile,Java,0.981481,1,0,0.041972,1.0,0.181818,0,3020,0.328857,21,0,0,1,1,cabbd189576c0cfa5d9b689d71213d5d44d63d1a,009d7fb9dbc93dbe89bfb57848365aea3f5676bf869a9d6159c0667a5f092bd7,Tests_passed
8077,meyerjp3/psychometrics,Java,0.953237,1,0,0.360353,2.846154,0.076923,1,37690,0.229854,17,1,1,1,1,1fac2d7053ae17acb0b9bedc13c52c41874e8a77,2ad74797046de8e9808a2a2dab4fdd649aa8b42d5606a6ac25bc4bdb48e437aa,Tests_passed
8081,gbif/name-parser,Java,1.0,2,0,0.134115,5.0,0.076923,1,2663,0.656905,7,1,1,1,1,ecedc2d127d6ac57d8d46a24dd6cd9d769b05ecd,5082ab998b06beab9e08486ffae290a25a2b0afc5cf13043dd7d4b2d4ef20c55,Tests_passed
8082,dart-maven-plugin/dart-maven-plugin,Java,0.777778,3,0,0.130087,0.9,0.7,1,2646,0.011982,33,1,1,1,1,26f3aedd34940bf9edc467cff15ddf08c61ae1a2,a391dd278b383c86f9f71072a2b5887a809d2108ec4ebc3ff7431ade26ee5c12,Tests_passed
8089,luhuiguo/chinese-utils,Java,0.727273,1,0,0.269644,0.0,0.0,1,982,0.045267,19,0,0,1,1,70466411b537f3848dd80bfa44c0fa6d5e390c68,53f6468f38c51c524f4a8db6800850206f03a5c7943e207103c7d550fb73cfe1,Tests_passed
8090,danieldk/quzah,Java,1.0,1,0,0.268595,3.2,0.0,1,553,0.055138,7,1,0,1,1,04ed164f5ddd89e6fed922ffb19a8ea2178cc128,81bcdb3cfb0fd79d5b5e4300250189dc5112d87fb6f17230f2706d53449f2531,Tests_passed
8092,takari/maven-profiler,Java,1.0,1,0,0.248509,0.793103,0.137931,1,421,0.060317,39,0,0,1,1,16c90a3224d26b0ad8366cfc4333237519717c06,31769762142f556820791505bc601a681034a18b92e96b9b2fd906e8cc42dc06,Tests_passed
8103,Appendium/objectlabkit,Java,0.947598,1,1,0.424629,1.628866,0.061856,1,17246,0.384652,11,0,0,1,1,58ae2de7ed2c62f58381be28b5b439c40b4012c3,db950359ab25a21d9ffa2affa8ca24cf8ab209f305821ceeda432b13e956e36a,Tests_passed
8115,jexp/store-utils,Java,1.0,1,0,0.052928,1.25,0.25,0,855,0.0,31,0,0,1,0,9f7831944f1594068b8c3f949fcac5cefd83af16,483729d1c10c48d4ca3e203445c96f9c5feb60775e9e5289862d6d761e7b4182,Tests_passed
8119,takeseem/diamond,Java,0.923077,1,0,0.166269,0.0,0.0,1,12973,0.0,33,0,0,1,0,bec273399a6ccb3e3f717aff82250c81e32c4a50,e49c44fd44df778a5cfcc127dc3871403e2c2a78e373b5004e6747fb24dfecef,Tests_passed
8135,lucaspouzac/contiperf,Java,0.95283,2,0,0.396032,2.780488,0.219512,1,5527,0.334937,13,1,1,1,1,e5cb4be446e80917db4dc6b14e54956113ffbaf1,d4deea2561c7764ef4701ab6658af1a011c2723e9e0ffc65a9d7956d5340ed54,Tests_passed
8139,kantega/pdf-converter,Java,1.0,1,1,0.015464,6.0,0.0,1,56063,0.288603,30,1,0,1,1,dc7f92070d51613ac242e3f5c020c869134e5507,bcbf267ed48d8a80e48f720307ef797b9cbccfbb1a43162f689733ff150fd90c,Tests_passed
8140,apache/jackrabbit-filevault,Java,0.9869,1,0,0.340712,7.421053,0.105263,1,46581,0.096354,13,1,1,1,1,2a2af983b33a3a4e80e92ffe1675b383f69f516b,9d80a297e36670e1265094ac0fbe98368770a5b5cf31311d8175d5f0a9d03c1d,Tests_passed
8142,HdrHistogram/HdrHistogram,Java,0.956522,2,0,0.318484,24.0,3.285714,1,13368,0.36733,929,1,1,1,1,3904a74e1896c22dc8a8afb0b29176a04fee7a28,ff8f35792770ea6b06716cb72df635f1e3ed1afcf51bc70d4508b6cbca2e2e82,Tests_passed
8158,amacoder/demo-restWS-spring-jersey-jpa2-hibernate,Java,0.875,2,0,0.274944,10.0,0.0,1,1626,0.538076,24,1,1,1,1,88b22d4ac43cead4e17c8f8da40474bde3315883,8b07d529d9e40581cbd2261826863bff94fc1e70e6d4d3dd2eefb9cfd5c5e2c6,Tests_passed
8169,ftod/zcube,Java,1.0,1,0,0.099907,171.0,0.0,1,3311,0.204752,9,1,0,1,1,112dee679da1e754dfefbf13ab555172a94d20f5,6b465069348a02c79c4a03bb678fca63ad67365534e3b7d7b60efb9e83415588,Tests_passed
8182,jeanfric/libsnmp,Java,1.0,1,0,0.002305,0.0,0.0,1,17316,0.052316,7,0,0,1,1,4590f35ca18479d32702e15da40c21c78f246ad4,e89115aa4503131b77f998e9c08ac6eed9b7f36a508058aeb9eb3108480fc596,Tests_passed
8183,teknux-org/jetty-bootstrap,Java,0.883721,1,0,0.348119,6.384615,1.846154,1,3317,0.266528,9,1,1,1,1,13e1ae66caae274dab0a92c985c4c6e2a9aafd28,2a532dc6df3625086e4d8f7cb0763b1e145f819bb17e3deabd1579b6fe807019,Tests_passed
8184,GoogleCloudPlatform/compute-getting-started-java,Java,0.5,1,0,0.174721,0.0,0.0,1,287,0.0,6,0,0,1,1,4cdc095b1db8af888fc11c711e8f824b65a0937d,42ba9b0eabc611a1de712a31a8508f719226694c678516c6179d44acf1ae932e,Tests_passed
8191,hoserdude/spring-boot-mybatis-profile-sandbox,Java,0.909091,1,0,0.26087,0.461538,0.153846,1,295,0.241071,55,0,0,1,1,8c4ceb6b2436d9aaa046369b3241fee2c5ca1efc,215a9320140162e0f212813cb98398919b4af651c3e36ea06ff1814cb2de4d47,Tests_passed
8193,stefanbirkner/talkative-junit-tests,Java,1.0,1,1,0.149321,1.777778,0.0,1,190,0.691667,7,0,0,1,1,203e3a36856dd1b0457e657a751409c2cdcb3366,7296a5dfe232afe03293b943445572b76612cece834d20d57b232af38bd0bc0f,Tests_passed
8205,jexp/neo4j-in-memory-server,Java,0.714286,2,0,0.146739,1.333333,1.0,1,326,0.383721,15,1,0,1,1,f9453ff0557029431d6697460c068a5c5dc23ede,ff9f0384154491fd8420a8d82dd6d41498e51132144bfb063dd82ffffa7181b1,Tests_passed
8206,FasterXML/jackson-dataformat-cbor,Java,1.0,1,1,0.023245,10.846154,0.846154,1,55464,0.047483,33,1,1,1,1,068a25b6a88f015c8f08bf092ced162d50ce6777,8add22f5520b1c8120988b123f76b0acb2f0584beecccf102e3d4f0ea14d6271,Tests_passed
8210,tomitribe/crest,Java,0.989247,3,0,0.207519,9.235294,1.764706,1,6450,0.612775,24,1,1,1,1,4423b96cf42cb5e3ece694feabdeeb7e2e1e7a5d,4e00469884418e8da2257ee2d429fff38b1bddb770d2305b9c78825276142116,Tests_passed
8232,martinpaljak/GlobalPlatform,Java,1.0,1,1,0.174444,4.793103,0.206897,1,3188,0.024773,91,1,1,1,1,52c3581cd8309f4dac230d21886e1bf69d362138,e81f4946f0dfb3d6e03ed216c5969e77afd4bcb372ae8148f66393ef25d4267a,Tests_passed
8249,stealthly/dropwizard-kafka-http,Java,1.0,2,0,0.136709,3.083333,1.0,1,410,0.0,122,1,0,1,1,6f5a377c0072f464d027af023235c81e29df37e5,98b65d542e242be8cb1ea5ad12a6f9255c348d0cdec75585bf9db6681068915a,Tests_passed
8250,lukas-krecan/mock-socket,Java,1.0,1,0,0.317582,0.0,0.0,1,1869,0.33435,9,0,0,1,1,14983598e2bf0bbcc24e32387550f4368d1f9433,f82ceb7b44a5e9e5d78c6ab0fab4ea72802a0918d61b896ea4fa37c04086a988,Tests_passed
8265,radkovo/Pdf2Dom,Java,1.0,1,0,0.297189,1.153846,0.153846,1,1761,0.0,17,0,0,1,1,e19af5b44675c8a60a5c3597517f065ebaef88ec,6f09ba3bbcdc76fdcf7a543aca0f69e73421c9a40ce7ed4020673bb098a9718c,Tests_passed
8266,radkovo/SwingBox,Java,1.0,1,0,0.319526,2.051282,0.076923,1,4886,0.0,19,0,0,1,1,f4aec2271ce465171e6243dd0dd8242d35d6631e,34309181dae31e3b3866ad1712130dee1b6409cf29770edb287d4a314c07cc7d,Tests_passed
8268,Sfeir/jhybrid,Java,0.888889,1,0,0.081537,0.0,0.0,0,1042,0.0,66,0,0,0,0,30b5d0ccc299facfc25a536a7c788fc5ac059f5a,c2811f36e7a0ee025c87c333458284b31165a2a8d96748f0eab324fc6fc5c525,Tests_passed
8269,yandex-qatools/yatomata,Java,0.909091,3,0,0.216608,19.5,5.0,1,1747,0.479592,9,1,1,1,1,4de546b20ba00963c20b04bd657c7fe79e7103d3,635b53c1ba60f437fbfc56b7d0e5a7ca03a99094adb9d64fd7113f23bc19aa60,Tests_passed
8276,imixs/imixs-workflow,Java,0.97,1,0,0.244641,6.714286,4.642857,1,37907,0.131601,10,1,1,1,1,5fd66147ad551a7e6c47c3cf1db58ed8818b5801,84501abf4a649bfb7dffaa82cb9b36e206e95070d6797526a46fc79d2e5c7d1c,Tests_passed
8286,pydio/pydio-sdk-java,Java,0.944444,2,0,0.118056,2.5,0.0,1,3183,0.0,9,1,0,1,1,600e18f40839a2e4f675c55b2e0546b6a063d330,449a037bbcde7ab8abd9a0c8a8444e4724f3464cae715138e73d5050782027b4,Tests_passed
8287,pires/obd-server,Java,0.777778,1,0,0.164038,6.5,2.5,1,1349,0.0,28,0,1,1,1,b383dd7cea3521ba41139a1ae6736b96691dcac9,9ea7d041b0d3d9c416d224b0d43a1ec8cc246b741e187141d5f00c99623373fe,Tests_passed
8289,jexenberger/lambda-builder,Java,1.0,1,0,0.0,0.0,0.0,1,630,0.17757,8,0,0,1,0,8ac36dea8567a50bf46aa9a7028c99f8f3c755b2,438b002ed55cfc14889667b07e2182ac69efe4408cab6cbd300e36c16ca63a7c,Tests_passed
8297,radkovo/CSSBox,Java,1.0,1,0,0.256507,6.882353,0.764706,1,15362,0.0,51,0,1,1,1,5c09d9d64543ae687ab56c1b6c81bd9d443b7a12,fde196c237903d5b57b2113ee1aa8ee153d061e26fae6ec5b62e7e7962c9a03b,Tests_passed
8302,shimikano/spring-jpa-bulk,Java,1.0,1,0,0.055482,1.444444,0.0,0,750,0.195286,7,0,0,1,0,eb8a9abd395d5924e25ed6a7cc48a7c8ca032bf9,0124edddad489e9ea57a121a64970de8281eff0961b266aa0f30d417cb63dfdf,Tests_passed
8303,kramasamy/storm-hack,Java,0.972222,1,0,0.131596,0.0,0.0,1,2732,0.35393,8,0,0,1,1,3e9eb5794b5938df4abc363bd681a98a48129644,8534e537e9e477f8c5dafba78cc67d0635e3014f387d393f93f60598f678ef74,Tests_passed
8307,clohfink/RendezvousHash,Java,1.0,1,0,0.198324,5.333333,0.333333,1,319,0.350394,42,1,1,1,1,9596051bf71797db534f88326c4cf523348aad4b,5ecf5037448943172560f494d3d729a62aa179c3074a8de62fdc0d5170d2b69d,Tests_passed
8310,rwinch/encryption-not-signing,Java,1.0,1,0,0.393502,0.0,0.0,1,270,0.0,8,0,0,1,0,d018c5d7ba02b57d228c32ec1a9b691edd12aa65,2b7e32e863a502b8681182b03aa0c98e3828766c5d878e39244466ae5ff34683,Tests_passed
8312,uberVU/elasticsearch-river-github,Java,1.0,2,0,0.049658,8.0,1.8,1,604,0.0,32,1,0,1,1,fb5ec3fcf75f76a89d1bb838d35a950c2dbc17e3,556ac9f977ab549e1f3f9174d009896fe4d25bb56ab895b06d0d39cc7ac78c6e,Tests_passed
8313,thierryherrmann/nettychat,Java,0.971014,1,0,0.135842,0.0,0.0,0,3532,0.013204,15,0,0,1,0,530eb1bebdd623df8cd7622027f730f2d83a32e8,c6e45781c703f8bf686fb0a09363d14909f1a928f9c672a53d9544e45ff1d427,Tests_passed
8316,extjwnl/extjwnl,Java,0.907407,1,1,0.190271,4.545455,0.318182,1,16788,0.263423,37,1,1,1,1,fca1d67801c80994abb8d09ef1b11ef7bcbb17c0,f69b0f8ac302bfa49efc99d5e917440d0a7f21a8e0d0207ba370159a88379b5b,Tests_passed
8322,vt-middleware/cryptacular,Java,0.986395,2,0,0.317162,8.066667,1.266667,1,9226,0.335871,8,1,1,1,1,e2ef390223b95c3c14029558e8d5dbbe3485cc41,e2858e8e486cdea78cc28ec99bf4bc3c31ccdfc9464d94599c56d824199d5c25,Tests_passed
8323,elan2wang/UAA,Java,0.931034,1,0,0.135597,30.0,1.0,1,31826,0.0,7,0,1,1,1,e7373c5cd6b034085bd8a91805ce919815b3a273,cf3bf082c263a6e1feaa1d0a6e1e54c44ca11ec6edd3ce5d6502188d425d9495,Tests_passed
8345,ralscha/wampspring,Java,0.980952,1,1,0.229259,11.071429,0.285714,1,9782,0.514428,6,1,1,1,1,7571bb6773b848c580b29890587eb35397bfe5b5,a4a2a40161f0f1b0440d29aa7928c69e66e82a1e2a61b43a8688b84008a73db7,Tests_passed
8348,phasenraum2010/javaee7-petclinic,Java,0.946429,1,0,0.084917,4.857143,2.0,1,4669,0.415625,13,1,1,1,1,b0e1d60993b8bf1d5a51f0f64403a2acaa82e769,029170c4fd6b5738dd9d8a3ffa7aed4a6b73dc8e1726b4fe33520b2022d88651,Tests_passed
8359,imagej/imagej1,Java,1.0,1,0,0.098363,17.0,0.333333,0,108169,0.0,32,0,0,1,1,05cbc4f010e63d4ad7d51fbd654faaeac0eb5d2e,df7b621d40e9d94727b6b33a43d5ebc365960634fc9ba07a5174b0dac799f7e9,Tests_passed
8362,zyclonite/nassh-relay,Java,0.92,1,0,0.150093,3.333333,0.166667,1,2752,0.0,22,0,0,1,1,f6b51e38de301e20f4ebb23733a472e310c1dbde,afa2919db1150ce7215fcefd5f41c225310c0536307e92cb7b86196be830ddfc,Tests_passed
8367,searchisko/elasticsearch-river-jira,Java,1.0,1,1,0.20691,3.821429,1.321429,1,12889,0.548305,20,1,1,1,1,487a9d8804165ad02264f4300b3ebd11346df6df,5f8f24233b76eadf17c8ce190c0486e4837b73fcac33184b6785ce1286f5bf15,Tests_passed
8375,radkovo/jStyleParser,Java,1.0,1,1,0.19875,7.454545,0.848485,1,19120,0.174475,22,1,1,1,1,aed9ffc08dda481222bd9cd66635116768e23a54,907172a584433c7ee3115f647077df5345351c0b5c901b996013400b614f5b02,Tests_passed
8378,thymeleaf/thymeleafexamples-layouts,Java,0.894737,2,0,0.062214,1.727273,0.0,1,2056,0.146018,32,1,0,1,1,8288c5e77d38ebb23690d5f4972b748611826b70,1f122d323382bbc8da9521ac468b035102d74a20ce68e43eae986052d28d1ce7,Tests_passed
8386,RNCryptor/JNCryptor,Java,1.0,2,0,0.376465,5.96,1.0,1,2569,0.379752,84,1,1,1,1,37e7a963772ef770f72d2296ef54b2dfb41c586c,2309a18461c7ba2e0db4c603209e52d976fdf4784dc9770d8bc16c1ae065fd8c,Tests_passed
8393,coinbase/coinbase-android-sdk,Java,0.0,3,0,0.0,2.833333,0.916667,1,320,0.0,8,1,1,1,1,47077af69fac5126cfa324800b65d0ee2bdcaba8,70f4dffd5881dff31634830ff377d9388cb6fcbf3a3ae3431a33bcb0a4e12143,Tests_passed
8400,nordicway/moji,Java,0.75,1,1,0.207621,0.545455,0.363636,1,1109,0.299738,46,0,0,1,1,586c0c1ff4b0f7aecf83fd7cd085685320d22952,a8fd7bd26ffe96f5c49d79e5d03402440b136e0cf117378753ea3559350e2bb6,Tests_passed
8401,fiji/Stitching,Java,1.0,3,0,0.218481,15.0,2.142857,1,11617,0.014699,18,1,1,1,1,abdce622d069b4769dd1af5772d20af7ae050886,eb941999fb0be4ad5c319baeebed86838a4c9dcbd976f13b5fead3eaf289bec2,Tests_passed
8415,kimmking/activemq-store-mongodb,Java,0.923077,1,0,0.058278,0.0,0.0,1,9234,0.379686,7,0,0,1,1,9dde5776357e9a0a13cc0a5eaed6310a5ba10299,8f6f822bacbede9a614bf22c435bf8f0c9eeac43175b30de3742b1cf75a41126,Tests_passed
8422,arnobroekhof/kafka-http-metrics-reporter,Java,1.0,1,1,0.272541,0.0,0.0,1,393,0.0,12,0,0,1,1,1a4799195230f2f605b47e34ee6e07239459c0ae,f55fd46d522401ecd7503e1118a2525b85d427c704cd22913b4ca515d3962d06,Tests_passed
8425,camunda/camunda-bpm-jbehave,Java,0.684211,2,0,0.246368,2.727273,0.818182,1,1309,0.602837,6,1,1,1,1,ffad22471418e2c7f161f8976ca8a042114138ab,39e216ce3be8b5cc469f18314bf35a284fc9fc27552638fd5760c9dea0b0807b,Tests_passed
8430,smsiebe/joda-jpa-converters,Java,0.923077,3,0,0.297045,0.533333,0.0,1,455,0.539548,7,1,0,1,1,596f1b7784d9027c9ce3bdc92af6896f2203bb1c,3f1963eaaf75f0af90ab50599051ac7d74aa47734b7cb9c0237e1d3eceea1f70,Tests_passed
8443,berndfo/zooterrain,Java,1.0,1,0,0.158103,2.416667,0.0,1,1519,0.0,15,0,0,1,1,c969b57036a5397107d9ad2a5fc9f6bae1570748,77b06710677e79b9278965c4b732524f6d3705ffa7651635372dd676b05a4df9,Tests_passed
8447,monterail/elasticsearch-analysis-morfologik,Java,1.0,1,0,0.267108,1.44,0.12,1,368,0.0,23,0,0,1,1,93e8de04629d43bbb2bb2ea7beb425bffde2fd2a,1b9aecd66383287ffbf212c3f2084e4c6a39aec58ec9ab2ad195a1c186a7f256,Tests_passed
8469,dipold/vraptor-shiro,Java,0.363636,2,0,0.0,5.4,1.4,1,439,0.0,11,1,0,1,1,effe0bef429d9cece69827417d2408121602077b,9465e305c6638a1d7951662dbcd506eb5a756d3ac3e9e23fc20054f030933c54,Tests_passed
8478,RobotiumTech/robotium,Java,1.0,1,0,0.371276,5.827586,0.413793,1,5761,0.499135,1389,1,1,1,1,75e567c38f26a6a87dc8bef90b3886a20e28d291,2c4eb4bb5fd5cf530fb9f89ecd11d58e6a4953e4d4e5d5e62cb77bb6e72ac439,Tests_passed
8484,Ryan-ZA/async-elastic-orm,Java,0.814815,1,0,0.111222,37.0,1.0,1,3577,0.295521,8,1,1,1,1,0d044e9a2547d3757f5495f39330fd2dfe73da1d,0e6c582f0a8b50e306fa01ac9a10e4f30a2fb244e035f49de7b364ff3f27f01c,Tests_passed
8486,iKeirNez/PluginMessageAPI-Plus,Java,0.95,1,0,0.197253,1.857143,0.5,1,704,0.0,14,0,0,1,1,38c8a016a3d165eb8e8a473d8c2f84f53c97208f,8b17653310ad94fd1e89b3f4dd4aa62b1aaf9c82e1400a60ca174a9fee0064f3,Tests_passed
8488,BYVoid/TA-Lib,Java,0.73913,1,1,0.071872,0.0,0.0,1,35501,0.021657,30,0,0,1,1,82db647fa980ca51d8abc4c843ccaccfdff01a39,e6810c176f16a500171af428895b8f06256e05ead178ec7b6cf2f9e513ef1d80,Tests_passed
8491,bpaquet/elasticsearch-river-zeromq,Java,1.0,2,1,0.12766,7.6,0.2,1,574,0.313776,6,1,1,1,1,d219a6fcac254e7971899221e55e52595fdb2352,68fbc2749524e2512c2b4ebe8ecf744eb1654c1cf750af75d548d3cc2d847ac6,Tests_passed
8502,jstoneham/elasticsearch-accumulo-security,Java,0.666667,0,0,0.0,0.0,0.0,1,284,0.0,14,0,0,1,0,68d7c90b69533d6cda6842349f713a104f9d9018,d1bef10256ada2c18804cb430eb1f5bfc30e4f58043c2c03fa2f285f4021ee4f,Tests_passed
8508,hatboysam/JavaSnap,Java,1.0,2,0,0.28367,6.0,4.363636,0,1523,0.0,55,0,1,1,1,d06419e3cb087c1562f7489249b9878863c87f72,11fefdacc85af5a9a87b7fe430f31671d7bc433d7f3170dff51f248147b407d3,Tests_passed
8509,smola/galimatias,Java,0.981132,1,1,0.256749,12.076923,4.153846,1,5371,0.40004,87,1,1,1,1,0771a10ef5021181fc172b95ac39e9f4c7ada2e8,cc750a1547183eb5dcfe29a16cfde80eb3245b70955c3eee595452aba3deb535,Tests_passed
8514,smsapi/smsapi-java-client,Java,0.986842,2,0,0.113008,3.086957,0.130435,1,2939,0.237555,8,1,1,1,1,3fcf8ecdd9397841dd809e680af3a7c18270ab32,3b8e59ba0f5e4f315990ea685a51e22de58f04f0339059df640104030f06d46f,Tests_passed
8517,glowroot/glowroot,Java,0.950704,1,1,0.182932,32.625,0.0,1,67092,0.287336,49,1,0,1,1,0861d9175086122889df03236534d6c76e7282d8,dba938cd18f34428884e686d99c90299288e58e6a72c36783b2aeb1849b6728a,Tests_passed
