idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
4,refs/heads/master,b26437f59f3cc43e7fb03183090b88380186494e,3239bfc17f685579187b5784585beedef4650931,e12f1d7baef078fbe264af98d7086fe86f267723,,False,True,True,9,17,239,1,False,9,,,,,,False
6,refs/heads/master,a222d7129d68fb077d3ceac91bb77757c2f7fe46,236dcd3728700167c501c1936b75fd1c40ddb083,4d517e5cb3e375e96ffb5cfbc44d0709b46b1f13,,False,True,True,8,13,208,1,False,8,,,,,,False
7,refs/heads/master,236dcd3728700167c501c1936b75fd1c40ddb083,a34f551d5722111d456f671e281cebb4b74c0017,7a6ebc73db5a0426fbee1f2d83c1b4ffbcbbf50f,,False,False,True,7,14,44,1,False,7,,,,,,False
8,refs/heads/master,7a6ebc73db5a0426fbee1f2d83c1b4ffbcbbf50f,4a47291e0876ec382fe6619fb710926f741ff71b,5b72f64d7878e7bd800eabdef3f3a2aa051cf0d0,,False,True,True,6,8,158,1,False,6,,,,,,False
9,refs/heads/master,8633549cd55a5f6fcc8ba06491bfdb1e2be12f73,154a026f126b0875257c6995fd0e4e75fab65fa5,4a47291e0876ec382fe6619fb710926f741ff71b,,False,True,True,12,37,115,1,False,12,,,,,,False
10,refs/heads/master,4a47291e0876ec382fe6619fb710926f741ff71b,5c7e7fa22ff96cbf1798c4f528f83c1f35b84116,de5c68cdb7759833194777ce5248ebbb2f83e6bc,,False,True,True,11,31,229,1,False,11,,,,,,False
11,refs/heads/master,1c3c92d5c3d857030d252b106b96e04014e1610b,143483feb1f5b20fe6376918f0bdd3fdb484fb19,5c7e7fa22ff96cbf1798c4f528f83c1f35b84116,,False,True,True,7,12,91,1,False,7,,,,,,False
12,refs/heads/master,5c7e7fa22ff96cbf1798c4f528f83c1f35b84116,ed112f1ae5205407f0d1c684338294e3089db5df,a9f87c22a44600c321f687b4a5ab6dae70d97548,,False,True,True,8,9,209,1,False,8,,,,,,False
15,refs/heads/master,a6b2b3143e0c508214e7dc59629e5c3197772590,16ac4b96a3669f616518e81fabb955741d9be6ec,d123783ee5e5a0f26e703d6c0a11c85b57cdb674,,False,True,True,2,5,45,3,False,4,,,,,,False
16,refs/heads/master,9fc0e0341bbe5a451696072b5b416ebbc52b95bc,d0540933a93173601bac76cc11b9f2412cc9db39,a61ffed67126d89edfe72440d149a6484217d5cd,,False,True,True,6,9,193,1,False,6,,,,,,False
18,refs/heads/master,d0540933a93173601bac76cc11b9f2412cc9db39,8db7639217e419aac9620677446fcc8fb93f05c2,bfe0ddda8ee73d4ee069e94c85d2329282869951,,False,True,True,12,42,295,1,False,12,,,,,,False
19,refs/heads/master,8542493d3ad4d8a11d754594289572f7d57146bb,c33c3d9d42e9ab6a9f613501b8f26555d7b0026c,94f1c131db5f956830407eddd3c49519e5cfcf32,,False,True,True,7,9,174,1,False,7,,,,,,False
20,refs/heads/master,c33c3d9d42e9ab6a9f613501b8f26555d7b0026c,3ddb4a7ea769f86d2f5c260585c04664cf2821b0,2eb94967d71075316fde3d4670644171ba3da053,,False,True,True,5,4,148,0,False,5,,,,,,False
21,refs/heads/master,3ddb4a7ea769f86d2f5c260585c04664cf2821b0,11584aa11574f59752a25f37beff07c7c03a9786,669b271a6ce9a4903c40b273a618763f0017bf7a,,False,True,True,7,26,187,0,False,7,,,,,,False
22,refs/heads/master,7a6607b4a4557444035343254e14481a5e1c6618,801a577119ede935691d3f44fe0102037e5e774e,669b271a6ce9a4903c40b273a618763f0017bf7a,,False,True,True,11,30,335,1,False,11,,,,,,False
25,refs/heads/master,11584aa11574f59752a25f37beff07c7c03a9786,8bdd11680c274a7ff0d0cf260236b5e74a955073,675facc63c82dca8b4b953bb583de0ac701b1286,,False,True,True,24,85,1228,0,False,24,,,,,,False
