idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
2,refs/heads/master,86f6ec461c63f16dd1c9e14008d9536123d0c316,97eaf8db64ae495a7b3f9ba9f6207566656824e9,c02b65d0635bcda1c59147d5315479b2990c3e84,,6019d0605c9d7ddd0efd5523587098ccee5d1696a2dc7f8c1cdafbb4d1e624af,Tests_passed,0,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,0,True,True,True,True,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Tests_passed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3,Merge_failed,8bbad9ec63f86bb3e32dd53b697b0ae93e0c5d9513b33bdc47574560d9f625c3
3,refs/heads/master,14af469d35d16a798e944be11d48a61c3db9d35a,f1c6de6d84cddae4339560ebc93284bf4f6c794c,00691e8b5fb02cceb33ec7d3e5086e80108e8b4f,,b231fa7af64c9488c2628d2568a5d536e2e87c408599342ba411d3f0cf7a06ba,Tests_passed,0,c8a53f309d9ff799e83971dfc3f12824b2f862681ee62b086025413379df3841,Tests_passed,0,True,True,True,True,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Tests_passed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b,Merge_failed,37b09d523d0f3f9edf5769c6b8da7eb148e469150cf7d4b5bef90ca1a129983b
