idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_myers_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,mergiraf_run_time,intellimerge_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time,ivn_run_time,ivn_ignorespace_run_time,gitmerge_ort_plus_run_time,gitmerge_ort_ignorespace_plus_run_time,gitmerge_recursive_histogram_plus_run_time,gitmerge_recursive_myers_ignorespace_plus_run_time,gitmerge_recursive_minimal_plus_run_time,gitmerge_recursive_myers_plus_run_time,gitmerge_recursive_patience_plus_run_time,gitmerge_resolve_plus_run_time,git_hires_merge_plus_run_time,spork_plus_run_time,mergiraf_plus_run_time,intellimerge_plus_run_time,adjacent_plus_run_time,imports_plus_run_time,version_numbers_plus_run_time,ivn_plus_run_time,ivn_ignorespace_plus_run_time
8,refs/heads/main,e9e0b9762242feacadca1c39e4d933b69ff39431,9ba222142dfd5bbbf5b051e69f6bc8a779b66d39,52d0509ec2f68c2bef42e4241cd43075dc95e900,,True,True,Tests_passed,a7360af2df7f3c7706cbaa67897145f1aefa1f30b3ad36854cbdce95b4b1b4f9,True,12,306,1318,4,True,Tests_passed,4cda574ad110b9c9eeaf097ac7c28d131488af3fd1cd2243f5a85c759eac682d,True,12,True,Tests_timedout,3ac5aeb226ee01352f3d759e9afade5000c250213581b6767fe19cca8896b60e,0.05740642547607422,0.054050445556640625,0.04953336715698242,0.022717952728271484,0.06862950325012207,0.04510927200317383,0.05371665954589844,0.3268303871154785,0.2314438819885254,5.872184991836548,0.052171945571899414,3.863356590270996,0.04124808311462402,0.1327686309814453,0.04143643379211426,0.13268518447875977,0.13602399826049805,0.12824702262878418,0.12668108940124512,0.12529897689819336,0.13334202766418457,0.12921547889709473,0.13123250007629395,0.1261899471282959,0.19747138023376465,0.20592617988586426,5.833187103271484,0.16531133651733398,3.8866264820098877,0.1293478012084961,0.12760376930236816,0.12697696685791016,0.1257033348083496,0.1302943229675293
