idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
1,refs/heads/master,1c2a3109835ef0bf452b9d815f2c4cbfd46df74f,0cbdee9cb9792dd15eab53d7aeebc70c8d5eeb35,3ae5da7a0368695afdfbbbced3c0998dca4c49b1,,False,False,False
2,refs/heads/master,32d78b8d86b6c0950e288779570ffcea2df90053,57f6b267a3bf6246bf70dd2114e86333cd856850,2acb37ab6f98c9282f43a8f1c26d8608594afd67,,False,False,False
3,refs/heads/master,5d9218d7619045b2237b8d70593bb1957db09b8b,6d30367f235b84e6e942d586c62e5e4d256d0042,c6c4a96ad4166e0f3fc305cd1d4c4a03b2c58d80,,False,False,False
4,refs/heads/master,11e4eeac88332db35eb918dd88e0369cc91573ea,bc105bb1d56cfa900a8359ff194de7a50a1060b1,753ba1425864ed4d747e0445a0987f55beaa85c0,,False,False,False
5,refs/heads/master,9ec6977ec11926b4c0ca467bc50d27b81a3ea18b,89de23e70d7ab79475b96584d774fe73ef36cd23,21ac58fcd42d127c0bc30a2a2487d2fb243156b7,,False,False,False
6,refs/heads/master,84df6a3a17885065dcfb56425c57d3f891db4e1e,fc44e3db5d0f3966166161dd245cd9f4b871b283,75cee1e9dbcb2d40c79dcfbbfbda77aed7db14e7,,False,False,False
7,refs/heads/master,a46e72d9b3792d6fb30010c8a85d102b97e81f0d,f55fc1e663fdfb170fb4b009f6a8188552dbc466,85f96c2f4575b879ee14081a729801028c040991,,False,False,False
8,refs/heads/master,7ba106164a719f39add7c85b1678db2a8867dea7,0b397a4cd50fe5607fd9aa9d5eefe4338b8f026b,e3ef055cd01a1d224cabdca51e120bb7bfaebc66,,False,False,False
9,refs/heads/master,a8ba6b69ba48438ac2732142026e05bebdba9085,a0721f9efe339fb22cc56c1b37a0f1acb674afb0,75d43a3f64e71614d51ba5830d4ac5a7af57f09f,,False,False,False
10,refs/heads/master,18e05b82b5185b3002d3ba56a213e9ffc0ec5d90,6c617a5a74132130b19b0a614e6acc576f12ba8e,7542deaaecf7b64c19e7e1a0081731bede2fd1f3,,False,False,False
11,refs/heads/master,8f97b90105ba6f6a70582a52b20ad11439b7ba16,7d461552f4fc196d9e1238402897cc986b5ff255,3d2ea38d5d47900efd7ea94f0856250c99975899,,False,False,False
12,refs/heads/master,972c9dd692ee0e5280815db9ea0f56342c76c0dd,a25e17b73a844fd03a4cbfe15b686cdd28e38c5b,45fff8185d59a630c8f0646f81825989b29db531,,False,False,False
13,refs/heads/master,42e09ac27a1d93b1c62c5c858c56d38f92282599,71aab2fd6dfc169d9831bc87ddc9911f039f9c76,1e310032a63f8f6a6bcd827ebcf3dde1b9e30fd8,,False,False,False
14,refs/heads/master,a263001365466b76799e4ccdbe0836c77b206c7f,3f77294a177f48361bc0f0723812ddaeef1abf77,a15983aa05de495d83b602949db30506d5c421c7,,False,False,False
15,refs/heads/master,17341f000157bab00aeeb4c5d01f15a50af9ac09,c6510db0e2416c50ee5a00f345b5db05fe1b0f21,d08b47159080ff255e78e3d8d0396ff00017ba84,,False,False,False
16,refs/heads/master,e05f32b95331f8f544664c0ec5f504b9b4efd9d7,6ba261e6f484ab3d7deef49c44760e215c06707c,615573bbb51708f4b6bfce041d2cd2b6af976985,,False,False,False
17,refs/heads/master,f1c35b71d794e11659f6c56142bc92c5c13574e3,f111e583221a328a61e42137b937c56270deffb6,7c5b973e26651d345ceaf5271ea900d519c8c069,,False,False,False
18,refs/heads/master,3c108d70f2103591dc3a53c4bed7600ccf9be9d7,3012ce6f0cde6655996f52a2046fe2b3fcaa3a39,a364bfa82042a5268f6f6a6611bb1d492769b792,,False,False,False
19,refs/heads/master,0f022c49590c246a26fcf35af1132fbc0dba9656,1a4a75b4fba7f608eab4500f9176ba1869e51985,4827330eb5db46ddee26a14daf7eb52298490bdc,,False,False,False
20,refs/heads/master,dc6fbe4d0262b44d3947060c774889010b6cb042,c230c79e8c11ba247d8a32847e85b826946e9ccd,864ce1516723fda5a4dac930c49112ab4fbbcd11,,False,False,False
21,refs/heads/master,dd9e5de73bfe49a5ae57ca631de0eff44723fd60,e9196b1f1af3c3a8c117c60b1694de50dc0cfe24,0d90966d86505ae92acf119c467d0174d0e79abf,,False,False,False
22,refs/heads/master,083378577ac7130c8235af8379025f1bde0adbe0,022089bb2b32b4f2039983f3449d8724c961d7f6,6f6324d4e5410b6c188c7add76ad3c7e9310c9e9,,False,False,False
23,refs/heads/master,92804b4b8cd125f3f19eb984593faaae99289d43,46260ddaa7b2d7df9de848636a3a8b905edc7454,ad1bd15db759290de95c31e65def6d2f16b29d26,,False,False,False
24,refs/heads/master,1f0553111dec86fcc8df322d991f336618a1b22a,bdff5c52712d1e27d7dedf9ac1b6cd54cfa12c04,943e344eca2062b0d04efd5ef0088541e8f4ba8f,,False,False,False
25,refs/heads/master,e6d3702133a8ac3f2223df0d78393eaf7978aab1,8d4fd11624b401c04b5188b55b7a471f9f8b519c,2b4754de73897020ad45450ee8862050dc26649c,,False,False,False
26,refs/heads/master,19f0eba0f0ee969842f38b83194443b5be8e25cd,d03ec9e0884e6f7b78fa30db74728f164c7a0751,8218b3d59ab6d0b81ba7e2520331343cf41b077e,,False,False,False
