idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,449ac3dbf10d4e91fbccbb944c06c3ea624e0b3d,56224c619e9c35cdac95ed1433895037f8980326,dd6cfdd9209f1d8d8a7542322bdd0344e15cd3a7,,12,1,833,32,False,True,,,True,12,,,,False,False
2,refs/heads/master,2712374c15dc5302418cb8aa40a1cd8ac02405fe,0a9111e5646cc696aedef7252ca4926a8641645e,5a7527328168e6547e32db66c67f5177baf3e43c,,4,1,55,13,False,True,,,True,4,,,,False,False
3,refs/heads/master,5a7527328168e6547e32db66c67f5177baf3e43c,db194b705a22e917a1b5585c42c4a6ec7e877fb0,b9d234cf62e40fa9944aa8a0331805fa1a2ed851,,5,1,286,20,False,True,,,True,5,,,,False,False
4,refs/heads/master,f43c89c426675d77959fa28f6c0c12f021014635,e6cdfbeb604327e82b1dac4071c1cf0ee07df06e,99dd3488ae4bf63a316fa2e0588ebdcbfa8b09b5,,32,1,1969,133,False,True,,,True,32,,,,False,False
5,refs/heads/master,701e5be69c6b12641686f01578192f6599805c10,851afe0ea70804457527a2e7dacde0bf9f402f09,9855edd308d1cb169d6b61d6db38be971e8773f8,,34,1,4232,102,False,True,,,True,34,,,,False,False
6,refs/heads/master,12d007480abcaac19b45cc96fa58b3b1e7c66f32,79ff3d5156764f388a97ee6d4eb4ad7f3115be8f,84b26f18f29a02bbfcdaf7f4500275a19d977a5d,,56,1,9624,126,False,True,,,True,56,,,,False,False
7,refs/heads/master,3eb0d2115cc93fd708fe5ce880f79cb8e0ea8341,fce52bd6584663ec859a0a8bae2a935e37ee5dd8,927e6048f87513e25100bfd2706c56b847743d7a,,8,1,935,8,False,True,,,True,8,,,,False,False
8,refs/heads/master,0a1d1b9894bbb523f1f2415b048025c472b3a1cd,9ec8a91b221e15f479b54f31bd37b37738b05c79,bdc76a60a337e60d13ff7dd00ac15e0c3735769a,,3,1,15,3,False,False,,,True,3,,,,False,False
9,refs/heads/master,45e492fef42739bbcb270d8239ecc82f3b0a8cf0,ac0f5ac22f13c65fabc3e25379d963df534863ee,7e9e94228bc96a9ef06263a27ad8d16a1f2ad421,,3,1,16,8,False,True,,,True,3,,,,False,False
10,refs/heads/master,8a8a96a3444d4a7094d0d8b00dd99978fb9e4db0,842d97f62ef98afa6ffc478478ad62c2b10a8c3d,3e51f47fb67c1e16838cfaa398b1dd543549afb2,,11,1,87,26,False,False,,,True,11,,,,False,False
11,refs/heads/master,3e51f47fb67c1e16838cfaa398b1dd543549afb2,ac11211ccbe7a21cfe694d059397b1a4e5225337,f730725d15be936397cc7e6f5d4035cccac7a59f,,11,1,82,21,False,False,,,True,11,,,,False,False
12,refs/heads/master,48ef74a5de99109bd671bca574ef1d69f8e348a7,e28706f376250bb6190d28ad72db48448e39de05,19d90ca1901fe478869ccdd62ad313a4dc501b7b,,6,1,113,9,False,False,,,True,6,,,,False,False
13,refs/heads/master,bd2a6e92b387797737b6956ad3d57dabc67c8dcd,eec629ad5167b14eb088b141c0d1a4672cc6691b,af4d6bf3df01ad8f118d6bd9eda7ad4250257645,,9,2,243,12,False,True,,,True,9,,,,False,False
14,refs/heads/master,45642c19f9cbfe167aae47b0f22eb7e814dca5a1,723e4291bd15ddb40ad49d31ae78b4f067b1f06c,69746598f8eeb0c467cb742bda9697d225687474,,5,1,467,6,False,True,,,True,5,,,,False,False
15,refs/heads/master,1d5f95f1034b0f21ccd2d4aa33673cc62fba089f,c3af67b2d476cc3d48e1400249990c8bc01f295e,eb34817024a31a8ec1411dd456d8d2522c27ae59,,12,1,962,23,False,True,,,True,12,,,,False,False
16,refs/heads/master,309d4d30fcf2e785389d98854afe76ce753cef63,aaf7b3ab36f01b80b8f4ce821b6aea7e677903ea,f3d2b8d302d53caf03877c3182d56cf5d2c81417,,20,2,660,72,True,True,Tests_passed,51cf28e04439b5ff95ebc169d765dfbf2bf7d3b63da99d857197180105cc54a9,True,20,True,Tests_passed,70f5ccf567095aa86a7da7ce32dce5ae27f8a3f80b9144aab7f1f4129abf4a3f,True,True
17,refs/heads/master,aaf7b3ab36f01b80b8f4ce821b6aea7e677903ea,cfdab69ae7bd6c275a476b4c148c5ef59cb152cd,74952a799f43b5be54f319114e2ad40e9d8c2046,,20,2,932,79,False,True,,,True,20,,,,False,False
18,refs/heads/master,e346e040c08fcb7bff55e46fdddd608ea22494a9,dc089155efdc71f97dd752020d455f3edb8b1f25,da312ff7630e78fa7559e1ce49f850b4d5ddf25b,,7,1,166,43,False,True,,,True,7,,,,False,False
