idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/4.x,420ba63803fbe606ea1fd5f596354d64cf837bc9,8178f620a5eb33dd3d3fec4f9b56b6c28c907d5b,110f0fbe507eee90815c5fb0b45e0d7cac8d9bd3,,11,168.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/8178f620a5eb33dd3d3fec4f9b56b6c28c907d5b_110f0fbe507eee90815c5fb0b45e0d7cac8d9bd3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/8178f620a5eb33dd3d3fec4f9b56b6c28c907d5b_110f0fbe507eee90815c5fb0b45e0d7cac8d9bd3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/8178f620a5eb33dd3d3fec4f9b56b6c28c907d5b_110f0fbe507eee90815c5fb0b45e0d7cac8d9bd3_left_right.log'}",False,,,,,,False
2,refs/heads/4.x,f0119ba3afc62a1b4625a6dc84d0e4841f188433,ab3de69a28817ebbd448e9dd8e7a9fd0cd55cf59,09d5f44e9037aed1c0d9780c2282068713ff7f4b,,8,332.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/ab3de69a28817ebbd448e9dd8e7a9fd0cd55cf59_09d5f44e9037aed1c0d9780c2282068713ff7f4b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/ab3de69a28817ebbd448e9dd8e7a9fd0cd55cf59_09d5f44e9037aed1c0d9780c2282068713ff7f4b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/ab3de69a28817ebbd448e9dd8e7a9fd0cd55cf59_09d5f44e9037aed1c0d9780c2282068713ff7f4b_left_right.log'}",False,,,,,,False
3,refs/heads/4.x,2550b8fdfe8924f32fbdb3a585803cd0d8c8e69d,0526ac88c738a0abb16873a0322d2423c924f35f,3390c1722a7db384a9863d0aa1128218229ba74c,,31,1049.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/0526ac88c738a0abb16873a0322d2423c924f35f_3390c1722a7db384a9863d0aa1128218229ba74c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/0526ac88c738a0abb16873a0322d2423c924f35f_3390c1722a7db384a9863d0aa1128218229ba74c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/0526ac88c738a0abb16873a0322d2423c924f35f_3390c1722a7db384a9863d0aa1128218229ba74c_left_right.log'}",False,d59484a5b2b729c236c70d410154a9a3dd8411765a925bf3426e9a308ccfd889,Tests_failed,8e1b5616055b8ecdecd07c8b04a4c9742414de81a5c36802b92ba561868a1a84,Tests_failed,False,False
4,refs/heads/4.x,069abb9c6f5ee0ef1f31c004b34f239c03bb8aae,38bd512cd1797e2d12d4d140a974b5b2349c6e16,7826c14f62db9d9ef465baa35699f49b5f1f856f,,7,94.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/38bd512cd1797e2d12d4d140a974b5b2349c6e16_7826c14f62db9d9ef465baa35699f49b5f1f856f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/38bd512cd1797e2d12d4d140a974b5b2349c6e16_7826c14f62db9d9ef465baa35699f49b5f1f856f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/38bd512cd1797e2d12d4d140a974b5b2349c6e16_7826c14f62db9d9ef465baa35699f49b5f1f856f_left_right.log'}",False,,,,,,False
5,refs/heads/4.x,a936ed1039a006d29c49b839c1ea785625bf7d40,bb0bfb288f3680773bd571ee9777466cf0dff6d1,f5d637ef6187da6796164a07e311e6ead06d4a57,,17,273.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/bb0bfb288f3680773bd571ee9777466cf0dff6d1_f5d637ef6187da6796164a07e311e6ead06d4a57_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/bb0bfb288f3680773bd571ee9777466cf0dff6d1_f5d637ef6187da6796164a07e311e6ead06d4a57_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/bb0bfb288f3680773bd571ee9777466cf0dff6d1_f5d637ef6187da6796164a07e311e6ead06d4a57_left_right.log'}",False,2d50430cc0006596fec08368e101be7c98c830aa316ebe9ae4de7f70d7a80273,Tests_failed,d66caf0ffb30a486f5d6c6d1933ab0c47e0f914fa8038b96c0e9673cbd7921b9,Tests_failed,False,False
6,refs/heads/4.x,5f290eae300704d6caa36c1ff01a49cc3263793d,a8dad02b37e2b289eabbeb1f3241991ca51fb1e0,d00d3cfd686280b874118f0114ff89301dcee792,,6,62.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/a8dad02b37e2b289eabbeb1f3241991ca51fb1e0_d00d3cfd686280b874118f0114ff89301dcee792_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/a8dad02b37e2b289eabbeb1f3241991ca51fb1e0_d00d3cfd686280b874118f0114ff89301dcee792_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/a8dad02b37e2b289eabbeb1f3241991ca51fb1e0_d00d3cfd686280b874118f0114ff89301dcee792_left_right.log'}",False,,,,,,False
7,refs/heads/4.x,83605729e7d46b66ff6eaf4d06d5fd12ddabf6f6,3c259e5c30e8c3ed1e0673546b578a2629ef090e,1eeacf1dfb70237b7885cc902b31832ee150de6e,,28,71.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/3c259e5c30e8c3ed1e0673546b578a2629ef090e_1eeacf1dfb70237b7885cc902b31832ee150de6e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/3c259e5c30e8c3ed1e0673546b578a2629ef090e_1eeacf1dfb70237b7885cc902b31832ee150de6e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/3c259e5c30e8c3ed1e0673546b578a2629ef090e_1eeacf1dfb70237b7885cc902b31832ee150de6e_left_right.log'}",False,,,,,,False
8,refs/heads/4.x,3ada43a8298341899780eafba5668c865ea00a96,d03806de8189e2b9693e980d4688c399714bdaef,4631ab75d4a9471e04f19b832c15f35e1641960d,,4,165.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/d03806de8189e2b9693e980d4688c399714bdaef_4631ab75d4a9471e04f19b832c15f35e1641960d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/d03806de8189e2b9693e980d4688c399714bdaef_4631ab75d4a9471e04f19b832c15f35e1641960d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/d03806de8189e2b9693e980d4688c399714bdaef_4631ab75d4a9471e04f19b832c15f35e1641960d_left_right.log'}",False,fd9dac7a39590f0299e99526a5f7c21b49fb586d0be2b9d40496d478d38d5f8c,Tests_failed,e814658779aa8c04283b450f90a98568b8a4bf451db63cfa50eec4fde610abdc,Tests_failed,False,False
9,refs/heads/4.x,3266f79caa51cf309b8618866a8ae882a30ca8b1,a2831b761e327a8fe7730603375ed6daeca7505a,603937da4b1e170cc083035718d10223505ce6ad,,50,2501.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/a2831b761e327a8fe7730603375ed6daeca7505a_603937da4b1e170cc083035718d10223505ce6ad_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/a2831b761e327a8fe7730603375ed6daeca7505a_603937da4b1e170cc083035718d10223505ce6ad_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/a2831b761e327a8fe7730603375ed6daeca7505a_603937da4b1e170cc083035718d10223505ce6ad_left_right.log'}",False,,,,,,False
10,refs/heads/4.x,01e61917992f78ff7767abba035412cfcfe01486,894cb0516d0efb7a99e66afc42d0d71d4c93c137,ef31899ad8d8964e9c2176d21c4eec8db4ce2121,,26,531.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/894cb0516d0efb7a99e66afc42d0d71d4c93c137_ef31899ad8d8964e9c2176d21c4eec8db4ce2121_base_left.log', 'base_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/894cb0516d0efb7a99e66afc42d0d71d4c93c137_ef31899ad8d8964e9c2176d21c4eec8db4ce2121_base_right.log', 'left_right': 'cache/diff_analyzer/logs/engine-alpha/engine-alpha/894cb0516d0efb7a99e66afc42d0d71d4c93c137_ef31899ad8d8964e9c2176d21c4eec8db4ce2121_left_right.log'}",False,,,,,,False
