idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
3,refs/heads/main,4a9f9876f4839c668ebc6b4ce158678215a6704a,914a6f2ef561c655ab64d81a35cbde1fb83b4c9d,5978d6f558e7d1d15bcbc45ba1713116655c317d,,33449e69534048216479ce780f26f62c22cfcd6632899ace9695ddf4dd60b7de,Tests_passed,6ae22800273fca7ed872274b59335aafa61621fe718c0cd5d637cbf85e4628eb,Tests_passed,True,True,True,True,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,b63a479a768d800d98f4cdd009ea898733af485f9033cb6d8b84eb30835602f0,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,b63a479a768d800d98f4cdd009ea898733af485f9033cb6d8b84eb30835602f0,Merge_failed,58a47ef06f8bb8e7307d2734511a5831f53c3434808da7803e586adf245de4d5,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,b63a479a768d800d98f4cdd009ea898733af485f9033cb6d8b84eb30835602f0,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,f66146637fb38dd6eacdf61f3ddeccdecd47ec7376399858d84d953fde9362f9,Merge_failed,11ab233f0ca3f5f43090009fdba4511965f8dd76ff9ece7f5f07128901aeebf5,Merge_failed,11ab233f0ca3f5f43090009fdba4511965f8dd76ff9ece7f5f07128901aeebf5
6,refs/heads/main,eab8e019d6452c5cf54c1278db51861ca9bf6aac,6b02824fa4e7f3d019873ac04c1669765ad0aa08,f0c6fe85ce3121c12b616d610f59aa6c6fdda169,,3a460afd94e3e887b77a2d95a0568f4b278f44f304ae7d662e602fe1cafd6d3f,Tests_passed,729ab141404b957dde4ce7ba6a95e538a7974e4d9bcff2e4b232e02d58e7eef5,Tests_passed,True,True,True,True,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6,Tests_passed,55865e678ce8f5620aafab89150a98546834ce2481be2682a82dfd57426f16d6
8,refs/heads/main,eff234d910949d8052300eac7456ad50a0c294c5,5bb2cb8c5818faeda134ccdce4f0b5560f316edd,312df981a5511488ba5f6d88a310d7078de6403c,,1872ea5be975bfb8a6053aff0d6c6e86b1ce8af182962108ca33196275d5e8c1,Tests_passed,4480a0ef1a3718704d470d1f40f4ee863b46cf139c0f88c0b31b025e2cefc6d5,Tests_passed,True,True,True,True,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,1ac4a1750cca5c1149e6d2ba3d413188651c70ff173e167c5995acc240641c47,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,1ac4a1750cca5c1149e6d2ba3d413188651c70ff173e167c5995acc240641c47,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,1ac4a1750cca5c1149e6d2ba3d413188651c70ff173e167c5995acc240641c47,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302,Tests_passed,db88556f64171967e7429e2303bf671e59365aea52a1b44dc0a21bac0861a302
9,refs/heads/main,312df981a5511488ba5f6d88a310d7078de6403c,4db27025c8d9665370f8e951adc5ba7e5cfe3f17,2d3b1fe7efd865639663ba785877182e7e038c45,,83305fd6fee2d84300f35cd02a7e3cc4b615dd4456761fb333bf47e7c8100a02,Tests_passed,f862e170de99b9c9740bb6a666f49f26e2bfd238a0e5bd0ddd5fecc2eb149853,Tests_passed,True,True,True,True,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Tests_passed,fa98a62121af9061bcc81f50cd462b8334a1ef8ccc1606cca64da0cf1ec9b37d,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Tests_passed,fa98a62121af9061bcc81f50cd462b8334a1ef8ccc1606cca64da0cf1ec9b37d,Merge_failed,c0afae3272217066102a74a9d156173999faa508eb4db3e0df7b2f2b1973c18f,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Tests_passed,fa98a62121af9061bcc81f50cd462b8334a1ef8ccc1606cca64da0cf1ec9b37d,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Merge_failed,dc7755a9b36035ac803b8655313ac42d426047dd1421b033c346f30b09b2ba17,Merge_failed,ff6d10515a0c8d84f60b28023f3640aefb7f346bb9d4ddd0f3d144264bf8b1ec,Merge_failed,ff6d10515a0c8d84f60b28023f3640aefb7f346bb9d4ddd0f3d144264bf8b1ec
10,refs/heads/main,b8b8ef5a44a7a3f25e943a9438772fc3bbc870bb,da50f7f205a7c3f8f69096fd27652d69066224e8,918d04e517625de96b6931eb47f61abbc26487bf,,24bfa364a7e566c3cb08ee57ad884cdb5bea282709a1e6656e8c196af91aa3e1,Tests_passed,b85ddbddad050b255652bbf5dec33416c79c9f49eeb2d7b1e6a11d8a50aeea50,Tests_passed,True,True,True,True,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440,Tests_passed,96da83e0f7b765393af17eb01c306df786c27caf1437e4c5fe5a75ec9d439440
26,refs/heads/main,8be63e391e698f743c4c84ce5708fd472f62e469,a9f286b6d27d432ba2028495ec9ecd251382108f,517e617d450074ba00781e7b9ff90a6ff0b10ee7,,181a36e7ac7133eac8e2d96478e4c89b0260516efa3195d5d88950961a9d4ea5,Tests_passed,979736f38d6525b9b98f461b1ecf511e11298774f5a255453c9ef4410251d9df,Tests_passed,True,True,True,True,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Tests_passed,77d6f20f2f4d1bd764b24ab1922d784eeffce1485697364a9a59c5821a850bce,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Tests_passed,77d6f20f2f4d1bd764b24ab1922d784eeffce1485697364a9a59c5821a850bce,Merge_failed,c4935e9b92d034b09610806752c6251ba4ab423cf6a137a5bbce8fa8fe9c6845,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Tests_passed,77d6f20f2f4d1bd764b24ab1922d784eeffce1485697364a9a59c5821a850bce,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Merge_failed,60834cde7a7092fa53f9f9867ca071c7a161fe2946b111de760efd68071abf7d,Merge_failed,b3d02ea0254e1a011c6c65cf6bb447cc31540b3ce7cecc2a5e1feff910d282a9,Merge_failed,b3d02ea0254e1a011c6c65cf6bb447cc31540b3ce7cecc2a5e1feff910d282a9
28,refs/heads/main,54a79769987d78384899062b59d413412c577de3,389231ef31b02d444a73105ea4d6b5e0cbaac1d4,c83acd5ac1443c9afd5ae06eb5e3a802c2b1eeee,,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,9d1ae566336a009f3698d5b23d24c300d3f2fa9abe73210f9741c1fc907c703f,Tests_passed,True,True,True,True,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a,Tests_passed,c33320a775b12a2668f6547c7434b904c971cfc4da35d4b8ae6a2374fd8c976a
30,refs/heads/main,389231ef31b02d444a73105ea4d6b5e0cbaac1d4,4505b498da9800f2d3143d7487ee07e99177808b,390a85409006f829d4d3564c2308c06ade211920,,354fd01fad9200c2996d09706ae15576ccd58e548e1605295d31462934b3a605,Tests_passed,dbfcf7149dce31b08b7232cd563f173321158d9daddc6b06beb912dce86ce242,Tests_passed,True,True,True,True,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,e13298824ae1258d8577ac09dce24ee17ab2aeb993fd784483cd413f6a2b6174,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,e13298824ae1258d8577ac09dce24ee17ab2aeb993fd784483cd413f6a2b6174,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,e13298824ae1258d8577ac09dce24ee17ab2aeb993fd784483cd413f6a2b6174,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7,Tests_passed,b9d6a485d3b7f8526ca16501d33d4abaf62874d844f5669a8d1b68364cc387d7
33,refs/heads/main,3efbd4c1a5d81966ab5dd01b394c4b0a188bf871,b814cd0b76b63b08cd7772f43c3cb904a1dcbff5,b41da12492f084c0da0af84e37711348f92f0898,,ee6855bcb9a0f0aeccf06e70ad565fa9d565e97018975c72fa24015fa6dbd968,Tests_passed,d363bbc712f4917823f21a7c60d92000aa60dae3047024fea3e881f2d5110ece,Tests_passed,True,True,True,True,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a,Tests_passed,24719a3db0f895f132d9f53f4de5faae0262685400e74e98e7c643e526e3e24a
35,refs/heads/main,d8ad935132bc5a375f339c5aa18af36423628b59,5f885281acb5a4c3e6bae402761036828c6736d4,ea23e37f8fe3bc87248d917dd539575103aacfef,,a16fc703f18839aadcdd2c4a4b83e171603e1ebe78826063c1affda4f6b7e311,Tests_passed,3a2a759732c28520ff3f12356215263b004c3f45096f0b6ed6666d1ef367077f,Tests_passed,True,True,True,True,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b,Tests_passed,02df655483b1e5ecab5cfe3e6159811f8b137e8645c79af3102c23348026015b
