idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
15,refs/heads/master,b70e177f8733e9dd4e5f503620ed0b136b74785b,9d75ecc707c77eacf12ffb6eefb21245e1d3f6dd,1391f3cfeeae872af4f41d7caf859c786e9c40de,,True,20,0.9720400414221608,Tests_passed,b1e9b1e736184e1fd73d8cc9cc937ba400a6f82eea4bca9f66b9e2c29de61acf,True,0.9721839171033452,Tests_passed,7781bd7274ea74af365532835bb25dc22287576a59349ffd6fa4fc272b451156,True,True,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47,Tests_passed,6c7f3b282bf1772798b2ae6fbca38f55a7b40c0d567dcc228c22ca10f346ef47
19,refs/heads/master,fc3e6769ee8dbc6d1ec06ff50547e1121b47801d,751a4ce14159809f1d6c2600e59daa29eef606c2,17d0ecd31d770f0cea3a7439e05b537454eb2869,,True,363,0.968810837118754,Tests_passed,86ab202c02797e33b448514051eab1118a252715ab8e6882ee8080ca6e1f4cf3,True,0.9679790135537464,Tests_passed,f7bb9c044f336bc7b49274fcf6c671da3205a232d12ec930b914004d502d37f5,True,True,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8,Tests_passed,0e0a076650ad3a7386f14af7d1d0d3c255f421acc91e7adf7c05664110bcaff8
20,refs/heads/master,b5b90e9f6500d72fc68304d4aa1a5f41a4e2e46b,14ad3459812df405e06a903dd2cbf26785b31689,8d4b53d55d2008339e12eb280d077e072fd6f5fe,,True,3691,0.968810837118754,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,True,0.9679587534180808,Tests_passed,2e2c7efa090adf8e997dfdc5574335964d6b8148d3c9ab243c6e48d970996ef2,True,True,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b,Tests_passed,b54978cc76d743d8a6d3dfabeac4fa4a5d914d6938794eec2a7a941ab4343e0b
24,refs/heads/master,b542cf9d098e65a78b71e5671bf700610b03dc07,b46a254edaa0952421a3b22ae27bde3211ca39c9,1a30728418f1d015453c0ad6521de56f4728e7bd,,True,196,0.9679117573326648,Tests_passed,1fc238ae5b4ddaaf345ab8e1fe37c229c4150e6e001358ae0e7cd85d5b2c0934,True,0.9654134709828426,Tests_passed,24fd4ec92a4026ba3c6837ab0e7b6681a39943f7f9d34032237f6ac137c08d89,True,True,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40,Tests_passed,2458d482cdf98a5b300d1c18d89f684a05f310f9a2fb484c98b3d10b6a2bfd40
29,refs/heads/master,c2b70e8e34a7c8ebd4c60e287c73f1e95526b2f5,1588087199c1df9265981ec75ce920e191718ede,0082c9e31747d6f0d5a66dc993d817a00e1451a4,,True,388,0.9616970866970866,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,True,0.9614517435369831,Tests_passed,d94fe691ac65628727c84d2568536570807d502ea41bd883dd897ef7398b8568,True,True,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Merge_failed,,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Merge_failed,,Merge_failed,,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_passed,c6f8469e4ad30c70044a0af778585fb2bf0842ce267b7a24b99713b3f6d4d003,Tests_failed,978843a16d1f6c6cf5b676aff4d6282d9abf16e48163450758daf0b8d7f3b310
