idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
2,refs/heads/master,7531f1e53c2080be0e20f1eabbbbd4e2ed3fd6fb,5521a5634e996bce73b45152db87141fb4d01c5f,523b72d6b645a4d92dfb6547332976daadfe23bd,,True,True,Tests_passed,a43c93fecc32649e98815a7234eadc7a814ed68a7b32ade72a2aa82bb9482197,True,3,12,51,2,True,Tests_passed,7910215742467bade0b9141025859e1c8c58120301fdd645ce7c096686cd3663,True,3,True,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,e1df91bdf0b2023ee53f355c26aaaa6b64e5ecd2723596a26daa2f17d5a5f15a,Tests_failed,af71a47697954474bb70b9e7f00e35fdc35a7f08caac3618889e735eb3b4b7bc,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,649b166e188c33d05073417bef6239738b06da789f955f4f2b50f33519853b5d,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b,Tests_passed,d22170949ff9e46713f7c726e44744d4b0da7accf2187c6a1a34b72ffc11812b
