idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
1,refs/heads/2.17,a01cf6961cddf10ad7fa55f7185fdd141381d929,cc991e6678e9360353638b99511b3a6bb1f1ec06,03013f25241303a41c62655f8bbd2397890ac2cf,,400e698f3a4e7aa4774eff6f36cfb64e9780f1ac42de328118cd84554341b2f5,Tests_passed,64ad0eb9e73d8bddd9fd4e5f434cb6287335276952f876ae3685a9e78864c625,Tests_passed,True,True,True,True,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b,Tests_passed,9b2ffb8f5c2104beb816aa14569288e18583160bd700d14d04ecdd4a7108652b
30,refs/heads/2.17,0066b88023debe6dc7243675a968895f3a0b98e6,c67612e1312309b160ff42d092da3af22580a01b,c37bf18c26a51fa241c2ebe074903abb344f4be0,,1f2c7d089795c22b7011e58752b0741c6c99f885f8a206e0d70f50f048baaa33,Tests_passed,3e4855e7f001a54c00ee631048f867c9768a076e4e4f40d6f0ac2eb2ddaa936f,Tests_passed,True,True,True,True,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889,Tests_passed,b1c5cd6560278eb72e84d3310161eec6078ed1d4841a7486f91229adb8cfd889
31,refs/heads/2.17,c67612e1312309b160ff42d092da3af22580a01b,9fa856c1a545018ce40a86b918b514c3329edd86,3aa1ef0497a032cb3267e5fe45ffe09891fe012b,,9dadc266e12dde16c64e3359890eef52b603f7bcdeb8b37f67ac1efc790acd78,Tests_passed,46a3b0545c977924ff822224a90b4b4a9ed4ca7cae4f520c7782e321a7f30099,Tests_passed,True,True,True,True,Merge_failed,4dce0c5c2d3218d95b2bdd0dad33b5eacee85ea53b5be368efa98bcbdb2cfea5,Merge_failed,4dce0c5c2d3218d95b2bdd0dad33b5eacee85ea53b5be368efa98bcbdb2cfea5,Merge_failed,4dce0c5c2d3218d95b2bdd0dad33b5eacee85ea53b5be368efa98bcbdb2cfea5,Merge_failed,4dce0c5c2d3218d95b2bdd0dad33b5eacee85ea53b5be368efa98bcbdb2cfea5,Merge_failed,4dce0c5c2d3218d95b2bdd0dad33b5eacee85ea53b5be368efa98bcbdb2cfea5,Merge_failed,4dce0c5c2d3218d95b2bdd0dad33b5eacee85ea53b5be368efa98bcbdb2cfea5,Merge_failed,4dce0c5c2d3218d95b2bdd0dad33b5eacee85ea53b5be368efa98bcbdb2cfea5,Merge_failed,b2ad87dcc5605426a14f302097deb96f3862d69ac2b620899d30954f1d99f89d,Merge_failed,400c60b72b1a134ba83bdf3cb43b2db193ad1bf4b96c6d34bf14831d2e02bb33,Merge_failed,9001b56321a28d94b64d8aca5b5cad3e63ce449218a24c31ebbc42fc05b20648,Merge_failed,9001b56321a28d94b64d8aca5b5cad3e63ce449218a24c31ebbc42fc05b20648,Merge_failed,90599e88afa52b236c06361d3484a1e5b1fcbbc882281f7831fa3f522220c8a6,Merge_failed,db1cff4de081aa12d424564139b80e2ba8619afef6fda5333db5a6d939f629f2,Merge_failed,db1cff4de081aa12d424564139b80e2ba8619afef6fda5333db5a6d939f629f2
45,refs/heads/2.17,a22142a99cd69c432d2c055b386307d1722b5a3e,079a81b7a38a5813c3119bbb6bf4c12c7dbc90d1,d2608589985d29dbf40af3fa984acce873702162,,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,f851390d8fe9b77b0269888a77e1144dc7da73d95ace00c0ee4bfc443ed75eeb,Tests_passed,True,True,True,True,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c,Tests_passed,baecdc38bf0bc96dd4b998c8136704dd4df80ead340e650f8718bda158bc318c
56,refs/heads/2.17,452a4e303117793f2c28cef137a9d0fe38a772d3,926876f0eccd80ccebc73392ed87a70848e21f3e,35df70f03042615f56a3c49e9eee4d1e0ee8a19e,,9673714a202664f6c079d3da1f25191e5d8da3db17e07593904277307f4eb519,Tests_passed,9c863a84f7d9074e628a6665197a9d5dc552700d00bdbf8a4900cebcd359a5b1,Tests_passed,True,True,True,True,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4,Tests_passed,ee01a61851c533942c7244dd8afa60d908b4fb694f30b1b03a4232bcc9d8f1d4
61,refs/heads/2.17,7401ad45dde06fed32d8f18c96612e321b0baeff,195d87c7aaf91ee56c9596fc9c31b182c87dff27,7910a8b9bfe9ce921a258a7b4c136631c21867cf,,efb6d9f207b24d9bbe6530fb449c289f4f9bc8d8700251d3c899c2b5b344f5a8,Tests_passed,39575f1532ed00d09d61cf18ff389aac2589191c4b04c6ae369ff1a2ecf410f5,Tests_passed,True,True,True,True,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,41488c25612047535e289cd12be8d43463035a0337c5411813796f9e013c4125,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca,Merge_failed,e82bbacf39e62adc1b9cb2debd470fa888ba74f9d50760021b6f5c2a62af94ca
83,refs/heads/2.17,b4e6b565caa34e7d5985f9774a817eaac79d4558,8f64b15553e7de54b207773f4228739f93827c48,2b65ea1e9401d948ba929724a2711c9ea89a87f5,,0b00ecc81d67931c0ad2b37609ef85bd3d2d6fef7d7351215a7bdd362a191a81,Tests_passed,b1d1e54d48f677d58e3495d0121e820f99c3520b3eb5a7202133a2afc8422206,Tests_passed,True,True,True,True,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753,Tests_passed,4e3f31f19608c574c3f2a3c1d7eed472de24a08ca82440160740e53af8e40753
84,refs/heads/2.17,be2854d5c69be9f1fe52f3acd427768ba3df5f9b,706bc22ef9f30f5715238015fbd0c7d6c430d57c,d4d97a6ab8c69ca6fd779eac63fa1da5a68afa6d,,ee075b89484254eb3587fa7a24f2a1ddf9f7c653c3d45873438b042ab5abdfd3,Tests_passed,eee677d8ce92a4ab574ccd1df868ccb494c51d27d1e638c6afe31aec40529662,Tests_passed,True,True,True,True,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c,Tests_passed,a3f86e40a07fd30c82ea2ab72084b80979a4511d2911853c4770cc3f04ff6c0c
221,refs/heads/2.17,d0172cddcec336b5cc8a55817c1f16cf726a9755,2268c742f67c7f8cc920e73ae9bea0e4f71837da,e962fb974c014cf67e0234752f093ace2c101838,,764f513d6548794c2f3b22dc8265f629685e5c9ad167ddc580a8181b95189c46,Tests_passed,3dfa08cb685a06c21a7e7ca635cb99a199be5dbde360c1ec2d83949dc768f918,Tests_passed,True,True,True,True,Merge_failed,74f70f60a7abecd19f9d4789b6dd50c41cb850c01106a9e77df7480e7712cc4b,Merge_failed,3228b47ff041754db902b93ed9c610287f2188fe78a00a9b86189cb916282e20,Merge_failed,74f70f60a7abecd19f9d4789b6dd50c41cb850c01106a9e77df7480e7712cc4b,Merge_failed,3228b47ff041754db902b93ed9c610287f2188fe78a00a9b86189cb916282e20,Merge_failed,74f70f60a7abecd19f9d4789b6dd50c41cb850c01106a9e77df7480e7712cc4b,Merge_failed,74f70f60a7abecd19f9d4789b6dd50c41cb850c01106a9e77df7480e7712cc4b,Merge_failed,74f70f60a7abecd19f9d4789b6dd50c41cb850c01106a9e77df7480e7712cc4b,Merge_failed,607194fb5b2dbd3752bf26036747e4eaecfa0b45d9d09958d2b7da1abc1c85e1,Merge_failed,267c51b999eb7b11c0cc08b9ddbeb1a50fe9c26d665800ad538d8c7dfea04118,Merge_failed,a064e4552938f3c557c71bc9ab0b8bdb7fa0ef014bf3252b64e70512cf565b0b,Merge_failed,46b79b3166226bd568e3f966982f4e393a9b2579dc40d2a25987f434643af33c,Merge_failed,31f79ded065388939772ce522e6c3bac975d899a58c4017be3bbc17625e5cb6b,Merge_failed,267c51b999eb7b11c0cc08b9ddbeb1a50fe9c26d665800ad538d8c7dfea04118,Merge_failed,267c51b999eb7b11c0cc08b9ddbeb1a50fe9c26d665800ad538d8c7dfea04118
227,refs/heads/2.17,88db6b7f32784eb9e9cd5b44312d1d49dd0f9a3a,00a29c8f8ee9a41fcf47a631fb668d8f5058d5d8,0f43226570bd7728fa9680665637dcd317e31a54,,2aae7dd19e39cdc6268628cb8907da43838940e285a0c47838d31a79805d8ac8,Tests_passed,788c814b228f814defd1a35f3f0f369987f9acd46b0dc08364e68f9567840e4a,Tests_passed,True,True,True,True,Merge_failed,e0d437ee21cb03a6633959154b975a69f06a85f623d8e3f5140aec33c7ee8fc8,Merge_failed,e0d437ee21cb03a6633959154b975a69f06a85f623d8e3f5140aec33c7ee8fc8,Merge_failed,e0d437ee21cb03a6633959154b975a69f06a85f623d8e3f5140aec33c7ee8fc8,Merge_failed,e0d437ee21cb03a6633959154b975a69f06a85f623d8e3f5140aec33c7ee8fc8,Merge_failed,e0d437ee21cb03a6633959154b975a69f06a85f623d8e3f5140aec33c7ee8fc8,Merge_failed,e0d437ee21cb03a6633959154b975a69f06a85f623d8e3f5140aec33c7ee8fc8,Merge_failed,e0d437ee21cb03a6633959154b975a69f06a85f623d8e3f5140aec33c7ee8fc8,Merge_failed,201197956d0f76bacd21c319b8ac22b477bd817e655965f4d44cf0f5c34da93d,Merge_failed,813f13ed12dc421dc4b4e753d0f69f59b8e603d1c2378511ae069d42377ef6fa,Merge_failed,459d09155b2753ec58747768ae7826a17106aa4af905dd81cd5d9851e711db80,Merge_failed,459d09155b2753ec58747768ae7826a17106aa4af905dd81cd5d9851e711db80,Merge_failed,1bceb59d57fe3c4b22124e20949f51c61ed9a74997c15a00c219807eb59b5d24,Merge_failed,813f13ed12dc421dc4b4e753d0f69f59b8e603d1c2378511ae069d42377ef6fa,Merge_failed,813f13ed12dc421dc4b4e753d0f69f59b8e603d1c2378511ae069d42377ef6fa
