idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,50dcfa694847ad0d6ed8ad8ea4ba8db32b7f63df,8a4f5d9ee8c417ae2b4bbe8cd5bdc6c952ba16c2,5044a6e993386c86cae0730bc2fbc96aea4d8c8f,,False,True,900cd17ac320b9adf3064e923312e3ccd3467afa4e565bef3d38687e58c027a2,Tests_failed,2b6950793fc513f1fb18b6b4f0fd8e8a252e3a7111a7a5845f99d9630e00b7c4,Tests_failed,False,False
3,refs/heads/master,72b9926b9b29846abc6b63c66a50ff4fc11f038d,d076cfd8a2f50a8c16256567a66b1d67870ca8b3,39b552dc1e56dec1c4df9c2334f4b11f473ba418,,False,False,,,,,,False
5,refs/heads/master,4efaf50839be4c154b5500585421922fb6bd64fe,127b4d59d636858ed9fd02f65966c4c2273fdeb1,4a1d7e61f5bf90248dee30c85b4d4a2c9beb62d1,,False,False,,,,,,False
7,refs/heads/master,127b4d59d636858ed9fd02f65966c4c2273fdeb1,5aaa89ded8d690f4a1390fffa993d281b353b7f2,b42558aaa593dfe96e2b1e5950d6cf376e3c7428,,False,False,,,,,,False
8,refs/heads/master,5aaa89ded8d690f4a1390fffa993d281b353b7f2,019c9fee700ab0fe43af88bb911edf32950f1dc0,300cd470a3073525d8c674eb5e4463cf7a303065,,False,False,,,,,,False
9,refs/heads/master,019c9fee700ab0fe43af88bb911edf32950f1dc0,76ee230d3d15148c234c943e2d34967f517776e6,c8a7e2c0d2df06eaf8c5df59fce0c7f326c03796,,False,False,,,,,,False
10,refs/heads/master,40b4270fa4deff96bc21ef21a92f045f14ff82f5,e7f86d540cf752717edf5496eb94fc3b06d0ee01,934ce288c52b0b6a7753868f3335fc3e1f7c2c3f,,False,False,,,,,,False
13,refs/heads/master,6c64529c245b65a96267e0ab8f2a60ff405efd4c,f95cd16608cbbc534a778754f14b8781ee1546a9,10bb8242f7da29b3ff4d83ba48a58750113efff4,,True,True,c3d3cc6832a3f6979fef2f967e82e88e6350c2ce51431481b2a4fb49286386eb,Tests_passed,240ce37f5e2358e8bd764661e0df360378e7c6961d3983bbecd7b9961d259cd7,Tests_passed,True,True
