idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
1,refs/heads/master,0007ca872b0630858cf2b72eab2bcfd3c991cceb,3a683dd14520a15b4feb786de56cef3a95c63ba9,9770ff264e3e9fd821998752a35000c4d0cb6802,,False,17,,,,,,,,False,False
2,refs/heads/master,04a51e8f65b0c1d909e035b63f77a12578cf0611,2fd1ec4bc04c51134b4d8f9be03713bf41cf47ef,68f69b76111e99a70e13b00fcc186531eb2cbdcf,,False,22,,,,,,,,False,False
3,refs/heads/master,1107662b47ed475848d0a2289f9c27cd810bb23c,dd1db020fb3d862bf6ec3e68faf634ac092f98b3,e90362c276698e17708aa1e7d575c140bdead7e0,,False,10,,,,,,,,False,False
4,refs/heads/master,dd1db020fb3d862bf6ec3e68faf634ac092f98b3,73c3dba6643c4f47dd9b80be6dc6bc802b3c4bb5,9d022b2bda02e0ce9d19dc5c4242531837e071ff,,False,38,,,,,,,,False,False
5,refs/heads/master,abb0cede11e171c68cadfe833cdc87c2f84157da,1013876b7d168514c07afd6143390243652bbec2,baed1d0f8b58e5862a76eed5f7c5959cac7c195e,,True,171,0.0,Tests_passed,5792008bef6afdd577cd972b4d020ebffc67351980d182a9683d45f9009b3ee5,True,0.0,Tests_passed,6cc053ac9c7109bc2a0ed308b6548cdd9a6ac7132cdd528d3680622f6fac265d,True,True
6,refs/heads/master,5034304b872c189e73f90ea28894d019edef350b,c897849338706a02abcac7f7ddd4907b0e62472d,8a6579eabf659739787fa6f23792973dc68e0d8a,,False,186,,,,,,,,False,False
7,refs/heads/master,805792006d36c3ecc68ce3eae50c4cfc151ee842,981e5d2c0ec9cd6b9e05296f914b47b664a10623,f64e6f621641dd4a7588687d0f45f586bceab52f,,False,28,,,,,,,,False,False
8,refs/heads/master,a9f4fed2cfc7e9af7b39756fa2f06fef1a44117e,17a94211ce79e61d81c1fcfdd1d4c7acbda0c707,e8898d907b7d0269fbb87970ea20c50e173d1b29,,False,17,,,,,,,,False,False
9,refs/heads/master,99322f67d708d1b44c3a46386c4caed3df4e32a5,d509513f4223e5a45479125ef10aeb1e7f76e1d6,763c3ee01e775c44915880562ecbc4e88b3d778a,two initial commits,False,2,,,,,,,,False,False
10,refs/remotes/origin/gh-pages,ce47ed2b6914b164e7dcbf9fc16b5ea069d444ec,659cbe6b8943095f3a66ce35f24214bda62b561e,8cfc97f644cb70133faeb35f430e2c6923629d0f,,False,3,,,,,,,,False,False
11,refs/remotes/origin/gh-pages,0a8880bab50df7fb71cdaa1d6e1553d1cff2cbda,e80d7d4e39366372e97db8e23cdefafb6b4e8c9a,8fef728d3cad686df0b40bc581f9c2d2cede45ff,,False,33,,,,,,,,False,False
