idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
2,refs/heads/master,b9f93beccecec4f10325acda39e5018015e2b58b,a88f906f87c1e1b37e45bbdbb69fb739db68d36b,f44af402dd00be3245c1dce91a10808c0979263c,two initial commits,False,True,,,True,488,31290,,,,False,False
3,refs/heads/master,a88f906f87c1e1b37e45bbdbb69fb739db68d36b,50d23dac0ae375d583d627955ea70800cac3a7b0,e76cce89203e8cbb552e3ee88bfe66d05bfb2d1d,two initial commits,False,True,,,True,488,31290,,,,False,False
4,refs/heads/master,d56a3aee6b733997f81e11e6cb3ff0f87e382fb9,547735079663f5374e00767c09bb45196d831de3,6916040db70b5f91d00eb7d09236c61e7e06ec04,,True,True,Tests_failed,645221f5ae5d9bce7e3d531067383aa0d32ec5b9e11ac659bcd9eda4c6cebe8e,True,82,6495,False,Tests_failed,21b65ff8e60e04a2815a9d5d3e371d0b380ba8af353db1a1beb43fde2470041b,False,False
5,refs/heads/master,4266318aceccd158e3dec433abe9884c64d5b9ea,8da21afb1a9cb69bab5f00d9386c84698175abf7,fc0a8095aefb9f014f35acc6ae6728ba5e5fe4fd,,True,True,Tests_failed,67fda7f61c4bffdb62f63f78df8e31bbafb69e261b70db8e24fbb345469552ed,True,17,286,False,Tests_failed,78e6ac2baee1dcf370b1abfb364b74ca64b5e45480fc3ce0e51763dca896f665,False,False
6,refs/heads/master,549a04961d01e7301657e77ac282c38f6f57c8e5,69123f9d04d7c9ff501fcae28aa49c83cb32f9c8,8505c4839142c04affd3b63fa3181ad7c6282370,,False,False,,,True,2,1,,,,False,False
8,refs/heads/master,a6ec1dd41fdf1df30797d62cd41e4b32a2a61128,f76999014df13c4d6c91ea8d22f0ddbb7ea8dd16,1c68947c3c3c763fc719125c0e9d49c85b05b90a,,True,True,Tests_failed,904c999c3fc165f599b578c3dd64a0118f6564b3d660856aa4e5adbcd27b30c2,True,26,171,False,Tests_failed,64976e0f4c7dd6b30bff6d138e665b001f69063d5ae36fcef94828a246caf3f0,False,False
9,refs/heads/master,33f04cd181650f4e0dbd370458d398a449e8dc31,1ffe9fccbd3f2d7f238f077046b6cb7c51c62a01,cc934fd2bed7c3df07bc0dc9d3a1fb31024a363b,,False,True,,,True,22,261,,,,False,False
10,refs/heads/master,412d80ad5bbff64dfca7dd90a5b6a66af0af2f53,306a8026a2effc4a20321c036c9cc5292ba3c50d,2db246ea11e3f44929708dac5f7f654e83455a1d,,False,True,,,True,89,6197,,,,False,False
11,refs/heads/master,306a8026a2effc4a20321c036c9cc5292ba3c50d,c5a3810d131a06d297b8c601fd6b34a512520ab2,027705c93dd15d02f0f43d20b2e17df7c4252221,,False,False,,,True,26,128,,,,False,False
12,refs/heads/master,903dffe7d8bc260a7a56b9be5855db420b3bce1b,f63d13fa1200ee7d3c4a3a549b15ace4ff4c02db,5becd38eb1b18c0051c916397dc9b38938a8f051,,False,True,,,True,13,382,,,,False,False
13,refs/remotes/origin/pull/8,33808b3fe7bda61f0a1b4d7d60adf5f66c028f38,55baa35edf581b807f43da9efa538b04d7bca913,50cc2f21520260ce8d8e3c7a623ed5e641a9a2bd,,False,True,,,True,43,543,,,,False,False
