idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
4,refs/heads/master,858d2653e380466ce40da5e67df8eba8f0af5d06,e657dfbe3fb44507125c35f5c20ca154bbc4f93d,03bee21085f6d780b1acf9fce0cb622290a4292e,,3,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jericks/geometrycommands/e657dfbe3fb44507125c35f5c20ca154bbc4f93d_03bee21085f6d780b1acf9fce0cb622290a4292e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jericks/geometrycommands/e657dfbe3fb44507125c35f5c20ca154bbc4f93d_03bee21085f6d780b1acf9fce0cb622290a4292e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jericks/geometrycommands/e657dfbe3fb44507125c35f5c20ca154bbc4f93d_03bee21085f6d780b1acf9fce0cb622290a4292e_left_right.log'}",False,False
5,refs/heads/master,f763fac372992bfc18a2afc3a0bc246cec0d2348,27091b3fe785671ca6e1b1e44a29407847b23b33,e7a09409ed6dcd9ba4bf78006d72ad23d8b2c2e8,,4,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jericks/geometrycommands/27091b3fe785671ca6e1b1e44a29407847b23b33_e7a09409ed6dcd9ba4bf78006d72ad23d8b2c2e8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jericks/geometrycommands/27091b3fe785671ca6e1b1e44a29407847b23b33_e7a09409ed6dcd9ba4bf78006d72ad23d8b2c2e8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jericks/geometrycommands/27091b3fe785671ca6e1b1e44a29407847b23b33_e7a09409ed6dcd9ba4bf78006d72ad23d8b2c2e8_left_right.log'}",False,False
