branch_name,merge_commit,parent_1,parent_2,base_commit
refs/heads/master,63f1cc394c29e04342b9316f40ad6b0bac49886a,319d691f975ef3a85a70ca59527e9c1a5484705d,e13e2389036be1f417e1949d2abec65aaa7272d2,034064a0624a2c375deff60f5245fe157c9216d8
refs/heads/master,319d691f975ef3a85a70ca59527e9c1a5484705d,f9854baa62ecf21b68008d2c63fd83d3e37caf75,67ec1239748a40e2f8f6e63fbd99ccd59150de1f,f52ff5d479266cd2c6e2623af95f2c8178641782
refs/heads/master,f52ff5d479266cd2c6e2623af95f2c8178641782,ca37e6b353cf9fe152f910e60012c4b0ed0e6a7f,b38d07064d60c330aa46b8337e7332494b9a17ec,ca37e6b353cf9fe152f910e60012c4b0ed0e6a7f
refs/heads/master,1a618be88c4b901d19180f20a61dcd30b0c61516,62f8b218c5bdc49f1f99b178a84453baecceba6a,ca37e6b353cf9fe152f910e60012c4b0ed0e6a7f,62f8b218c5bdc49f1f99b178a84453baecceba6a
refs/heads/master,0cd24bd1f6d7aea29f8ebf5cc5ba688fdc77bfda,62f8b218c5bdc49f1f99b178a84453baecceba6a,aba1ae849eab4d05c2fc77e96b4a49350f1bb142,62f8b218c5bdc49f1f99b178a84453baecceba6a
refs/heads/master,22fe2167c46a9b575973ce6be07d38af81f331a0,e3d4e3d76a90177a924b90400e9a64d5707b2146,216f8d554ee971db30d38afaa080f8619b6fdd66,e3d4e3d76a90177a924b90400e9a64d5707b2146
refs/heads/master,e3d4e3d76a90177a924b90400e9a64d5707b2146,07600f009feeb9359696562e33bd0654f3b29047,12a524739dbf22119387b8f6f7a68d5626d32188,df9442c71b9d09a9022353145e6a6824bde79344
refs/heads/master,07600f009feeb9359696562e33bd0654f3b29047,68d9e5ae408896b0016e9a1aed7476e292500acc,7770a6a231b8a21443f30ea2c35427f9014e2782,df9442c71b9d09a9022353145e6a6824bde79344
refs/heads/master,68d9e5ae408896b0016e9a1aed7476e292500acc,df9442c71b9d09a9022353145e6a6824bde79344,4715b93cb743b77fb85c374045e99d15a22145f5,df9442c71b9d09a9022353145e6a6824bde79344
refs/heads/master,db17d5726a4e6e9607dc22c94742a81864f0e03e,73c8e1e12271fd21370fba1be22b2a9f9e29ccee,fe1a95926b9ef2d1920d73c7769c83a9cc4f576d,07dad08395410f62eeb9fdeda96f61336fcbdfc6
refs/heads/master,d5f2a6e50b33b9d9e10198e8ffb26ba25539145b,b610d0ee5a716c63d96823aaf8a2046e7641d410,07dad08395410f62eeb9fdeda96f61336fcbdfc6,b610d0ee5a716c63d96823aaf8a2046e7641d410
