branch_name,merge_commit,parent_1,parent_2,base_commit
refs/heads/master,92a77dfcaf57e86a55b2b49cc07cdce340d7d120,60aef58a24175c9ecbd8b1a70ab2e95144e8b362,494295ee8f6437e54eb5f1020495885124f2c45c,60aef58a24175c9ecbd8b1a70ab2e95144e8b362
refs/heads/master,818faee917d9daa26c5aa60689cfa08c252575b2,2c38b86c3e6c5e8586203b65ff28c00858be8686,0bba6cb5749a9bc5e39bd045da9507a1aa40cb77,2c38b86c3e6c5e8586203b65ff28c00858be8686
refs/heads/master,2c38b86c3e6c5e8586203b65ff28c00858be8686,e1e2a2d672b5bff3b8b839583bfc9fd2fc039bf3,50f98e8a1fbcc7cc6175e611a75caacb5a666fba,e1e2a2d672b5bff3b8b839583bfc9fd2fc039bf3
refs/heads/master,dc8fb9420307348abf4b38be6bf60ca12f660eeb,08bb321d5fcf1b1c1df4033820624f1bf68cc5e8,f7169d073188c9e133239748f85d15fd5eda0986,08bb321d5fcf1b1c1df4033820624f1bf68cc5e8
refs/heads/master,08bb321d5fcf1b1c1df4033820624f1bf68cc5e8,31b1842fb332d47d76ea8c483e2b49073684890b,b599e10647a34960a7a570fce44e98637dc41155,31b1842fb332d47d76ea8c483e2b49073684890b
refs/heads/master,31b1842fb332d47d76ea8c483e2b49073684890b,7be881b0af56ce3f9e5b81183df09e1bc1a2a1ad,4ccab8598cd68a33f0b55a2ab64e088321fc20fa,7be881b0af56ce3f9e5b81183df09e1bc1a2a1ad
refs/heads/master,7be881b0af56ce3f9e5b81183df09e1bc1a2a1ad,849e024a176c1e48990ee87ff8763df0f3fa0bbe,983554002032957387004aa8fd6eb7677d1ea981,849e024a176c1e48990ee87ff8763df0f3fa0bbe
refs/heads/master,849e024a176c1e48990ee87ff8763df0f3fa0bbe,8c5979086a6359474641078d4500b73eb2037aff,a3b97e995d8929ac368c436ff11f50d3bbb71337,8c5979086a6359474641078d4500b73eb2037aff
refs/heads/master,2d0e711182a16ede379d015eb0376818592fa1d2,d4351780db6919a6e7722169f58bd50d1c747403,ac47b7fc3b55026dfd3bcc8dc2ecd527a196f520,d4351780db6919a6e7722169f58bd50d1c747403
refs/heads/master,d4351780db6919a6e7722169f58bd50d1c747403,51a5e31a58e00c1af2a30e1cd7ffd27f5c2d9930,99ed22dbd6af94d4832a8a7fe32cf6219ed47003,51a5e31a58e00c1af2a30e1cd7ffd27f5c2d9930
refs/heads/master,51a5e31a58e00c1af2a30e1cd7ffd27f5c2d9930,c4f4badafe825d5b92dfffcc7c76f5fb3f188df1,b948d92cf6019d62e9976036ac809454ccc18e7a,c4f4badafe825d5b92dfffcc7c76f5fb3f188df1
refs/heads/master,c4f4badafe825d5b92dfffcc7c76f5fb3f188df1,98f1440f5acd39204d698e43439bb995469fa525,394536d7658b83ea0d57898cb9211c084a3b7603,98f1440f5acd39204d698e43439bb995469fa525
refs/heads/master,98f1440f5acd39204d698e43439bb995469fa525,0d335ac1e1323d2073e13d74a767836f0157d6eb,4ccb8b083678c698cf5cf4be5780450f562855f1,0d335ac1e1323d2073e13d74a767836f0157d6eb
refs/heads/master,0d335ac1e1323d2073e13d74a767836f0157d6eb,933265d7d86f3bf0a6fd72d610c7d3a7ec2498be,d2e04cad8576e2d0c164c2d8b9ff167517db6085,933265d7d86f3bf0a6fd72d610c7d3a7ec2498be
refs/heads/master,933265d7d86f3bf0a6fd72d610c7d3a7ec2498be,3ca5c21ee5bac7f85c525809e838c47e5460c1f2,dc353d1734bdfc2c16b1f8724cc8d1df4ac5312c,3ca5c21ee5bac7f85c525809e838c47e5460c1f2
refs/heads/master,3ca5c21ee5bac7f85c525809e838c47e5460c1f2,5aa97685d4a937ec86fb2d0482adc21e305722d3,e18ee32b5beca256d4314d168abcc6fe05b958b0,5aa97685d4a937ec86fb2d0482adc21e305722d3
refs/heads/master,5aa97685d4a937ec86fb2d0482adc21e305722d3,d31eef486078717f491a723ce11e2fa99082cd58,80a3067353af7bbd3f798d475fe3ffa815545270,d31eef486078717f491a723ce11e2fa99082cd58
