idx,branch_name,merge,left,right,notes,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,union_diff_files,num_intersecting_files,sampled for testing
2,refs/heads/master,e6d453cdac6b10baa34dc3c6650d4d695c02fd62,0064ef0cc4cacb04190e46cbbfbc0991bc0156c0,e953d9655c498a6d6ba9c9be35300ae847158b55,,10,4,False,False,True,3,False,3,1,False
3,refs/heads/master,4f91de4102aec25886a56832a7e1be97164613a0,e2b50ac00f1a69c81b8f82972494d1684051bb09,0036466476042dbd32ade355e2c30eb9b0c5be53,two initial commits,1453,12,False,True,True,13,False,Error while retrieving base sha,Error while retrieving base sha,False
