idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,2f4079ed8f3c23fc2763b7e046d6ee067250f9d7,7f70cac7ca959f7b68b39b325eef464f7499fc9a,efa66ec83f12439f5551d5f13d44dda4219500e7,,False,True,,,True,17.0,456.0,,,,False,False
3,refs/heads/master,783a27db2e393a44a66ea93aa8048863f4636cd6,28590ca2b9653e89caa8a5983f15ae29a87d3027,95ddb2b2a49399f1c44239c6800b0873b0d1fc34,,False,True,,,True,165.0,5815.0,,,,False,False
4,refs/heads/master,1ca146cfe9775dfecb5debce5563c546585d1427,4a519be2d9ef0269c5351ea90c0f2a4b8d7b20d9,b62190686dcb8aa6cd0b7a53350a0dea285c7bde,,False,True,,,True,13.0,329.0,,,,False,False
7,refs/heads/master,b7b31d16f64db5d91a113b9eecbe56d2aa45657d,ab9aac28a20b5f4954e9b8b7b9acf720d81a9dfd,82b4189bc5fc1e5b082ff0b67bffa8f387b30446,,False,True,,,True,59.0,747.0,,,,False,False
9,refs/heads/master,6dbd8d4141d3f72fec0d0600cb3a598d04405307,e680e45357732eb2410130c92294495deee55d42,65314b18afa2fd95f046f4639c244024cbdf7a3a,,False,False,,,True,2.0,2.0,,,,False,False
10,refs/heads/master,53999c2d96b24a372db8218f29c7ee3033064998,7be569fa8bc9b1d4e7dd7aaef15cbd957ad0f51c,9ed79f46fdf511b23d8f9c6c316ea35561498916,,True,True,Tests_failed,a149a29b2570ba715641895d32779b1c3e549fe4e3b20a1e42c9744cb886f98e,True,1830.0,109919.0,False,Tests_failed,1d402e89b2ccaa100f5926a464e957c9337ecf98181cedfe4be0fa365b2ddd66,False,False
11,refs/heads/master,2d9e9537be43a9f2ac4c38cd32b86c67bbc0c49a,d9cdd9229a77f08e881a62bddc8eab1a8b394faf,367e285171653f004797344a152d0b45011195d7,,False,False,,,False,0.0,0.0,,,,False,False
12,refs/heads/master,e17ad14944b80ab2a2668bb1771d23310248ad0c,81447e8c5f6ab717dc5a4e5ddf9af26ef5bfde86,e0afb8764188965082ed5aadb58ac831bc4e8cdc,,False,True,,,True,18.0,657.0,,,,False,False
13,refs/heads/master,e287bff00d97f75976c46f1f6062ade82af4d283,9ac49a346cdc0c43d95859d90a8780f993c062e1,3b29ceb13bd5d5b82d08e184405739d0b0a3b2d9,,False,True,,,True,153.0,4089.0,,,,False,False
15,refs/heads/master,fb50649b92fc56d06971efa88f1a07612753c092,a24aeb1b40079b705c815e955599178b7e66fa55,39fc8820855f8e79f50e5080dc74d088a4360cd6,,False,,,,True,4483.0,,,,,False,False
