idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing
2,refs/heads/master,0c218b8933ddb1b35efe6b2f06181c2b604d9a02,c1cb5454287f9ebac975ef4020055627ac9022ec,99515acfc9304d3cdba2bf1da585829315bcb0bc,,False,False,,,,,,,,False
3,refs/heads/master,4feefb5e9755e207042d4a7a10befb8ee51b868f,be7b12edbfae2a660e6598de8e472dc471c20140,0a2731e36697eff829eb869b13b82b8b8555a7ab,,True,True,2b9d5030d8ed9e8b0021880501762ffb0fbb81997651126b9520186d667fb76c,Tests_passed,0.0,ad9a8714f18e10dbf14ad782b6b5b51703a2a18a0dd94a08f93168de6c26548a,Tests_passed,0.0,True,True
4,refs/heads/master,be7b12edbfae2a660e6598de8e472dc471c20140,68b96418fbf54287a62ca28d4410e298a551327c,05590a04b85cd845ed0db134415c08f21b9e88f4,,False,False,,,,,,,,False
