idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
9,refs/heads/master,1845e9c1c92e2b70412718e5195dd212ecd4fecd,e87fe65818e726d317ec93c036d48205ed914f09,78e3251c443f913ab978b81ece93cc1a5baecf68,,True,True,True,5,79,569,2,True,5,Tests_passed,79603597fac5720c5097080f02983ecf83b9f72e626a8023b104f4c17ef37889,True,Tests_passed,d4517c9f122990fb4c41419ae39dcd3d606af8ab148e88cbf1ada64a1b54bfb4,True,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_failed,4fac1465b518113edb4d5e1cfd1e913772c9402607c020af1f946bd844eb0319,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_failed,4fe64c587f2c4448246e8bb4d52e76ee8b9892e5bb0bf58a789edf2440ef48b7,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648,Tests_passed,3abb753e2d0eeb24ed62640b745612629e8ad6c703a523879d50e25734420a20,Tests_passed,7d9a9190f5b147abf0f2d764402c78eba809709a5698c9eb95f47829fd84c648
10,refs/heads/master,e87fe65818e726d317ec93c036d48205ed914f09,025d675787b49b2cdf34ee216d205248afa45f47,0e45353030b440fd729284b632da85770d40b73c,,True,True,True,6,68,825,2,True,6,Tests_passed,02a8c8a970b3f22d0251013d33c814db2609c1b0400441fd3b103054537fa8ec,True,Tests_passed,c98eef96740827a9a7d2b7f4e8807d20866c469c7d6259673fd538466c641c3e,True,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,c7d7869ad984075a83d64962ac279e782cb616e3ae99c47c4d6ad6311ff1ac43,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,5a3283fd7340229cf3cad070c4b9e80be8e1c73fa28ebf4c81a1d23d0fcc776a,Merge_failed,05705ed2d6afa16d8cdb77e8eb203131b99edb4dd8c9dd5713cb5dba5a179127,Merge_failed,05705ed2d6afa16d8cdb77e8eb203131b99edb4dd8c9dd5713cb5dba5a179127,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,87c963c092bca9004dd8d18fc1d1f750f9c22b23ae89920e3da6990acdb9da76,Merge_failed,bc07f218860e878536a2d6105e7f51c2954c1bc08356b711006b0450a8fdfd94,Merge_failed,8ee833c767c668fc82ae6d705656fe9b440c8d2533974b27a7a7bfd8af310d01,Merge_failed,b4481a94ff8057373f1a2fb4c9a9a479cab1bf5e6dd3be2e0d6eb86668fbfa3d,Merge_failed,bc07f218860e878536a2d6105e7f51c2954c1bc08356b711006b0450a8fdfd94,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,5a3283fd7340229cf3cad070c4b9e80be8e1c73fa28ebf4c81a1d23d0fcc776a,Merge_failed,05705ed2d6afa16d8cdb77e8eb203131b99edb4dd8c9dd5713cb5dba5a179127,Merge_failed,05705ed2d6afa16d8cdb77e8eb203131b99edb4dd8c9dd5713cb5dba5a179127,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,8ee833c767c668fc82ae6d705656fe9b440c8d2533974b27a7a7bfd8af310d01,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,c7d7869ad984075a83d64962ac279e782cb616e3ae99c47c4d6ad6311ff1ac43,Tests_failed,1d7bac0fd16c079a7a1451c1675d31f46ce997292c1c86bb30eea8442a287f87,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0,Merge_failed,998bc8f071869b61f8ef7e539f359a54e556829db251758b557abbed6ecd62c0
