idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,test merge,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass
1,refs/heads/master,cd7e028b23b8736145ddbc723cea92f6fd2e55ab,2b437addace10e3649577109891cf061aa9c8d5f,ea727e92253ebc3d4a8f08dde635b93d86f71fb0,,False,4,False,False,71fcd183336b51519161f214505a76a443e364d139c32b5f86c42317fba9d7fe,9d2e2bec1dac071b4224d816c46daa57ed21accfe608a3c88f55445bdc6dcc11,Tests_passed,0.0,Tests_passed,0.0,True
2,refs/heads/master,a110e092033943ab1d1b55bbe737f5890ba55ab6,35e2302576748c36f3b6719dcc311019672a30a6,60d5adaff33053d18ecfae358d32251a47cbf440,,True,1102,True,True,cc6d9ba80b2f828f9ae9ff62a105fc4505762b7dc8eab0832ad7cd9a235a3a77,c1e46e346398b680215804b6f0242e69a87968ab774c62c75b44501d1fb5a344,Tests_passed,0.0,Tests_passed,0.0,True
3,refs/heads/master,820b462f4957ee1e547f21de712c394c5eb159b9,ca876f1fb99b224369fb27056d462e22cec8700d,50ac6c8494ad496fc1c1b4632a32baaa692007e4,,True,2164,True,True,61d86800cd87baf765d7df257a0b35eafcd858cc659cd85d2b7b35dbb19be2e9,ead63826e7e026b606bf36a5eb5734dc188954f5129f5b5cf4369a0c399bc269,Tests_passed,0.0,Tests_passed,0.0,True
4,refs/heads/master,ca876f1fb99b224369fb27056d462e22cec8700d,b81bc23a54ecc6e3e190fb044fcff52c218541f3,636fdde13dda35d9decae1768d9846f04bb355d9,,False,560,False,False,,,,,,,
5,refs/heads/master,43010c72e3715118368d069d5492358a93b578f1,3cf93d5e061bad59b57c7ccd938fad8ba1a187b0,f4a6baeaeeb0acde65d3a6aaf3e14f02f6d3ae36,,False,20,False,False,77ae41277a43634644c7fdbcff6b47baa2c6fb481a7927f8a8a092c00132020a,ee5dbf18ad978df899d4792b879e193abf113ac6b1ce27efa72914cd3f1bee15,Tests_passed,0.0,Tests_passed,0.0,True
7,refs/heads/master,b13071f9800c850ef536a3e3869f6c8c4c8ee423,6c3781f1789355796fb5d7cea6958f60011ea47c,9f8cbc6fcc38b3031c2765ce1952e1e4b5767451,,False,86,False,False,c648f4dc551f3ae47af4be672fc88c0a199ab4424b061f09b7b9f095c508af3f,bb98cd0264032d004311a267018fbce56b4d485a2800e9b92cfd78fd7b884c8d,Tests_passed,0.0,Tests_passed,0.0,True
8,refs/heads/master,74587d98f5f9018129e9bd322bc58a30916d2d8c,9e94d9521f93879c554ccc8442c3ea82e8edffd1,a19ab7cb1d6153639b51c8b3f4c5dfffd338238b,,False,175,False,False,0c7b6c1e8ae8fdbc12b699152bc83cd578997d53b8475675acec31bb22357418,68742d3a961864bcae38e498f452a0f0cb2943eb40f1959803a2006cf36b6632,Tests_passed,0.0,Tests_passed,0.0,True
9,refs/heads/master,9e94d9521f93879c554ccc8442c3ea82e8edffd1,73842ec07b617f125dd50e84236f2001da375139,7da68d113891bc9f175c417da4021d6cffdb9c39,,False,209,False,False,,,,,,,
10,refs/heads/master,d6bb1da82a90461c81f8a2363fc302f10aad7a6c,3001967be352414dc478d3ffea1679352f842904,8dc08e8c57331192a7e4ff05890dce629191138a,,False,18,False,False,,,,,,,
11,refs/heads/master,0c7460a2a2d464990056c54fbf887024e7640666,c41d10e8dcc09fb357ff146fe2e482104794420a,2a509a3bcadae792b686cd4cd9da98f89e563719,,False,494,False,False,400778f0a4f55f4cfe625bbada03554b61fef2d7d67bc795a1eb6a04543edecb,9b4318b85b2e0041568c97712b5fdb3a50c6426ebc16bcd100a9a6771cef9aa4,Tests_passed,0.0,Tests_passed,0.0,True
12,refs/heads/master,2a509a3bcadae792b686cd4cd9da98f89e563719,109cde8d8037998f63d3f6135e12d3ae43abc94e,7ff8ffdf37781f67d5500479f8492b9d957da889,,True,37,True,True,bb3241a7a8b7193670e0c448a50053d856e2c82c6f8b813c39a623f4c0bd2ed5,359e7fd70a0eba8497698195598be69f04ffecc96de59f19c2bc8ccb16caf8ad,Tests_passed,0.0,Tests_passed,0.0,True
13,refs/heads/master,003f0f4ffa07cbbc7500c1bece37a41813eb670e,e839533bb43b3c12f41a9123c07792d024fd4143,4b77243d9e518a9a0e5aae3f4346d42acccb20b4,,False,119,False,False,ef8a5cd832306465c7c39dc0ede7dda8d817d16adba932d907149354f9d2eccc,8d8bd88510226cf1097513926df25bc46b617d5e8ea726d17004ccbca6b32f75,Tests_passed,0.0,Tests_passed,0.0,True
14,refs/heads/master,e839533bb43b3c12f41a9123c07792d024fd4143,ebdf0d3e3a604133e1a54e79aecd7299e6b7c55e,b09dde0b3991f458dec1e90e74e6fce0639cb849,,False,120,False,False,14640901f09e2c3795a35995c1ae9d29ed4fbd539d97370fde97bc62c2803e87,c1de20657882f11bf793b072424ff430c1c050fafe9682272419247dfaeef7a5,Tests_passed,0.0,Tests_passed,0.0,True
15,refs/heads/master,7dedb25c3a8a5e7b6b8d7817c3b5a10a1eebc28c,8130360d7cfa773e4720afb9aa9f732f19e10348,36e45f021935469b77f373cd0db0edba743ae9ef,,False,248,False,False,,,,,,,
16,refs/heads/master,4a51d16425144a7de0be0f9dcd01c667bed322df,74a2da7d5eefd99d10a4d21fe076c2fa33e1e4a4,2751c130e24506ccd1ba5da14b7eeef1863a0fc3,,False,229,False,False,,,,,,,
