idx,branch_name,merge,left,right,notes,two merge tools differ,left_tree_fingerprint,right_tree_fingerprint,gitmerge_ort,gitmerge_ort_run_time,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_run_time,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_run_time,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_run_time,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_run_time,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_run_time,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_run_time,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_run_time,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_run_time,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_run_time,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_run_time,git_hires_merge_merge_fingerprint,spork,spork_run_time,spork_merge_fingerprint,intellimerge,intellimerge_run_time,intellimerge_merge_fingerprint
8,refs/heads/master,d391d58c7b54a2a2f23b7b36380b76cf776cdfe3,0b808aca155f43d0552db78c53caef3d3f3ab63f,29ec2c61e623b8c78373dab3fef42d0e99f14e83,a parent is the base,True,443e9587ba515d6d8d7df27bea5187cef4bc689bee8fb0230b7eb8f922ffa89d,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.029547691345214844,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.02897787094116211,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.026860475540161133,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.025210857391357422,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.029488325119018555,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.025925636291503906,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.029091358184814453,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.0265350341796875,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.0278017520904541,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.02614140510559082,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.029050350189208984,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.02226996421813965,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.0443120002746582,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42,Merge_success,0.44200992584228516,bb0cf39aaceb7497787f01437da66c7db7f1e9749cf57f140d4e40951a144b42
