idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
6,refs/heads/v5.x-mini,b1b9adb2fd7d22f5e8146fce67dcaa2edf80e0fb,12c3b8678ed5b2ddb4d9deb8e280bcaa63ff8f62,d2d39ce76bd825d806a093bb8e3d020d17a840b4,,True,True,True,92,249,4046.0,2,True,92,Tests_passed,c0680e940eeaac43d62727eb2016dc35b49b8dda6a1092ee1d77c9e55e6a8d57,True,Tests_passed,9c40d78a349d5157b3929e4f7230d086c9b63bb044cf586cf062d1128397d2e3,True,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,ee187c32aa8a3fd31b7d2be090210cced05b2d4793ea8c808faca9f138f3c4bb,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,ee187c32aa8a3fd31b7d2be090210cced05b2d4793ea8c808faca9f138f3c4bb,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,372d3321dc1938c95af375d5fa994f4d8de6e21284a8da6ded68c8485da8d8cb,Tests_failed,fcbb97186af4d68cae18568107d95ea16f3b1dd5e5c7746ce8f5477263d81860,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,ee187c32aa8a3fd31b7d2be090210cced05b2d4793ea8c808faca9f138f3c4bb,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,372d3321dc1938c95af375d5fa994f4d8de6e21284a8da6ded68c8485da8d8cb,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,ee187c32aa8a3fd31b7d2be090210cced05b2d4793ea8c808faca9f138f3c4bb,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056,Tests_passed,d497893b0d85525fd69a4ab3232e6dbe37af86f562c42a67ce690223391e1056
