idx,repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl,head hash
406,bozaro/git-as-svn,Java,0.982558,1,1,0.207248,55.42857,9.142857,1,13781,0.258591,58,1,1,1,1,9371419c7c3c0b3f944888df63ea6974f86cd0a2
407,sanity/quickml,Java,0.964912,3,1,0.077219,24.547619,1.666667,1,8880,0.253663,174,1,1,1,1,3795d6d759ff8845ec5fab26bc49197ba597420e
408,xionghuiCoder/clearpool,Java,0.980769,2,0,0.158294,2.04,0.0,1,8788,0.257749,13,1,0,1,1,7c09ffc00bbc7e931760a4210409223d6965a36b
410,krenfro/fannj,Java,0.818182,1,0,0.370594,0.52381,0.047619,1,653,0.254348,14,0,0,1,1,8935514f882eea39b8c9564a3bd441419a35febb
411,papertrail/logback-syslog4j,Java,1.0,1,1,0.05,2.142857,0.428571,1,405,0.576159,15,1,0,1,1,2580f97163d23ad8de995d47232e2aa2904c677c
412,svanimpe/reminders,Java,0.926829,1,0,0.064274,2.2,0.0,1,5496,0.391336,11,1,0,1,1,2f38febd49b6d4527b22953f632b667b3a7dfbe3
413,Kurento/kurento-java,Java,0.986726,4,0,0.197933,64.818184,0.090909,1,39239,0.306357,31,1,1,1,1,9718d0a897541f0183bf515af87afa9593494ff4
415,jmrozanec/cron-utils,Java,0.94,1,1,0.255979,24.666668,1.5,1,5689,0.479265,58,1,1,1,1,d31697ec4c30d4f43a1b528e5781d1d00ea1c967
416,groupon/retromock,Java,1.0,2,0,0.102099,21.0,0.0,0,991,0.341216,15,1,0,1,0,a32adb006dc470da6a5b29623fe0c8c5330796d2
417,xerial/sqlite-jdbc,Java,0.970588,3,1,0.283384,7.078652,0.303371,1,17048,0.347343,252,1,1,1,1,54aa6abbf829452c81511ef8400bfbdac1c10e38
418,ehcache/ehcache3,Java,0.9375,6,0,0.299174,78.384613,26.692308,1,48089,0.376875,285,1,1,1,1,0209e83d1f27468d54a99a3a2ddc8a71399a5915
425,graphaware/neo4j-noderank,Java,0.954545,1,1,0.22518,7.571429,0.0,1,1549,0.410326,13,1,0,1,1,daeeac0e1dedfc5d8e5d905371fd86a260f5cf80
426,jfaster/mango,Java,0.910494,2,0,0.332167,23.133333,0.0,1,16037,0.321415,32,1,0,1,1,c5bad3c4f337ac6580023d705ccfdeef5fd7f149
428,sk89q/SquirrelID,Java,1.0,1,1,0.346718,0.0,0.0,1,1805,0.313412,22,0,0,1,1,a38de28edab88fabb564bbad8dc357e7b83dce61
429,mongobee/mongobee,Java,1.0,3,1,0.190909,32.0,5.25,1,1259,0.524715,25,1,1,1,1,4e1ec5e381121fc9e5ad54881c84029114bafa52
430,todvora/wicket-lambdamodel,Java,1.0,1,1,0.051643,0.0,0.0,0,229,0.548148,12,0,0,1,0,17d8cfd16f439d91982743ba87a88fa743dc129d
433,dropwizard/dropwizard-java8,Java,1.0,1,1,0.065198,7.375,1.375,1,3191,0.436965,46,1,1,1,1,d3fec0bc677d23ce4af270a3e726d13870a3e962
434,dropwizard/dropwizard-elasticsearch,Java,0.5,1,1,0.211391,4.0,0.055556,1,779,0.524851,26,1,0,1,1,22b4e6418177f73681a73f46d961c26bf9d290ab
435,todvora/wicket-functional,Java,1.0,1,0,0.0,0.0,0.0,0,193,0.544643,12,0,0,0,0,17d8cfd16f439d91982743ba87a88fa743dc129d
440,Pragmatists/junitparams,Java,0.983051,6,1,0.177231,8.244444,0.822222,1,13183,0.873397,180,1,1,1,1,b8647f177a2be1f37a252ec11687b0ea606b1a70
442,stackforge/monasca-thresh,Java,1.0,2,0,0.146022,13.458333,0.0,1,7796,0.468862,41,1,1,1,1,d256f05be6235dbaaff8ba738e6196b9c6241911
443,eXparity/hamcrest-date,Java,1.0,1,1,0.479479,3.076923,0.153846,0,2178,0.440789,33,0,1,1,1,b1fcf4808af4c8323fc0072baf7c7bec570737c5
447,JakeWharton/twirl-maven-plugin,Java,0.333333,1,1,0.044693,8.0,0.75,1,956,0.560656,24,1,1,1,1,9cabb9883311df912fdf4b2f7cb4c9a9032567bd
448,commons-rdf/commons-rdf,Java,0.962963,3,1,0.452915,42.888889,5.111111,1,1938,0.483808,31,1,1,1,1,b3f2ee3d61f3276c843597d2e272a30f49d39ed0
449,jlinn/quartz-redis-jobstore,Java,1.0,1,1,0.250995,8.0,1.0,1,3439,0.367703,20,1,1,1,1,894b448f19907db7040f39bb1afef528272bfd99
451,cognitect/transit-java,Java,1.0,4,0,0.159608,26.272726,0.818182,1,3814,0.298824,38,1,1,1,1,8c29b1c0984a8d0bbe5bc1a5375216a4ff0a37ac
452,Firebase/geofire-java,Java,0.964286,3,0,0.14,14.5,1.333333,1,2670,0.446339,89,1,1,1,1,3975ac456afcf5c60d03bb80fdcc41075f8b19b7
457,kaazing/robot,Java,0.983784,3,0,0.254918,40.125,7.625,1,31159,0.422489,20,1,1,1,1,f3f215fea11e9b2bccd519c1d70fe705992bc305
459,OpenHFT/Chronicle-Map,Java,0.963265,3,0,0.234997,292.75,2.25,1,34880,0.341263,358,1,1,1,1,e3fd7956a0b8505daf88aca6611c9a8ce16d4eea
460,ehcache/sizeof,Java,0.886792,2,0,0.279287,5.3,0.1,1,3396,0.404099,13,1,1,1,1,9e5c90b4fc0947928f0e8f0d9677b6e13535ae1f
461,jprante/log4j2-elasticsearch,Java,0.857143,1,0,0.086031,0.75,0.25,1,1092,0.706667,15,0,0,1,1,fb2324047f7a3ba212ddd39ce567f3505b83c8b1
464,joschi/dropwizard-java8,Java,0.962963,1,1,0.072036,0.0,0.0,1,2374,0.30133,46,0,0,1,1,d3fec0bc677d23ce4af270a3e726d13870a3e962
465,stackforge/monasca-api,Java,0.96875,6,0,0.234185,49.76923,0.0,1,20168,0.34658,50,1,1,1,1,1421da749be2ab926d60c14024c12f664a7a85f4
468,whois-server-list/public-suffix-list,Java,0.844444,1,1,0.318014,9.833333,0.5,1,1759,0.476282,13,1,1,1,1,452d20c0d6f650d385013c1f09025ad987eb3d06
469,theupswell/appengine-counter,Java,0.9375,1,1,0.312648,6.058824,1.117647,1,4345,0.686785,15,1,1,1,1,60aa86ab28f173ec1642539926b69924b8bda238
472,AndreasKl/springboot-angular-atmosphere-quickstart,Java,0.428571,1,1,0.128335,10.333333,0.333333,1,697,0.258333,22,1,1,1,1,9a07741ec409276e6c82595969963fae2f6ed8ed
474,codelibs/elasticsearch-reindexing,Java,1.0,1,0,0.039007,3.75,0.75,1,1121,0.464325,52,1,1,1,1,b5ef85a04f947da37b814da031fff99d6400ae97
477,documents4j/documents4j,Java,1.0,1,1,0.02073,9.588235,0.235294,1,56214,0.284359,30,1,1,1,1,dc7f92070d51613ac242e3f5c020c869134e5507
479,momchil-atanasov/java-data-front,Java,1.0,1,0,0.399441,0.0,0.0,1,3576,0.373068,11,0,0,1,0,200d520bf409a65e3936f0a7153e6f2dfb1b9fd3
480,mifmif/Generex,Java,1.0,2,1,0.136878,5.375,1.25,1,1801,0.291667,41,1,1,1,1,cda5912b915fe77395d539fcf94ea4b32f9ed6e2
482,google/openrtb-doubleclick,Java,0.892857,1,0,0.221448,20.5,3.375,1,5906,0.2637,78,1,1,1,1,d22dcb6d15b1ae6b0e98a585c5021ee59c85c50d
484,kairosdb/kairosdb-client,Java,0.987013,2,0,0.260701,3.277778,1.111111,1,4051,0.451206,36,1,1,1,1,ecc845b7e4875b35b735bf18f6460f3e8f2152d3
485,lenskit/lenskit,Java,0.878415,1,1,0.392309,65.881355,1.932203,1,49748,0.266154,382,1,1,1,1,ed85d9529d20dbc475c79a43f20f01d6fb233f8f
486,google/guice,Java,0.926523,8,1,0.144803,14.553398,1.15534,1,115110,0.569904,2914,1,1,1,1,6e9176dce0490f59b91fe5571a87227608f7d7bb
488,remmelt/dropwizard-oauth2-provider,Java,1.0,2,0,0.032397,3.0,0.0,0,456,0.252841,26,1,0,1,0,e46bfb85cf8fb42471caa177042dfb7e8a06b07d
492,jprante/elasticsearch-analysis-reference,Java,0.875,1,0,0.014555,8.0,0.0,1,1427,0.312112,13,1,0,1,1,e0d1ae35b4f5da826b7830621180aa0d9b139307
493,tkrille/dropwizard-environment-config,Java,1.0,1,0,0.3128,6.75,0.625,1,949,0.263889,13,1,1,1,1,d22d11d03cdc60282c50d5b49fa8d64b72d1f362
496,oyachai/HearthSim,Java,0.989933,3,1,0.160326,110.444443,9.444444,1,59324,0.361926,281,1,1,1,1,54db75b8eeea06282193286f10779f19672deefe
498,SonarSource/sonar-findbugs,Java,0.942308,4,0,0.04137,6.814815,0.111111,0,23056,0.373117,11,1,1,1,1,9470d108384ea27b9f39325d783ac75e9ed2839c
499,tiagobento/watertemplate-engine,Java,1.0,1,1,0.005644,94.0,1.0,1,2023,0.478559,35,1,1,1,1,5d979b97b13c0676100378d2f0b8373fbfd80bd2
500,mscharhag/oleaster,Java,1.0,1,1,0.308456,13.125,2.375,1,2140,0.603909,46,1,1,1,1,ce8c6fe2346cd0c0cf5f641417ff85019d1d09ac
501,eeb/dropwizard-mongo,Java,1.0,2,0,0.165075,4.0,0.4,1,712,0.310541,18,1,1,1,1,3e6a78d710cc3b969d79a4397b46708a4460b9aa
502,mscharhag/jmine,Java,1.0,1,0,0.156802,0.0,0.0,1,860,0.621145,46,0,0,1,0,ce8c6fe2346cd0c0cf5f641417ff85019d1d09ac
506,google/domaintest,Java,0.98,2,0,0.228305,8.571429,0.285714,1,3479,0.37931,41,1,1,1,1,a4a2dea7b7c22eb31db91e54927b78b6d38e1d12
508,searchisko/elasticsearch-river-sysinfo,Java,1.0,1,1,0.225604,1.821429,0.321429,1,5694,0.563374,11,0,1,1,1,5cae718df9d954efddc718067d210012663c2039
509,typesafely/try,Java,1.0,1,0,0.28192,8.666667,0.166667,1,894,0.465409,39,1,1,1,1,8d6be7795bfdc56431ba6c2c1d5de8da82acc73a
510,jmeter-maven-plugin/jmeter-maven-plugin,Java,0.931034,3,0,0.169811,8.943396,0.584906,1,2874,0.352794,145,1,1,1,1,c40b4f6c5c147b8bddd6c82eb631a3f7c7f68753
513,xvik/guice-validator,Java,0.911765,1,1,0.176142,6.5,0.0,1,2162,0.428016,20,1,1,1,1,54a3e9e5225b1b71db0c77e5d741bc07ce08bce8
514,tiagobento/template-engine,Java,1.0,1,0,0.019397,0.0,0.0,1,529,0.453401,35,0,0,1,0,5d979b97b13c0676100378d2f0b8373fbfd80bd2
516,allanbank/mongodb-async-driver,Java,0.936455,1,1,0.432762,14.465116,0.465116,1,99488,0.644641,17,1,1,1,1,028865c4c3886e2c659e950cc3b9c4ffaa65ce95
518,typesafely/try-success-failure,Java,1.0,1,0,0.294643,0.0,0.0,1,688,0.517483,39,0,0,1,0,8d6be7795bfdc56431ba6c2c1d5de8da82acc73a
519,google/truth,Java,1.0,2,1,0.258661,15.644444,1.955556,1,8012,0.62742,559,1,1,1,1,7d13f0061234af55847a40b89708699a0dc443ba
520,palominolabs/jvm-ssh-groovy-shell,Java,0.96875,1,0,0.104709,6.916667,0.083333,1,1626,0.422705,15,1,1,1,1,505bda7daf859233e4bebaadcaf64b5243afc3fb
522,libgdx/ashley,Java,0.984375,4,0,0.240641,12.2,5.68,1,4443,0.505353,338,1,1,1,1,d63d542228cd8c62cc2f7adf20055b0ac59a547e
524,stephanenicolas/mimic,Java,0.866667,1,1,0.158402,42.0,0.5,1,1941,0.588454,16,1,1,1,1,28991c5a10a87eb1c58d834f5a1e07fe1f731c48
526,darcy-framework/darcy-ui,Java,0.978571,1,1,0.33862,31.818182,5.909091,1,6720,0.553881,12,1,1,1,1,ae0d89a1ca45f8257ef2764a01e4cfe68f432e33
527,komamitsu/jackson-dataformat-msgpack,Java,1.0,1,1,0.049486,15.5,1.0,1,1533,0.522085,15,1,1,1,1,b812c9ceedb30892969510c2c9fed05cdc17a828
532,AdamBien/javaee-bce-archetype,Java,0.714286,1,0,0.110985,10.0,0.666667,1,790,0.487705,19,1,1,1,1,c20159bb5028f1955b31b834bfceafc55553ab51
534,structurizr/java,Java,0.92623,1,0,0.082905,14.111111,1.0,1,4725,0.314202,153,1,1,1,1,fb58852a1b3e614c83696e1afc069460b25e5f3f
538,manuzhang/storm-benchmark,Java,0.98913,2,1,0.290605,9.181818,0.181818,1,4796,0.359311,11,1,1,1,1,1c525761ace21d610b9be8926353ed20e14791ba
541,ebay/oink,Java,0.878049,2,1,0.20746,3.0,0.2,1,2625,0.492644,21,1,1,1,1,9f3e05e1a7c4d35561b297564113a853b09cee86
546,jimmoores/quandl4j,Java,0.924528,1,1,0.012998,10.5,0.75,1,117011,0.395952,21,1,1,1,1,be54fb58856586f7094ebe2984d680e38e58b3bd
551,frode-carlsen/cron,Java,1.0,1,0,0.159714,0.0,0.0,1,713,0.550613,12,0,0,1,0,1c4d68ec5a09fe24ca9bb4f7f3a15b8caabe8d52
553,red5/red5-websocket,Java,0.96,1,0,0.323662,3.625,0.125,1,2616,0.315467,18,1,1,1,1,24b53f2f3875624fb01f0a2604f4117583aeab40
558,rschmitt/dynamic-object,Java,0.965517,1,0,0.058783,33.333332,0.0,1,4278,0.499091,36,1,0,1,1,6b6ee65e7d84d5c96faa0171546dacf2abf8f934
563,aditzel/spring-security-csrf-filter,Java,1.0,1,1,0.156164,0.0,0.0,1,337,0.729412,19,0,0,1,1,341a2104301c980db7d8075f589044b48830c29b
570,uwolfer/gerrit-rest-java-client,Java,0.939394,1,1,0.316683,16.428572,0.52381,1,5494,0.311542,28,1,1,1,1,d5cdde942c0671e7b0c0266f82714cd7e399595a
573,GoogleCloudPlatform/bigdata-interop,Java,0.982759,3,0,0.271838,10.888889,0.444444,1,27245,0.562493,29,1,1,1,1,d570fa7a548a721bae8452c3adb6a5de6e39c714
574,remibantos/jeeshop,Java,0.852632,3,1,0.026822,19.9,3.6,1,19892,0.302165,15,1,1,1,1,c50b333f1c3be3d936cb67d1cfa5b36aaef01c19
575,nhl/link-rest,Java,1.0,2,0,0.102757,28.6,8.6,1,14452,0.369332,22,1,1,1,1,9f2352f59a3ccce30a548b47ecb8106e4e3a7fbc
577,jvirtanen/nassau,Java,0.921569,1,0,0.20966,7.3,1.7,1,2175,0.337967,14,1,1,1,1,ae2d827882c7c68ee7b22152d4c919bcef9f9e5b
578,reines/dropwizard-debpkg-maven-plugin,Java,0.886364,1,1,0.008344,11.444444,1.777778,1,2514,0.455512,40,1,1,1,1,7cc70dbaaac57cb5bdc1268c860eccf8de5099a5
579,apache/olingo-odata4,Java,0.982982,6,0,0.262819,60.625,0.25,1,119212,0.294927,28,1,1,1,1,6a800beee37f10aa5c21087a2c213bd9a6996e10
581,quickfix-j/quickfixj,Java,1.0,3,0,0.076034,8.884298,0.14876,1,119873,0.377012,158,1,1,1,1,e612ee6858673e6d4e1e21999fbda105e9c283bc
582,nurkiewicz/java8-workshop,Java,0.921348,1,0,0.049404,8.375,0.25,1,10465,0.688908,22,1,1,1,1,6e52e762f7ade6f3788d130950a3d5d68785a184
585,davidmoten/rxjava-file,Java,0.833333,1,1,0.227628,11.7,0.4,1,982,0.394118,29,1,1,1,1,515b781521272e779e08988bb3006c6dc454ca39
589,ToastShaman/dropwizard-auth-jwt,Java,1.0,1,1,0.2,7.888889,0.666667,1,1526,0.322289,47,1,1,1,1,17850c4ad75d1209b1218d140dcef399f4061988
592,seagate/kinetic-java,Java,0.979042,2,0,0.288253,22.272726,1.363636,1,81884,0.29535,19,1,1,1,1,bb04c36537845e299788c0e4f4f12a0514fd9955
593,stuartgunter/dropwizard-cassandra,Java,1.0,1,1,0.31136,15.7,1.0,1,1817,0.411955,39,1,1,1,1,3f3ac96ec64bd26c14dc3111f343f87054621fe2
596,graphaware/neo4j-algorithms,Java,0.967742,1,1,0.2606,8.3,0.0,1,3881,0.408206,23,1,0,1,1,2d4ea33e0a3a3a9d1e0f697777fc0133bfbf9718
602,salyh/javamail-mock2,Java,0.952381,1,1,0.192548,12.0,0.0,1,3309,0.253521,17,1,0,1,1,73266c1d4d3606baac542933e7512633a39de1c4
604,julman99/futuristic,Java,0.97619,1,0,0.108503,15.5,0.0,1,2614,0.427109,13,1,0,1,1,d4fdf5146ba2b3df21440485ba14b1e640df58fc
606,sualeh/magnetictrackparser,Java,1.0,1,0,0.29864,4.714286,0.142857,1,1269,0.332039,16,1,1,1,1,1166d0dd31e8fd6ff2be3d4c7925c0630eda86fc
609,google/closure-templates,Java,0.984848,6,0,0.39022,4.384615,0.538462,1,74266,0.332997,214,1,1,1,1,49da5725c47ff8dd13fee18efd188d06cd2e4a3f
610,neo4j-contrib/cypher-dsl,Java,0.981818,6,0,0.373306,3.184211,0.526316,1,6460,0.383562,44,1,1,1,1,5b18f70a00da35e4db62700cd6b5780fad48b38c
613,panterch/ch.panter.projectzero,Java,0.8,0,0,0.460385,0.0,0.0,0,270,0.822086,64,0,0,1,0,4877c709d8665549ae3b4420d66cf0b5960d5ae9
614,querydsl/querydsl,Java,0.963806,2,1,0.238643,58.57143,23.214287,1,118904,0.373431,769,1,1,1,1,cd608f04ed7534b1b62a78a28beb141071d149b6
615,syncany/syncany,Java,0.98579,2,1,0.273956,110.066666,21.866667,1,47445,0.315128,1043,1,1,1,1,5a90af9c3f3d666ddd0ea7fa5f309f3c39e28388
616,LanyonM/playground,Java,0.933333,1,1,0.089716,1.090909,0.0,1,851,0.316195,18,0,0,1,1,c0c50b69bfb08cae2d267bd95774be66df2ddb1b
617,thelinmichael/spotify-web-api-java,Java,1.0,1,1,0.067177,36.75,4.0,1,16346,0.255674,67,1,1,1,1,3c91c387c4abc57e39f7a0405396186d5cd75450
618,cglib/cglib,Java,0.995025,5,1,0.227167,1.19084,0.251908,1,14236,0.256149,534,1,1,1,1,5c947539c1218dc4ff1a14a7c36b4856b0ee6397
619,kolorobot/spring-boot-thymeleaf,Java,0.833333,1,0,0.024014,0.9,0.0,0,574,0.330709,45,0,0,1,0,00cb739087a7d933fbf3bca716fd06b4b362a996
626,MSOpenTech/azure-activedirectory-library-for-java,Java,0.875,1,0,0.333395,0.0,0.0,1,3623,0.325969,22,0,0,1,1,8ba9e9e703d134eed87f3972c3b04f94f271ab85
628,bkielczewski/example-spring-boot-mvc,Java,0.894737,1,0,0.01662,0.0,0.0,0,723,0.462214,22,0,0,1,0,6b2220f35eda9bb218dbee38bb5e564ee43a699f
631,esigate/esigate,Java,0.975,3,0,0.253002,21.357143,7.0,1,26280,0.328796,20,1,1,1,1,cf93424186aab1e9638f184838de394898801404
635,cleancoders/CleanCodeCaseStudy,Java,1.0,2,0,0.004804,2.8,0.0,0,1451,0.356688,110,1,0,1,0,d79f951dce1d613371619db543429bab61eb6f85
639,w3c/ldp-testsuite,Java,0.959184,4,0,0.074415,57.545456,19.363636,1,14187,0.886795,13,1,1,1,1,5bbf211bc40db6413a8c26678ca703837afb5f02
642,recruit-tech/redpen,Java,0.901316,2,1,0.156477,51.23077,22.923077,1,32240,0.509327,132,1,1,1,1,875029898b36d9dd4a053a0f925cf7c1a726c6af
644,spring-projects/spring-guice,Java,0.944444,1,1,0.179537,0.0,0.0,1,1387,0.385022,16,0,0,1,1,1dbba0d411c0b0dc44296a63ba1a070a8e9e07de
647,flipkart-incubator/Lois,Java,1.0,1,0,0.113028,6.363636,0.363636,1,11392,0.652223,77,1,1,1,1,c8097351b261b189a35c28b6ef19b30b15c26fb1
648,bkielczewski/example-spring-boot-rest,Java,0.818182,1,0,0.023684,0.0,0.0,0,385,0.403448,20,0,0,1,0,06e353b830efb25fec533c49644b8d3efa9ef8ce
649,hcoles/QuickBuilder,Java,1.0,1,1,0.070052,60.0,1.0,1,3730,0.30847,11,1,1,1,1,727fa0ccac38ec388393afef044a907aff8d42b9
651,HubSpot/live-config,Java,0.962963,1,0,0.013147,0.7,0.2,1,1314,0.262477,24,0,0,1,1,7a7ad6bc1ee2dcf333a573af0a4657b4d0f07274
661,buschmais/extended-objects,Java,0.949541,1,1,0.159597,25.818182,7.545455,1,15614,0.284382,16,1,1,1,1,0b91a5d55c9a76adba28ddccd6caba699eeaa1fc
662,johnmartel/javaccPlugin,Java,0.541667,1,1,0.024227,17.363636,1.181818,1,2609,0.774623,12,1,1,1,1,5e3ad464635558e5b2f85aefc1cff9efac9c0f27
663,kohsuke/wordnet-random-name,Java,1.0,1,0,0.189873,1.818182,0.181818,1,152,0.322581,48,0,0,1,1,3882e68fb81e1a2780016d99a78f5edc28d1f3a0
665,javabeanz/owasp-security-logging,Java,0.95,1,1,0.223823,3.0,0.363636,1,821,0.289517,13,1,1,1,1,ed214c9b91c699e6b6165f28900d47cb92d97362
668,vt-middleware/passay,Java,1.0,2,0,0.297609,7.1,2.8,1,6887,0.532903,22,1,1,1,1,be71007332cac6909c44955c2ac141b5d4fffd40
670,oxo42/stateless4j,Java,0.95122,3,1,0.266152,8.545455,3.181818,1,1877,0.46416,172,1,1,1,1,18d0ae1d071ae6f3133aa11814351bb81c6a2241
673,fabiomaffioletti/mul-at,Java,0.941176,1,0,0.0,0.0,0.0,0,488,0.264851,15,0,0,0,0,15409ecc6a8c16af797cd1c7a30f7c35c5f7584d
674,orientechnologies/orientdb-lucene,Java,0.982456,3,0,0.167905,6.583333,3.75,1,5049,0.385961,37,1,1,1,1,5b11a1424df788efd1047c4857689f048691c28e
675,nosceon/titanite,Java,1.0,1,0,0.286359,24.142857,3.0,1,7752,0.333133,13,1,1,1,1,419b9e25813ce044d8e772eb498a8ad96695b967
676,netceteragroup/valdr-bean-validation,Java,0.906977,1,1,0.261928,14.285714,2.857143,1,2357,0.316906,29,1,1,1,1,444a6dc2d3d9b26edbabc2b98fb1cf6e08488d01
677,chenlb/mmseg4j-core,Java,1.0,1,0,0.172582,7.0,2.0,1,1874,0.267188,63,1,1,1,1,db3d304c717d3cd0ed1e86117c785d46167103c1
680,skroutz/elasticsearch-analysis-turkishstemmer,Java,1.0,1,0,0.144625,7.076923,0.076923,1,2224,0.264706,34,1,1,1,1,e3c5f800727c8011e664357d73a3067097a5044e
682,giltene/PauselessHashMap,Java,1.0,2,0,0.239913,6.5,1.5,1,2449,0.318643,101,1,1,1,1,e837692d3b1621cfebaf4dcfc8a927bc6b653c36
683,ewolff/spring-boot-demos,Java,0.8,1,0,0.014975,1.555556,0.0,1,615,0.419672,12,0,0,1,1,6312c81572122db50b8ec7f6c7f03a946bc11436
685,yammer/dropwizard-testing-integration,Java,1.0,2,1,0.203271,5.666667,0.111111,1,707,0.347962,14,1,1,1,1,ab3319bfb7f2dc6cbd3b65c805eea152bd0367f8
692,lemire/externalsortinginjava,Java,1.0,1,0,0.343204,0.777778,0.111111,1,880,0.381743,29,0,0,1,1,46b9a9afc93a6cb0a76ef03873422d637a763ff0
697,warmuuh/libsass-maven-plugin,Java,1.0,3,0,0.159317,4.545455,0.545455,0,742,0.269231,49,1,0,1,1,b8719182796cdb42062605217a3a4dd7684e23b3
704,janusdn/jersey2-spring4-grizzly2,Java,0.875,1,0,0.134434,0.0,0.0,1,437,1.0,16,0,0,1,0,d6a4f1e000339a4f36396a2ec594ab864b638df1
709,arnohaase/a-base,Java,0.973451,1,0,0.147346,8.166667,0.083333,1,10239,0.378376,28,1,1,1,1,f3eef2ca89d67775f202a4c28140230a6229291e
712,josephw/titl,Java,1.0,1,0,0.217257,1.083333,0.0,1,4317,0.340471,17,0,0,1,1,e7060370973d624d5c7b18f82303407b76421501
719,Crate/crate,Java,0.999239,5,1,0.208035,496.0,99.07692,1,118668,0.384039,1157,1,1,1,1,f33cbc0ebecf42bc872c5eb2607eddd6c781155c
720,SonarCommunity/sonar-build-breaker,Java,1.0,4,0,0.269585,0.641791,0.0,0,329,0.580247,13,0,0,1,0,58cd2e8c859bd19834449cfb0ca0f299e0443f33
721,jmurty/java-xmlbuilder,Java,1.0,3,0,0.47946,1.179104,0.119403,1,2071,0.280279,38,1,1,1,1,0fbd3bc7512f5054711fa6d9ba7160d07ede9cf3
723,scratches/spring-boot-legacy,Java,0.615385,1,0,0.216199,2.0,0.625,1,1239,0.375806,27,0,0,1,1,deea53054d7d1fb3b435326b2933c7beb283a2fe
724,JodaOrg/joda-collect,Java,0.961538,1,1,0.24944,1.545455,0.0,1,3745,0.401814,12,0,0,1,1,2efc3cdadf2f1c1b57323da74f486fabe6b8c0cd
731,smacke/jaydio,Java,1.0,1,0,0.336694,6.833333,0.0,1,2098,0.326638,19,1,0,1,1,d9e4b394bdaae819e7f7c00862fc3ffd27f20642
733,optimaize/language-detector,Java,0.955882,1,0,0.264982,9.090909,2.454545,1,3992,0.318339,88,1,1,1,1,1a322c462f977b29eca8d3142b816b7111d3fa19
736,takari/takari-local-repository,Java,1.0,2,0,0.105685,2.1,0.06,1,2459,0.452599,11,1,1,1,1,1b44256202a15b748dac803e1bb70a2f75dec835
739,MichaelTamm/junit-toolbox,Java,0.970588,1,0,0.107856,7.0,0.0,1,8983,0.757709,15,1,0,1,1,40a8a33293a05e9f7ac945be8e755e943c4755d7
742,ezbz/projectx,Java,0.962617,0,0,0.170981,0.0,0.0,0,5925,0.321935,21,0,0,1,0,7a0066fed6b661b700ae700eb91e278aa42ad5ff
745,stealthly/xml-avro,Java,1.0,1,0,0.041139,7.181818,1.090909,1,1542,0.379663,28,1,1,1,1,c81669763e6af102f2c2e059ab5f77517614faf9
752,rocketscience-projects/javaslang,Java,0.983553,1,1,0.237627,50.76923,8.846154,1,25328,0.47611,590,1,1,1,1,26181f14b9629ceb729a73795d3854363c7dce0e
755,hgwood/java8-streams-and-exceptions,Java,1.0,1,0,0.214781,1.416667,0.083333,1,424,0.297386,13,0,0,1,1,f8cd352257137cc4c66dee6cccaccd4acb8600ce
758,lpandzic/junit-bdd,Java,1.0,1,1,0.383897,7.0,1.1,1,680,0.535519,12,1,1,1,1,1072e37b0dfea93f2d81b9131109436772b40d2e
760,tkurz/sesame-vocab-builder,Java,0.923077,3,1,0.06453,12.916667,3.25,1,2264,0.28961,14,1,1,1,1,ef3f8366bd06c1a39c133b25d864da61532e774e
762,square/jna-gmp,Java,1.0,2,0,0.222693,0.0,0.0,1,1891,0.407712,22,1,0,1,1,42388dea22d727c61633d9cf66bad581236a2003
764,sonyxperiadev/gerrit-events,Java,0.96875,3,0,0.469728,11.5,2.357143,1,7395,0.335068,16,1,1,1,1,974336e502cde2e6e984fd1f8ea230b74116d95f
766,irobertson/pojomatic,Java,0.912281,1,0,0.153407,38.5,1.5,1,7739,0.377686,11,1,1,1,1,193c4025d3bf983fb00208751d2ddc2eac1e9d70
767,davidmoten/rxjava-jdbc,Java,0.912281,1,1,0.266314,40.538464,1.076923,1,6375,0.389132,273,1,1,1,1,5752d046edac56e460f32852abd25c5b9ed2e0cf
768,matzew/simple-websocket-client,Java,0.9375,1,1,0.330435,8.222222,0.111111,1,803,0.422222,14,1,1,1,1,67c207de9de2310feddf70cf90994b1af028b012
772,mdeverdelhan/ta4j,Java,0.984694,1,1,0.447201,17.916668,2.916667,1,7672,0.467483,91,1,1,1,1,0441468c09cfd98754497cd9c0f1da9cf70fc4b9
773,forge/roaster,Java,0.957672,2,1,0.168883,14.473684,1.105263,1,18672,0.329601,93,1,1,1,1,4b98f00bf99426a81900c795ac633666674cdd45
775,marcosvidolin/doco,Java,0.863636,1,0,0.290654,10.307692,0.769231,1,1465,0.260171,13,1,1,1,1,a81a9ad2815cec41d0b99c23a6ab6e3e45938158
779,ptgoetz/storm-hdfs,Java,1.0,1,0,0.316763,12.25,6.25,1,1923,0.290081,50,1,1,1,1,be5eae3bcc07cfbaf49c19c57da42dac1351a3e3
781,GlenKPeterson/fp4java7,Java,0.982456,1,0,0.281324,7.307692,0.076923,1,3163,0.339655,59,1,1,1,1,56bc36034e0a6f2b576064f6e4990cf0f8297104
