idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
1,refs/heads/master,3ce571f04ef9f3edd662c1de88ce5031fe700fd5,6d92e44549d058b29ab9d5364655d07ed522cbe1,0229efddf3f332210b4ca3f071e3d0d0160ba39a,,28c8f53d23357fbb6114098f4789b14497f750ef57c8e179ffe9ff98c44e1961,Tests_passed,24b23da3ffa9aaca3c8f982daf70d7b1babe0d27de17607e60c692f678e2bd3f,Tests_passed,True,True,True,True,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6,Tests_passed,e6d98aeeac9dd849c9f1f45486deff6283e81b825d61f1b8f84dabd38a38a499,Tests_passed,9fae743706ae483889177dbecad5953a3059bd980da2df8de570afe9044725f6
