idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
9,refs/heads/master,f1d59921febff096199589ed166674bd75912bfd,c94ef3884ac0c4d52e141bbbb2f0949578fa9e33,26fe905cc67a1095dd2ad8a543552d526d419acd,,False,True,True,20,148,474,1,False,20,False
19,refs/heads/master,3f0214a8e370379baf12313e3c96f58872640362,afe9345ba5d982f3cf41b4b78a11ff0b0254c812,5fb03d2751d0717da37f0efeeca58ed7c883197e,,False,True,True,7,19,98,1,False,7,False
