idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
2,refs/heads/wuic-0.5.x-snapshot,78c58903390f27338dfa0bcce3f74251bac9f4a1,a07e594b892a12e77721f0541a188fab25556ae6,d49236e9cd0043625473b3d7d9e671adc42a178a,,False,6d467bd82f1be718a26b1d99f8b627f98ec8ade00be40f7a46c0daa2a43cef0f,18084f8f717e57c259698008c95021818de806166e9b544d07c0ae607ab114d8,95,True,Tests_failed,0.0,Tests_failed,0.0,False,False
3,refs/heads/wuic-0.5.x-snapshot,0cb064d3d1e535d676e0d4cefd8045c1cf2db3fe,d93f2014765caf8a670fd948302dfae53643e77d,32f3d5cd4aa81b6222e14f1f6e1f383ad732ab7f,,False,,,5,False,,,,,,False
4,refs/heads/wuic-0.5.x-snapshot,c0250a109919ee3c61b4158af70ae953cb5a4931,e3440c8cb57f068e2c8e13fe9ce5fabea34ffea4,0ac9fdf3b8ee40a2445e2833d5e45229a131719a,,False,5425e3afec0d0ecf0a35389da210805d958c9136595dd3a6cc9772e2b1d057b2,a8e668bddbe930a4a217e8aa539e9ba90fdf8f193d75fa31e738d40d6932ecfc,1122,True,Tests_failed,0.0,Tests_failed,0.0,False,False
5,refs/heads/wuic-0.5.x-snapshot,549d1f32ff8a8cfb29386fbe9c97601569f21605,5d65b0957987abc9a1b014db2dd720d3d3bafb04,498574ea34c246d9f0eb18ce5218838c61f08a36,,False,,,2,False,,,,,,False
6,refs/heads/wuic-0.5.x-snapshot,60741329589dd83a14c7a2064fa79431e8aeab2b,6116741c4e24c92ccae44001cfe15b9fe444f765,3d676d2170f608101601e7262e60917dd0c2a65e,,False,,,44,False,,,,,,False
7,refs/heads/wuic-0.5.x-snapshot,3ba5dd8a2274d031980a7510a46c21a206c6bc80,a92f81fa04c07b952b0e56cff61b975d421cefe2,8e2b665b4623e40a44b718fe4fbc00e99db6fe9f,,False,0daf4dcb2dd7688af0c748a4baf6a934395db7bf1006f78d39780b548cb35bf1,8c10a06364cb8c44cb638306c86589486179363935862c27062b805726372b5c,641,True,Tests_failed,0.0,Tests_failed,0.0,False,False
8,refs/heads/wuic-0.5.x-snapshot,8e2b665b4623e40a44b718fe4fbc00e99db6fe9f,5fc7f82e78f2ad5ba2d4dfac12ef974e4aadf3c9,01bb413086b3c492883351193426a9a13e510c66,,False,,,4,False,,,,,,False
9,refs/heads/wuic-0.5.x-snapshot,2277cc34a4c36c475170bdf0dad2b758d9b6808a,67db93f5f69f8377146401a9f292c27cb1123ef6,cf404abbead4d33cc9b43297b25d7629977c35a9,,False,db84aafed77a7bda3283fe315b7e58b8871f2c4c003edb5a1a7eb7d7e27506b3,991153abccbb60c629229fc7ff6c0e808072b8fd116cdfb889cbaf191663bbfa,44,True,Tests_failed,0.0,Tests_failed,0.0,False,False
11,refs/heads/wuic-0.5.x-snapshot,79f0a552d521964fc2d66101d2aff81c9dd7b131,93abb022ad01c7bed4b6d6c041345b93dd5bd5df,6f9bbc76a9e05c9e04d06b7c43533296ab43ea2b,,False,fedddbfc4b123955aac2064bae53fedf7034cdf8e9b71c33cf7d4582c085862b,b09f75e816e178f80c3f4183d2e9a3a6b1a7d38ce525715acfb5e99382d47d73,56,True,Tests_failed,0.0,Tests_failed,0.0,False,False
12,refs/heads/wuic-0.5.x-snapshot,c7e6fb37c68d897cabd2ad8e214413874ca330ea,d8f4a954cc5ce6483b072a850814af53ee93a32b,b89b1955b3560e035488da8d0a3e7f7f6cd0efbf,,False,dee0ee3560dc47e9746a22d2bbb3d387089726af019c624fd27a6317dc5dca55,b9cd23e9db20b0c8c79f2f10d4eff0cda743e91e217ab0c50ff4d86a32b30263,6325,True,Tests_failed,0.0,Tests_failed,0.0,False,False
13,refs/heads/wuic-0.5.x-snapshot,6a48a53465aad4c47d928463f973aff257bb6ab3,ea4342408e27c7b7fe79afd1b7944225cb81f907,a6e78e6026416e54f937dbdd50f6a7dbe83c640e,,False,7e4abf2350cb7708238191e487bb363017e9418c780265d93b9f74e7394f4463,e9c8237ae5c77aecb7f0c0a73a25ac792a65ae3c79176eae02904ab72f39f1e6,381,True,Tests_failed,0.0,Tests_failed,0.0,False,False
14,refs/heads/wuic-0.5.x-snapshot,c7947117e05985b4ceff9a2e1eef0edfc8587697,d7527d11d156ac1873b48bfe013dcfe5e8baffc7,6aad982253807f33e9cc8bb8dd89a0479298cf70,,False,,,157,False,,,,,,False
