idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,b874b761ac72caee59f9cd7179d6746392fb3f04,72d7bff9402cabf43b19900fbfd463cc693799e8,f904f330cba5fbe7efc1df145492a163ee0664f9,,18,1,709,28,False,True,True,18,False,,,,,,False
2,refs/heads/master,2df20457ef7e0d4f3da9c55e436bd0bd394b89fa,4acdeeffbd626c7d4a82fed62328f9b8e3108755,8c184a5fa9b6907eab4419bed67833c50cbf0a99,,6,1,317,16,False,True,True,6,False,,,,,,False
3,refs/heads/master,42251de30ee585c221434ec8b1f1eb8555b7538b,36544bebd0a0d75f28edf24bd3d4a5a0d94fcd8d,5cee7c6afdb01331b7624d9b83219b346798aa6d,,11,1,410,12,False,True,True,11,False,,,,,,False
4,refs/heads/master,4a4a4469c54485ecb7c18c8fa43e684221ca974d,d9a7d795258679a646cda5238a4cf8e9457e4add,0121580fca362120180ac0bf1b0cf2b9cec47828,,85,7,3637,318,False,True,True,85,False,,,,,,False
5,refs/heads/master,34395747f0ad4bb9764843b9187abe7d9832d8a8,71a38024f2b4f5614539a528eb25302d53cd0e4a,731142c6b678a23103e7dc6e63a3076f401fd8fb,,15,1,319,23,False,True,True,15,False,,,,,,False
7,refs/heads/master,a437b010651ecb8637c2d4e675c83662d4d529e8,be5d61bda9781047a72876d45ee515fd4977ac9a,be98dc5ed7202577836261a52712b115a9b23a7b,,21,2,213,31,True,True,True,21,True,Tests_passed,3b0f831988334338cd3c00bc5c56345535ad3e2db03ee3da4c457c5d65c7ef95,True,Tests_passed,85ca110bce78ef542ddae007fe55096293313bd905e74846ae1ef11b14e57a3d,True
10,refs/heads/master,568b0a4a3c5affe67113f082c9933c794d827d05,7dafeb2552b607eeafbd0126f913076fc58a5d7b,1200080f8a241c981ebf7bc292e50df40dadece2,,15,1,209,53,False,True,True,15,False,,,,,,False
13,refs/heads/master,d4922ca8f2510389a317f09c8644bfa391ebee5a,1e28b0e2d1c7b1e9beb05739d7fce0e21a71f66c,4a5956feb351516e10321d4a42ecc7ce8f0b1df7,,2,0,4,2,False,False,True,2,False,,,,,,False
16,refs/heads/master,3d9457c7ebb2dc0141271a2e6371f4e3407269b8,ac7726475da519c4c50dd0041bafd23d8031fcab,d478ae2a2814a4826a9e5b144b0e304bca529190,,10,1,186,17,False,True,True,10,False,,,,,,False
21,refs/heads/master,7f8d311fd6f8fabcc4e6b54a9e3cdcda47bdbb8c,3bb001c6fcc8f95feb87b41de52e464d27dd693e,1bff470adc5760132d3dc4ea3b37e54157eb2f7e,,25,9,688,47,True,True,True,21,True,Tests_passed,d5684b7f2e3f034de4b23969d67495f96d34280ba99510b9471f3219e24c03cb,True,Tests_passed,3a596a60caacba76a1ed8e3ecc71ba49a39194bc5a380cd6ce129dd218753922,True
24,refs/heads/master,9800f57620c51d0dd237857ad8d871d425cbd705,f8ce2392eadd534952fee49d88a031c7232f358f,d7e9c677cb98fd0134d89cb5a49076897ac2a637,,5,1,29,9,False,False,True,5,False,,,,,,False
25,refs/remotes/origin/pull/111,71c90490ecb61874720286eb9ead32d7c235acce,0cb0b9bce961217958ef855e3e9e7d7f8ceb151a,503f5f063a070ed93d8b86cc5403d141ed05d707,,7,1,32,8,False,True,True,7,False,,,,,,False
26,refs/remotes/origin/pull/144,90db52c9ae34d2a60850b5490c8e6f91b64b7ba9,3b28f42106b100e78687aa8d46abd89b816e45d8,a8d5177570e70dcfa48febe720d8f9f35e3221e2,,21,2,1261,31,False,True,True,20,False,,,,,,False
27,refs/remotes/origin/pull/150,e08f006a776c4f620ce8b255e8769141a8169245,dddca36166ab23542e1590c60f2b3b3e48c4c4a3,67cd8a2965f20888f3ecf471f12bcec6d7935099,,4,3,8,2,False,False,True,2,False,,,,,,False
