idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
3,refs/heads/master,61eeaf27d1eb33846600e015ed9619282cf761a2,dded2ef9a1f4b5647e07481c27a966bb1079086f,c021f05a9f0c6625ee52ea0d60906526b3011af9,,2,0,12,3,False,False,True,2,False,False
4,refs/heads/master,dded2ef9a1f4b5647e07481c27a966bb1079086f,39cdc85099581e9783490d70ef55b4d8c6273dfa,5f599e860651f271d9adf47791e563810458fdd8,,2,0,2,1,False,False,True,2,False,False
5,refs/heads/master,39cdc85099581e9783490d70ef55b4d8c6273dfa,f598ce9aadcacdd2ac4a73a8e2232673044c5a3d,0881cb875c501086af685bb61a35ae03fa28ef9b,,2,0,2,1,False,False,True,2,False,False
6,refs/heads/master,f598ce9aadcacdd2ac4a73a8e2232673044c5a3d,fb710dba185338780f46498041dd74776113cd1a,ded54bf047688154f69171ba2d3a47c5d0017127,,2,0,6,3,False,False,True,2,False,False
7,refs/heads/master,fb710dba185338780f46498041dd74776113cd1a,a28b20e78287183f1d0d39f246994f0cfda3512d,afc16b86ac19cf0bd52b5340a14a7ba256ebb455,,2,0,4,1,False,False,True,2,False,False
8,refs/heads/master,a28b20e78287183f1d0d39f246994f0cfda3512d,08aacd95cbc866d93432901d1b0c3641fa561425,c5c2ca349856d6c1b7c56be739cfa01636930c3f,,2,0,3,1,False,False,True,2,False,False
9,refs/heads/master,08aacd95cbc866d93432901d1b0c3641fa561425,2bac0631c922bce4d09f325452ecabefc1b484c7,b57bb0db45c9fe752f45540cc5e4b39effcd366b,,2,0,16,3,False,False,True,2,False,False
10,refs/heads/master,2bac0631c922bce4d09f325452ecabefc1b484c7,98e8b9d13148ecb91f044c21bf830cf9c7918eb0,964485abbffb0d88bafc36113e9ac7b966a39a88,,2,0,2,1,False,False,True,2,False,False
11,refs/heads/master,98e8b9d13148ecb91f044c21bf830cf9c7918eb0,1660987bc52e3dd80ac14f4530bd169e9dae174d,4245ae382d60a6ff0438a808c43f2e3919458fee,,2,0,2,1,False,False,True,2,False,False
12,refs/heads/master,1660987bc52e3dd80ac14f4530bd169e9dae174d,0afe78e16b789dcba2fcb21198de1ed2279b5eef,bf7242c0edb45cb7a54673e28cfd0d592fc374e8,,2,0,2,1,False,False,True,2,False,False
13,refs/heads/master,0afe78e16b789dcba2fcb21198de1ed2279b5eef,73d50f58a8e00b97adbb4cd52eb2cb4c82d7549b,5f47858014e77933426867464c7d7fb4cd04aac0,,4,0,22,6,False,True,True,4,False,False
14,refs/heads/master,73d50f58a8e00b97adbb4cd52eb2cb4c82d7549b,66d9afc9485238a005e858c10a65194169664762,dfc28ecd99a60cee8a52b8c47009ebc4a71e7efc,,2,0,2,1,False,False,True,2,False,False
15,refs/heads/master,66d9afc9485238a005e858c10a65194169664762,4768f2cda66209f74d4cadc3995b36eac4f318ea,2617e26e6eb2ff175a71b2e363c71a7771045e95,,4,0,34,8,False,True,True,4,False,False
17,refs/heads/master,6b5126fe58034e1a850697b267c1d219ce378608,98328217afe72a5dc8950d319cd1f9228fb20c27,ed75c36283ec09f6b897a21cfa14d16a60a15ca4,,4,0,19,7,False,True,True,4,False,False
18,refs/heads/master,ed75c36283ec09f6b897a21cfa14d16a60a15ca4,b006a205fb5c002cba95978cd29e6ce83dc5d7d1,7f1e263a8bf00bf8083102a63d82e61abab6a518,,2,0,6,2,False,False,True,2,False,False
19,refs/heads/master,b006a205fb5c002cba95978cd29e6ce83dc5d7d1,84ca5d75e05302cb4cd15ecb39d2bb4856a255e3,3e01ee8c761d5d1b1ebc977abbd7c93c0a161ccf,,4,0,25,9,False,True,True,4,False,False
20,refs/heads/master,84ca5d75e05302cb4cd15ecb39d2bb4856a255e3,bd65aa90eff72a989c78eb1381c7f0e01c202aee,4534bbd661ef2db67adffc0dec64db6efaf6d982,,2,0,2,1,False,False,True,2,False,False
21,refs/heads/master,bd65aa90eff72a989c78eb1381c7f0e01c202aee,9324a024d969c25ef80b0e7f4a174960cdf387ee,f80038f513af9fb7a7eafdf3cd97cc1c94020830,,2,0,8,2,False,False,True,2,False,False
22,refs/heads/master,9324a024d969c25ef80b0e7f4a174960cdf387ee,6e006116a34ded29f5d183c67b22dda05ad46789,7994a7c5dded3e926084ceb982adb25dd24298a3,,2,0,5,1,False,False,True,2,False,False
23,refs/heads/master,6e006116a34ded29f5d183c67b22dda05ad46789,4325c1da6f7d0ca8755c3fe867f59920b90a1231,3f86a8e7513d6d4d63cad4eaff23d28c9590496e,,2,0,2,1,False,False,True,2,False,False
24,refs/heads/master,4325c1da6f7d0ca8755c3fe867f59920b90a1231,3ebfc48fe3c9cf2fe52c7b04790244159109c97b,8e6992a4decf26ba9f8d90ef119d1dd1e1b72d23,,2,0,6,1,False,False,True,2,False,False
27,refs/heads/master,e27651ff86aa984051d8fc6e0da3bc14ce58921f,a5ec8199eed9f162d9bcd967eb1c70e07ec7caf1,6d75447103b7a33e0176b1d9959fa885276e8460,,5,2,80,22,False,True,True,5,False,False
28,refs/heads/master,6e5a41768f8cec8fcb354ccad9a8f73fcd811776,b43b7e0ff7cd2126d22945901f89adac8f7ed3ff,2df90fa0859828d7d5946aba957699fcf623e49d,,4,0,33,6,False,True,True,4,False,False
29,refs/heads/master,2df90fa0859828d7d5946aba957699fcf623e49d,0cd39541df49b1dc0168a5bfdfec4e9cd70bb69c,1542a9604bee8dd481f137e83e42867b234e6e3b,,4,1,33,6,False,True,True,4,False,False
30,refs/heads/master,b43b7e0ff7cd2126d22945901f89adac8f7ed3ff,4392782277429a024bedba36d67ed857241870a2,11e8cd22421e02d567b146a3148ec65615a4f1b4,,4,0,61,11,False,True,True,4,False,False
31,refs/heads/master,6dfad264d5e7f77a51701d290358b91f5bb4770d,266dda5458db2b106e442bd03beb88f2dd10b6f1,c3b8243a8fe747b55a65b25a6e82b1f422ce7f4c,,3,1,66,3,False,True,True,3,False,False
33,refs/heads/master,dfe4e3ec3c01ed25a644ed024014ca5b9a2884af,a646a2f24df2d2d2c10ff40cf93a175813850b4a,5c9b99163d2f1bb26639636b1ae162d9ceebe489,,2,0,4,1,False,False,True,2,False,False
35,refs/heads/master,63daa716c16eac45c138893c3d9957706d11c018,36a5a180ea5965ca4d5433636e0ad0105df56a05,bab2a242feefce0d2e04c07ddaf9dfbd1a14c434,,7,2,82,7,False,True,True,4,False,False
36,refs/heads/master,bab2a242feefce0d2e04c07ddaf9dfbd1a14c434,4480fa5a0d20e465b082553a6f4a2e295ee92fb4,288a81b5de57674876fc9a8d54d89e9cb96f0b24,,5,1,140,19,False,True,True,5,False,False
37,refs/heads/master,e7b85a7900da5f98ac2c14590f8472054decf5d5,ebe17786d8195da085e196451218cda66aa990a3,4480fa5a0d20e465b082553a6f4a2e295ee92fb4,,6,1,202,9,False,True,True,6,False,False
39,refs/heads/master,34764c5da040a8a8af8f9dd24d0746588184c0bb,07432419527f008c6e31c0c2fb0b1046cfa8b5d0,6bf0e4d6e3f8dadc5af92a7529d6b1468851d097,,3,1,7,3,False,False,True,3,False,False
40,refs/heads/master,8ab1106426f4de4b2ac4785e8051733922838006,fe2d747b92cf5a85e323d10744069b30092f357e,b191e8decdf36e63e6b301f077850a626f70f93e,,3,1,10,3,False,False,True,3,False,False
41,refs/heads/master,2b76d1e3c685c1fa1b8091fdecbee7b7ca0583aa,450039de860398b1fc4fd70299950f28af678ef5,a0d72aea726c93c5b9ecf32c651f49c8e0f30276,two initial commits,Error while retrieving base sha,Error while retrieving base sha,109,3,False,True,True,5,False,False
42,refs/heads/master,450039de860398b1fc4fd70299950f28af678ef5,973f2992960d83bfdfcd5529c08f6c3c2606002d,bbafa12d2b8e00648b678a708481f42e60afbf92,,9,1,279,8,False,True,True,9,False,False
43,refs/remotes/origin/mvn-repo,e6c7016577fba07a75c32ce362e2c5e2680d4ca9,852ead72c4671be480c736a6da7a128eed526192,46290b0b8c37b2e64a3e919c787a69a92c19732a,,22,1,43,23,False,False,True,22,False,False
