idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
3,refs/heads/master,4446e601096aa1bcdad3b88c6814cdbd5162a6cc,b93fb76bb3d52991f492354d7b60e7cbf0d50430,2fe840c6d539ce0afdf0bf55e50b5de25b1c3d75,,True,True,True,30.0,105,321.0,2,True,30,Tests_passed,535d28373b48c00b2bf19758056905e385d2cf0aefdfe165ef0ccb303b83118d,True,Tests_passed,54985f92d8620d6f1d5ccb2515850cb0aa8432c9d53e9b50b9c0d2055617e839,True
4,refs/heads/master,b93fb76bb3d52991f492354d7b60e7cbf0d50430,75f4d6b7ab5295c50a29093ef830f07eda680bcf,8c80cd24e917c46743b55d15c3714f503834028f,,False,True,True,17.0,24,52.0,0,False,17,,,,,,False
7,refs/heads/master,38eb005d4af26d4efac55ee553a324707ca75486,0f668972d2ea34b04685aa7d8ea4dc20924e1dad,0671ea4bf8142f1731e00ac44c10b73abce310d4,,True,True,True,20.0,79,265.0,4,True,20,Tests_passed,9251f95f877e91999a10b5e5d5cbaa6399c9e608b994e19cd3d317d04f07b032,True,Tests_passed,640b135b2fcfa2a26afe641df242f6c416b7642895fdb16e6ab9f5da7967f1ae,True
8,refs/heads/master,0f668972d2ea34b04685aa7d8ea4dc20924e1dad,6e79bb2e0be82c7275b311de37af11a665452928,3cef04433f03bc21e679d7839ac04a3d196769af,,False,True,True,20.0,74,215.0,1,False,20,,,,,,False
9,refs/heads/master,6e79bb2e0be82c7275b311de37af11a665452928,18072b1256c9b409789af05143f9f396a348ad4c,3ea91ab06b0126adc71a59a28d9956a9408a8a76,,True,True,True,19.0,73,213.0,5,True,19,Tests_passed,7303bc2e2514d2044169872f413198a74ff3690cb624d583ab605b0a2e14ebc4,True,Tests_passed,00cd69be234e5e2200f9e110c743381f38c2c2d8db42814e271fd7235ef8ad13,True
10,refs/heads/master,18072b1256c9b409789af05143f9f396a348ad4c,17e8e4a97f66fc00e8ff23fb42f3033f7166b2b3,40618944bb5b341cf799e2532190cd305954e35c,,True,True,True,16.0,57,175.0,4,True,16,Tests_passed,729acd5f7bd17635c1484ee29e18bbcd2ea05a9e4e73c875826f6cfcac3a4084,True,Tests_passed,3f72f95b5c0ab399ce0328a72d97cc08ba729fac9006ab9db539b0ceb7c5340c,True
11,refs/heads/master,17e8e4a97f66fc00e8ff23fb42f3033f7166b2b3,4de13272de6114d97ea67ba628be3511b6824179,5ac1e18da2b2a5ce79a705d7d927f15bb5295b83,,False,True,True,14.0,49,159.0,1,False,14,,,,,,False
12,refs/heads/master,4de13272de6114d97ea67ba628be3511b6824179,52de003efc49e86097f1b098563397d27dabfc7f,74de4f9870d126d9b367d54f50c6f80da0835cf7,,False,True,True,12.0,37,126.0,1,False,12,,,,,,False
13,refs/heads/master,52de003efc49e86097f1b098563397d27dabfc7f,8ccde7b767cf3ac446eb4a8ebe61f27082a4378c,7e79208038c28fa0a66a469c21c826d815eee862,,True,True,True,11.0,36,81.0,4,False,11,Tests_failed,02c4d8a9f9810f6397d0bceaf96d1dfde8606c6ce1da655f422376479436cfe8,False,Tests_passed,c91836e19d77f0d2a40c3b4582c134af3f6bebd01b7075b041b1d16d500ffd54,False
14,refs/heads/master,8ccde7b767cf3ac446eb4a8ebe61f27082a4378c,fca758e17d1e1de34ab4ab3c7fec162cc9a933f6,b02505255b0a8958a03edb45bd289f0bb1413a28,,False,True,True,11.0,33,75.0,1,False,11,,,,,,False
15,refs/heads/master,fca758e17d1e1de34ab4ab3c7fec162cc9a933f6,0565109209eb92255ad6c21f2f5b471d667363d3,c83f9964fcde966e0e259648965e5e3ffc3c69c0,,True,False,True,10.0,31,70.0,3,True,10,Tests_passed,553f0a867b96ef3c416ada65f30f2a4341707d7c99dbd4fc4f57ec13c2170992,True,Tests_passed,6685ad4ac4d2420ac971d680a53b89108d53cb3521a40f1b3ee61aa7a50c69bd,True
17,refs/heads/master,9eca81864c3ecda45ce0658624b49f4f60ac4cbd,d66eb60755a7dd7027feb5ad3ec81814843e486f,f075b3fc63a5b28f847eb313f4586136f3baa5bd,,False,True,True,8.0,19,117.0,1,False,8,,,,,,False
18,refs/heads/master,89388fe663547f1bea952500a5aaa30c9ea19889,c345ed7b6987c4fa5ed3a1ce80b6274536182a59,c17e723188969093b5054bf01e20cee519491071,,False,False,True,3.0,3,10.0,4,False,6,,,,,,False
22,refs/heads/master,f951d81ffdab1bd9081059aaa572e31d7b6112b8,1f4f523af52c5106796bf7698b23b235385cb62d,e3ef9899c79277ad33ea87bab153dd77eab1712e,,False,True,True,84.0,307,3236.0,0,False,84,,,,,,False
23,refs/heads/master,41ad27a5dd6346e908cdfa32fdae1325d90a399e,ffb0904966673f4eca342a8f931c349462421a0c,bd5f9ae83e2e31b0516af01dda3720f5e1e8910e,,False,True,True,6.0,10,480.0,1,False,6,,,,,,False
24,refs/heads/master,1f4f523af52c5106796bf7698b23b235385cb62d,7fc39cdfb43b61b442b6951f3dd1f77a4ed33b84,426d8ca7dc2811641b609736ff46fed718084d54,,False,True,True,19.0,45,380.0,0,False,19,,,,,,False
25,refs/heads/master,d46cc49aa962b853efbb3f667b0e8c217e11ef5f,804625999fc5edf7e525d7283f61d47c850276d1,462e1e00c09e04f54148eb19729e2185b31337da,,False,True,True,15.0,47,302.0,1,False,15,,,,,,False
26,refs/heads/master,7fc39cdfb43b61b442b6951f3dd1f77a4ed33b84,9028ac1e5eef99d1c9857e924c5c5858799e575d,462e1e00c09e04f54148eb19729e2185b31337da,,False,True,True,57.0,228,3258.0,0,False,57,,,,,,False
27,refs/heads/master,462e1e00c09e04f54148eb19729e2185b31337da,f5284e308437cc41c00c0b5cde0d66351bd7a5c4,32cc79cd2d239df8e3f41a9151947b7723a99673,,False,True,True,14.0,43,199.0,1,False,14,,,,,,False
28,refs/heads/master,32cc79cd2d239df8e3f41a9151947b7723a99673,f2abbd40173995e87e9d9c2578af2b1837c0de26,928a2f9033b29ef521652fd80319d91c60845636,,False,True,True,13.0,25,159.0,3,False,15,,,,,,False
29,refs/heads/master,4f8a884e31a061f34372daddc79dfcc221503a25,d3506475c9a4a2db231a11da3d4a23a75b2b76ec,1e0cd8717c8ee6c2c1b09c62ef94035af7e6ed42,,True,True,True,5.0,10,40.0,3,False,5,Tests_failed,4629b2668358ac396d84c293f4d05727e7fd4f460b5ca3fd88f8c03f7f7db8cb,False,Tests_failed,06ca73b0874389b58a8aee6ff425f85d868aa2c6f48a887eb8ecbb9712d7e75f,False
30,refs/heads/master,f01982e854e5cc3aa698f9fa5ff4d16878ac4aa3,01ef54ddc6e30f40066f814f26e2e3001fd20f2f,700e202d50ba7e4c6ae2f207355d7dffa18021e0,,False,True,True,10.0,38,124.0,1,False,10,,,,,,False
31,refs/heads/master,d471658c470a4f2483e3220457b53fedad7f5cbc,506d1c85f8ba7638c1ea7d61116064a2ac97b2ed,5f7db3939b1a91dc3e5871a1b12d5656e7bd97e6,,True,True,True,10.0,49,326.0,2,False,10,Tests_failed,7499189ecd7c7dd897ab607e9d0741b11dcacda2d7488de3c5107367d7f0422b,False,Tests_failed,dc690c7116907cbbc70f2ad4fcedac37f607543e71025192be4ab32c62b9277d,False
32,refs/heads/master,1b606b364eb42c141955fb299a3cf2e100433d30,628fa78c9f763ecbd9683f3407bda985ea8176dc,3fec62411c3acd9f00f07945df021ea4fd69b3cc,,False,True,True,6.0,11,36.0,1,False,6,,,,,,False
33,refs/heads/master,56e57e0843f4b19d1881af66003769840bf0e079,936ed725aecd84ffff667de5664aca1871ed1b41,1631b34fd8c138484619b271b0a8b4c6cbe67eb7,,False,True,True,5.0,15,143.0,2,False,6,,,,,,False
34,refs/heads/master,379cde53a30712a91f7668319990f4e3af2d2e40,0c5cff8f92189fd7cb25c9a8994ed00f625d9bca,e739540dd0ea5fa2cd20bbf853a06fdd3fa2140f,,False,True,True,6.0,17,128.0,1,False,6,,,,,,False
36,refs/heads/master,685b24cf00dd3ee7e52b5fc3124f0ab4892462eb,08c60e43956cdd509a85de333edafa16a0f7bd62,61246448844fdc631ff37fac3858ccfdeae595f4,,False,True,True,4.0,12,62.0,1,False,4,,,,,,False
37,refs/heads/master,5545d3afd5df391e0bed8c39b9ecfde1baf716cd,cdb85bd89d330f6478b7131d4239485d7ec7d23d,47929c9f3b2d6fc38e4f3878499dc20e3291f138,,False,True,True,7.0,82,615.0,0,False,7,,,,,,False
38,refs/heads/master,cdb85bd89d330f6478b7131d4239485d7ec7d23d,2d4270f3f8b86cecbcdbb115e4a66778b6acbd81,a8fe04be2253128231f97df9083907594971bdf5,,False,True,True,18.0,46,288.0,0,False,18,,,,,,False
39,refs/heads/master,a8fe04be2253128231f97df9083907594971bdf5,a93fbfafc17fe91d871f56fa8044bc8fb91cdbc8,d8c0c74f7385df7eac105b4a900323a95c0f8d49,,False,True,True,9.0,14,43.0,1,False,9,,,,,,False
41,refs/heads/master,bc4c9b7a3b6c03548b4bbedaf0241f5983d780da,530134c42005523e13127af357f2bd31e0958b5f,8bae95e5638b2a5156c09e67b94ae4e0ed30ea52,,True,True,True,8.0,38,143.0,2,False,8,Tests_failed,8097207d020930f2539ee3ec4fbde6d79e60fb20ee83747fdbc68a46a2304fe7,False,Tests_failed,504d6eef9dab2ff05e6779f114cfaa3a3404e58a6e9243f8acbbbdcf171fc84e,False
43,refs/heads/master,77361331175da8e7fd4a86ee7a1b7bf9a607dc1b,58f7f02e2f51d45feb0cab92ac72bc95ed4bc7b6,7b10979e22d3a3b20eec33b54c753019e12ad85f,,False,False,True,4.0,4,22.0,1,False,4,,,,,,False
46,refs/heads/master,2b95410fa72ce3fbe8e1f7a7b44c1c4009adf89a,f34b6943c47914a446d929e4961c1448e92d8196,ca869d0e26465684f0c0fa724cd7ffe90fca93ae,,True,True,True,11.0,44,423.0,3,False,11,Tests_failed,4c5e468c5d36a1f65738e6f9f4be4efe64f859ab23f1332b98ce68ef5382121f,False,Tests_failed,b5de50cb0afdb47694af50ab6e19f9c9f305fded52e555248ba4e4b5085c8175,False
47,refs/heads/master,264c505c18d125f7ffb4b901078580493b8fee83,2b20d97fb96ac9f83c728ff97c5c488cdf412274,9f5d170783778e5590a603c6153a31911c19b83a,,False,True,True,7.0,15,326.0,0,False,7,,,,,,False
48,refs/heads/master,2b20d97fb96ac9f83c728ff97c5c488cdf412274,4ae860de49f9fb8631eb9d49e358cd69752418c0,533ff33b56ddf60fbe0c94541fa1b795815cb138,,False,True,True,21.0,70,717.0,2,False,21,,,,,,False
49,refs/heads/master,9f5d170783778e5590a603c6153a31911c19b83a,446abc86ab3840bf8161ebbaf4463e68e5bf039d,742eb8532f4326089ae8fb0058611b50ddfa226e,,False,True,True,19.0,64,525.0,0,False,19,,,,,,False
50,refs/heads/master,6c2444c9a6de84e33413e18daae709d1c5444b7d,3f7e345243dbd60be11c6e04fbe6b56d4a98d544,0590a40517770269bb3bb8374e898ece637592bf,,False,True,True,19.0,62,514.0,1,False,19,,,,,,False
53,refs/heads/master,3af46cac0a9215411cfb313ceb2f30d5baab1e20,e90c6aac99839ee2fc4d57bd7751325bb4c5b16c,3278fd4a0ea10ed28f0de4d92f20d6722b6a4078,,False,True,True,6.0,21,156.0,1,False,6,,,,,,False
54,refs/heads/master,5939260850006b76f9e905fae98e0f518a199f99,be55c1e2197a75da6ba8fdab9f0a477fc9643dda,2799aae6955b4215519e635bd7bd020964b3b4dd,,False,True,True,38.0,350,1814.0,0,False,38,,,,,,False
55,refs/heads/master,4c2e502be5c41edea264fad92762d1fafec974fc,f6f0f50ca5a4e695ce1bef46ac1e037f52f1d7a8,ccf950f8d7c8a94fc42b84fe2dd8bc75ce90e291,,False,False,True,4.0,6,33.0,1,False,4,,,,,,False
60,refs/heads/master,0f081fea3ac71704bf875e177842efc9a731cf6e,90bc9029f5a46c72fc36f2ca01b8f34716ae3f16,1b0e8dfc7099fdbdb6569a7e0985eec27aa1715f,,True,True,True,52.0,339,4512.0,2,False,52,Tests_failed,02614e9ee87c99f8ad8e7eecbf40340847aeed1b3c8fcc56c1146bc690f3cabc,False,Tests_failed,c4f5526b956f22edd5798a31e01321db588baaeec844b1bdfc9d081527995c40,False
61,refs/heads/master,25ab0e22e2d5682a1d2506e172ea70dfbe770712,7b45a929ad4bd81ec0aceb837c70a34b7a921bb2,175d5f136ce4e6bf54bf17c63c1e87f8314d9256,,False,True,True,32.0,176,2718.0,1,False,32,,,,,,False
62,refs/heads/master,7b45a929ad4bd81ec0aceb837c70a34b7a921bb2,3ea35dee4281fd2c2618993206cf69ce0393a370,9a87c274efc2fb71010bac7d341cdaf100f58b7f,,True,True,True,44.0,233,2808.0,5,False,44,Tests_failed,4648b6e1c65c468b45c1bab29bab4e8e933eff83aa6ea63ea5d5e2c50a7e2148,False,Tests_failed,1bba1d603af577ed49d6a02eeeb62e5a7f4606f7e7eb68ec9c7285166ba805f9,False
