idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
6,refs/heads/master,47ad7500aee7c29c8b7f7680b9213529399b3670,acfbf6cb178c2e31757055e029dbe201a55659af,c109a5e8341d691f08219ae0831691343b3aca23,,12,1,162,22,False,True,True,12,False,,,,,,False
7,refs/heads/master,acfbf6cb178c2e31757055e029dbe201a55659af,34066dd8338bf000d477a06ee7293a903574acb4,f7721eb7c302070aacd5e48fa78229e4b46b9410,,11,1,160,21,False,True,True,11,False,,,,,,False
8,refs/heads/master,34066dd8338bf000d477a06ee7293a903574acb4,9fff6ad3feacdd688a31a4937360fdfd3bdc7cd2,276a07694a778f75dff1d65f155eab13eb44accf,,3,1,16,6,False,False,True,3,False,,,,,,False
9,refs/heads/master,276a07694a778f75dff1d65f155eab13eb44accf,487cfb8dcf70a48d52ac3f0968a85443ece2ad19,148749ffbbd205d9a26ee30cfd89da88ddfeaa47,,9,1,122,11,False,True,True,9,False,,,,,,False
10,refs/heads/master,7e7eccaca197ba75b7061156343359284d27d886,a9de350c4b7deb96a0b151eb321a4440595d1dc4,cd84f9dc72529a1b982221440d3ea115dec0b8ca,,6,2,28,4,False,False,True,5,False,,,,,,False
11,refs/heads/master,cd5d3b703be9a4d333badfa70341feeb55bf9acd,8aedd78adc568d1a294e6b36e64b32c3bfcab94c,39f93cb79c54178a8abf0930ce3492777928d00c,,4,1,30,3,False,False,True,4,False,,,,,,False
12,refs/heads/master,a9de350c4b7deb96a0b151eb321a4440595d1dc4,f6942597dd651c7f5fb5ba728d25cd4d24af31f4,b9ad2f461c3c4fbb159c8f61c9282451b3c8d413,,3,1,8,2,False,False,True,3,False,,,,,,False
16,refs/heads/master,281049ea95974bcd9b9ace90bdf11a060b5c3e75,f124e590267a4848043d80ef7b1dcf0594a70fe5,835e4034a558a105016d293e6ab634f6c619b9bf,,8,1,233,22,False,True,True,8,False,,,,,,False
17,refs/heads/master,f124e590267a4848043d80ef7b1dcf0594a70fe5,d05cfac72ade14a8b3fd28c9876c34c99204cd62,32d47d10889201249d252bf85140237ffcb0e90a,,7,1,229,20,False,True,True,7,False,,,,,,False
18,refs/heads/master,d05cfac72ade14a8b3fd28c9876c34c99204cd62,f78fec24be05850dde801ae61936e29c4245d698,0408059615bfa8da071c2e54268e3004ce62d6a4,,6,1,209,19,False,True,True,6,False,,,,,,False
19,refs/heads/master,f78fec24be05850dde801ae61936e29c4245d698,95cf9f8f1bd3038f4ac7d8089948240c96387e8c,41b2b58d2b33376cf6680ba36fff2e6dbba17ad8,,5,1,165,16,False,True,True,5,False,,,,,,False
20,refs/heads/master,95cf9f8f1bd3038f4ac7d8089948240c96387e8c,19761c76c668afb4c8b07e51be69ed8c4c3d43a3,c2ec9c67af068f72972c4f50d6d0a2ae376509da,,4,1,53,15,False,True,True,4,False,,,,,,False
21,refs/heads/master,cb9f56abbeb633bd20017f5793a8f392bb7bdf32,424864c6d81c335abe8df38f502770646d9aed4c,2c83ce43fb7d3a97ef7c28bc7644ce980bf009c0,,5,2,88,9,True,True,True,5,False,Tests_failed,446dff0df93d5937bb42bbb90aa72602a066d10b987a9a52fd108710dab975c0,False,Tests_failed,94f152533d1b4e8cf7674be8243cea2aead61d7473ada620dc414489f8b0d76f,False
22,refs/heads/master,424864c6d81c335abe8df38f502770646d9aed4c,e1cfb33c5dbdb055742757d47eaf3b36407985ef,8717b7b76e097ead61dfbc181d6eca3b76f38baa,,5,1,87,8,False,True,True,5,False,,,,,,False
25,refs/heads/master,ce8e4e4d12e5089049292fa5e5fffed4d5e7e3c9,437e56b8abd225bc00722ba546fd5c41242c501e,bf2a77d2b45cd9e955d13f54e8e1136cba6bcf89,,15,1,1116,44,False,True,True,15,False,,,,,,False
26,refs/heads/master,8643810611df483860f0be793f307fc915a40f87,7a56647a86a9e52aff0d14a9122402529126413d,5e3a86773b5ccf4cfd059efc046c7bcafa66f5ef,,17,1,1106,47,False,True,True,17,False,,,,,,False
27,refs/heads/master,7a56647a86a9e52aff0d14a9122402529126413d,371a31b4937d1069996dccb5cdaf2ef8acf5ff0d,81afadc40acecc546846931712ebbe2d2516346c,,19,2,1163,61,True,True,True,19,False,Tests_failed,9734493302e573b7c271d0bb00dde30c1147c6b084fe0c281dc302fe5e43fa6c,False,Tests_failed,ff1687344397241c9a5731b741dbbd7bfa84cc819082fd57e4dcf61bfd49ba55,False
28,refs/heads/master,81afadc40acecc546846931712ebbe2d2516346c,048e16f3097e2ad92e93108d654e13f91eb66e59,c4354a96d40465ef24b86af10bbac83f2c17ae2d,,7,1,82,19,False,False,True,7,False,,,,,,False
29,refs/heads/master,bbfd9c26f844ef6e5517c573c9f53aa71e11d9de,e8b3f6ce0444a9639427d242d27ab261fcf371cb,17eb40e0befea63252a810d2c2706f0eb47882aa,,3,1,3,2,False,False,True,3,False,,,,,,False
31,refs/heads/master,9c843439947dd0a8fa0caacfd769d551ab072e1a,1cb7dbe3a6e6a2eb92228a4e11937b07b31855d8,c00ae7146d851d9c60926394d72b663b30ca94dc,,55,1,2574,138,False,True,True,55,False,,,,,,False
32,refs/heads/master,c4354a96d40465ef24b86af10bbac83f2c17ae2d,677d95aefd5d6dbdbce4af97136d429d897e6b77,c00ae7146d851d9c60926394d72b663b30ca94dc,,53,2,2516,149,True,True,True,53,False,Tests_failed,d2286a8ac1e3fd95a06eb5d5bb0ee9450c704e3fe6ebf7f0d434bebb74ffb330,False,Tests_failed,383f889385b8032db9ab97ac39ab55ff8ba4b57b1523d76d8dde30805ad19875,False
33,refs/heads/master,e2e629b146d93119e2837c41db2b8326ca5a974b,090c7e0930da58dbd672022ea6619e5e9c6187a0,2c9bff30f1e2e901257c76a35fae42d66b4a20db,,51,1,2602,135,False,True,True,51,False,,,,,,False
34,refs/heads/master,090c7e0930da58dbd672022ea6619e5e9c6187a0,b9f8aa6a0f557fc65608f8e536b4f49727c43791,9fa1eecf835fd9e749bfd5c104ef905365230b66,,49,1,2503,135,False,True,True,49,False,,,,,,False
35,refs/heads/master,42b0c84a64d509bc3dd74d8612acf693567f6992,f10fd8a3f85a04c8417b88d37a86e5118c33997b,030a5fe73ae47961230fc9fe03efd4457873d607,,69,4,1591,560,True,True,True,69,False,Tests_failed,77d2c97532554dc9a02f70f0cd7834a8c5d9645848f866797baf2ef35d232a31,False,Tests_failed,f147fce2392afa4754e7e7eeb51815780adc16e99d5fc1fe5e709daac730690c,False
36,refs/heads/master,f10fd8a3f85a04c8417b88d37a86e5118c33997b,bf02333cf1ced848256c5905b09d965788be28bb,3143a26d4c3cf15250ee829a6b1776947eb9fddf,,62,2,1379,522,True,True,True,62,False,Tests_failed,904d82a39f99f7a7bfaa47931390fa4775e7d0e374c851dc8ab26462c27f7118,False,Tests_failed,9dc8ad8782b9b41cf88cff1f83f9791df8b8be0ea11169c72c659ab0cdea48c4,False
37,refs/heads/master,b3c2b7e6b81da9ceeb4a9108bd2efc2081e6ee64,b2e585d197a73775814992197e8f9443242adf23,d0f134f574d2edb02cccf8640e898e17cd9d148c,,62,1,1950,518,False,True,True,62,False,,,,,,False
38,refs/heads/master,b2e585d197a73775814992197e8f9443242adf23,270ea0e9d2ef5d5dd859e066377a0984735bc9a4,472b3a28195baf72d9db026b3055f0e74c6027dd,,61,2,1275,506,False,True,True,60,False,,,,,,False
40,refs/heads/master,1f921b8c2c76394fd06918e0100a28adfbeda790,0e7fb8cf9e545a179ce0d08633c3eeb022fa26d4,90992360e611e2a71aac1c2d80ef503626900ddc,,43,1,2918,117,False,True,True,43,False,,,,,,False
41,refs/heads/master,1a3666735bccd10fcf497b965d9646afed89107d,477324e1ec284b71048203e275da99148deeb592,c5704a3d2a424d854e36cfc909800a22a5e2d95c,,24,1,1785,19,False,True,True,24,False,,,,,,False
43,refs/heads/master,90992360e611e2a71aac1c2d80ef503626900ddc,cf78db9e4334c5ffe50c62744b92133404fdee81,eb433e420768a265dc7c6832dabcda3e97fe0cc5,,6,1,21,3,False,True,True,6,False,,,,,,False
44,refs/heads/master,cf78db9e4334c5ffe50c62744b92133404fdee81,3521694b1985b7773853710cc4a0e154cc9cac6f,8d6bf4629c066897df224834efa47edbeb04f47d,,6,1,1098,26,False,True,True,6,False,,,,,,False
46,refs/heads/master,2b7ed9b0c0b94f255f24748a5cf158438a1c8a70,1a26a0f604b5ba7f83f807d50722cc6497430917,481304e4c517e48553262919bbf39efbc9c9816b,,13,1,1152,27,False,True,True,13,False,,,,,,False
49,refs/heads/master,a0d6ce6ee3bedbb4dfa31c380f8dd662fbe25014,31b913362bc262d45477d28d499f25ae5b1bbe73,c67782d43cbb0fa9bac2411a7a5e1b0fc9d52a1d,,11,0,0,Error,False,False,True,11,False,,,,,,False
51,refs/heads/master,9f3dc2c6ac2923f2964b49efcba732979ab0711a,189a60fc673dff1e1fe0f9578405656b2fca5abb,b93704cf7f77d14717d52466e11d3339a440ca2e,,14,1,7915,14,False,True,True,14,False,,,,,,False
52,refs/heads/master,b93704cf7f77d14717d52466e11d3339a440ca2e,8e2e210c80f12fab0c28282f30534606475fa3c5,8080af10a7f34bdce972d0e96765084e14e113f0,,13,12,6302,12,True,True,True,13,False,Tests_failed,2d6709232bec868edd93ab4f5132ab295cd10918f28ab0db8eed90581cf7d34e,False,Tests_failed,9bbaa1e5365c0d4117cd42b072388ec8d7a8da763db4271c455b4f2c1a9a5696,False
53,refs/heads/master,189a60fc673dff1e1fe0f9578405656b2fca5abb,242e8ab1fa6f2780bcaa4478ff94079eb5930701,11cfd08c3725867214a586e66197a38ad3dd8e73,,3,1,17,7,False,True,True,3,False,,,,,,False
54,refs/heads/master,8080af10a7f34bdce972d0e96765084e14e113f0,788ac2000efa1889119c85294c221bfde938b014,242e8ab1fa6f2780bcaa4478ff94079eb5930701,,12,2,329,14,False,True,True,11,False,,,,,,False
57,refs/heads/master,2ab42efde3806ad0d75aed40d9c949db6f484f79,9e0bee0051591fd76bb712fe62b8293411644174,90a9866e005cc779ed7c5e4c4d41d6d1a7974b8d,,16,1,478,38,False,True,True,16,False,,,,,,False
58,refs/heads/master,95a511ebe35ac8df084c225c9b72bca154b223df,c1e7b736aa3941aa0419efed9e07c9eb0388f788,845bcdaa979fd31fb0ba7c9462e67bb9968814ed,,3,3,0,Error,False,False,False,0,False,,,,,,False
60,refs/heads/master,845bcdaa979fd31fb0ba7c9462e67bb9968814ed,b82e3737adc2f2e0a3a37ef5f8e6985c15d0eb6c,998da71186848440219c4dbc746398b018a8f44e,,13,1,218,17,False,False,True,13,False,,,,,,False
