idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
9,refs/heads/master,d2ed177c4f32e275cf8eb34c189bc8104a491c78,b281c6666b0ab5d031c3a3efa7a0df8beb5ede44,e3ac8d75368decbaef122f71d6c5dd40fede4d55,,False,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/b281c6666b0ab5d031c3a3efa7a0df8beb5ede44_e3ac8d75368decbaef122f71d6c5dd40fede4d55_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/b281c6666b0ab5d031c3a3efa7a0df8beb5ede44_e3ac8d75368decbaef122f71d6c5dd40fede4d55_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/b281c6666b0ab5d031c3a3efa7a0df8beb5ede44_e3ac8d75368decbaef122f71d6c5dd40fede4d55_left_right.log'}",True,,,True,237,3566,,,,False,False
10,refs/heads/master,8ee3300cc5f612220b364345ba46b56608007e79,30139ec6fcd848f51edfc1a64f9fce0401ac7e91,dfd7f63be6ede99bfb2c6a15a4933a39eb1dc9fd,,False,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/30139ec6fcd848f51edfc1a64f9fce0401ac7e91_dfd7f63be6ede99bfb2c6a15a4933a39eb1dc9fd_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/30139ec6fcd848f51edfc1a64f9fce0401ac7e91_dfd7f63be6ede99bfb2c6a15a4933a39eb1dc9fd_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/30139ec6fcd848f51edfc1a64f9fce0401ac7e91_dfd7f63be6ede99bfb2c6a15a4933a39eb1dc9fd_left_right.log'}",True,,,True,17,305,,,,False,False
12,refs/heads/master,e2a4daddbf859d5e79fbc7e06824d129a538a391,a0de57dee6948f4478258a114d5b8c0aea5c52c9,c8b046c5580f9cb6f846f7a2468ea849b170f10d,,False,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/a0de57dee6948f4478258a114d5b8c0aea5c52c9_c8b046c5580f9cb6f846f7a2468ea849b170f10d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/a0de57dee6948f4478258a114d5b8c0aea5c52c9_c8b046c5580f9cb6f846f7a2468ea849b170f10d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/a0de57dee6948f4478258a114d5b8c0aea5c52c9_c8b046c5580f9cb6f846f7a2468ea849b170f10d_left_right.log'}",True,,,True,13,556,,,,False,False
13,refs/heads/master,049bcdc3204da96a561d4c902483c80d80274507,5b24e153bed44bd3c63da87266a0d1c93b852e10,d9f2a8aaf12c8b6ce10a98e80616a5777422a085,,True,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/5b24e153bed44bd3c63da87266a0d1c93b852e10_d9f2a8aaf12c8b6ce10a98e80616a5777422a085_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/5b24e153bed44bd3c63da87266a0d1c93b852e10_d9f2a8aaf12c8b6ce10a98e80616a5777422a085_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/5b24e153bed44bd3c63da87266a0d1c93b852e10_d9f2a8aaf12c8b6ce10a98e80616a5777422a085_left_right.log'}",True,Tests_failed,11de8cc665904cdeba39947ed47d0cdc1a039a8e7610ae168daf50ae27ca9f06,True,15,585,False,Tests_failed,71f54fbae2eee2bf90658add87ba58f0b5f9684335df2b6fe0d7fd55f74236b2,False,False
14,refs/heads/master,d9f2a8aaf12c8b6ce10a98e80616a5777422a085,6f1701ea8adc8ced0f76b360a561baad3818931f,21170c5cfa3bdad65dcca7110b268807136347ae,,False,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/6f1701ea8adc8ced0f76b360a561baad3818931f_21170c5cfa3bdad65dcca7110b268807136347ae_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/6f1701ea8adc8ced0f76b360a561baad3818931f_21170c5cfa3bdad65dcca7110b268807136347ae_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/6f1701ea8adc8ced0f76b360a561baad3818931f_21170c5cfa3bdad65dcca7110b268807136347ae_left_right.log'}",True,,,True,21,64,,,,False,False
15,refs/heads/master,5b24e153bed44bd3c63da87266a0d1c93b852e10,538382b2bd434e3f2a81277750361f54eea9bf15,c5f31133c6a049c094898b174075a1ed4ffde0fc,,True,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/538382b2bd434e3f2a81277750361f54eea9bf15_c5f31133c6a049c094898b174075a1ed4ffde0fc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/538382b2bd434e3f2a81277750361f54eea9bf15_c5f31133c6a049c094898b174075a1ed4ffde0fc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/538382b2bd434e3f2a81277750361f54eea9bf15_c5f31133c6a049c094898b174075a1ed4ffde0fc_left_right.log'}",True,Tests_failed,66cfb311a7d7a5c8b29259ddb4ecf74e80842ef7bedb795c9ac851625a50be16,True,23,543,False,Tests_failed,7fada7edd81b0177a73bb5e9f6cac90ebac5b3e47ff6b70220786b18a644f408,False,False
16,refs/heads/master,5d7cbfb87e1b243027cb0bf46068d884c3509ad7,7a6d528859d910dcc7406316f554a28bb45ead70,feaf22e980d293d9ca1ace295840b70ba8f00737,,False,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/7a6d528859d910dcc7406316f554a28bb45ead70_feaf22e980d293d9ca1ace295840b70ba8f00737_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/7a6d528859d910dcc7406316f554a28bb45ead70_feaf22e980d293d9ca1ace295840b70ba8f00737_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/7a6d528859d910dcc7406316f554a28bb45ead70_feaf22e980d293d9ca1ace295840b70ba8f00737_left_right.log'}",True,,,True,10,34,,,,False,False
17,refs/heads/master,f11c2f3f314a298be7b071cf36b528dd27184952,01850ba11ed2f5726dc7e133ce2a62a1a1356be1,446ee198a2845c822e00ecf5e6d8b82861573247,,False,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/01850ba11ed2f5726dc7e133ce2a62a1a1356be1_446ee198a2845c822e00ecf5e6d8b82861573247_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/01850ba11ed2f5726dc7e133ce2a62a1a1356be1_446ee198a2845c822e00ecf5e6d8b82861573247_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/01850ba11ed2f5726dc7e133ce2a62a1a1356be1_446ee198a2845c822e00ecf5e6d8b82861573247_left_right.log'}",True,,,True,5,8,,,,False,False
19,refs/heads/master,623b8758853b0dcdce49850caad313157f6c7710,fe4f5023ce3787266e407654e5b9878699492c3e,6c4539b007d788ebe4763e9e4fd64e41603c23a5,,True,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/fe4f5023ce3787266e407654e5b9878699492c3e_6c4539b007d788ebe4763e9e4fd64e41603c23a5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/fe4f5023ce3787266e407654e5b9878699492c3e_6c4539b007d788ebe4763e9e4fd64e41603c23a5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/fe4f5023ce3787266e407654e5b9878699492c3e_6c4539b007d788ebe4763e9e4fd64e41603c23a5_left_right.log'}",True,Tests_failed,7bb6230e3a8f9f9e8ed2633bfbd2884ac148a8bf68e4b1e360bf8396cfc56b03,True,83,3151,False,Tests_failed,cee0b2f6b758e199d7934d0918e33bfce43600f8994d04b84b09396d578ec90d,False,False
21,refs/heads/master,5027fb93c1adc7260d159e418f759527d7de347f,a253b335e46bf3becafc3cc106cc68c309e1247d,36223100fbae82dd0abec7145fbbe54a3d2f920e,,False,"{'base_left': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/a253b335e46bf3becafc3cc106cc68c309e1247d_36223100fbae82dd0abec7145fbbe54a3d2f920e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/a253b335e46bf3becafc3cc106cc68c309e1247d_36223100fbae82dd0abec7145fbbe54a3d2f920e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/Prism/Prism-Bukkit/a253b335e46bf3becafc3cc106cc68c309e1247d_36223100fbae82dd0abec7145fbbe54a3d2f920e_left_right.log'}",True,,,True,80,2959,,,,False,False
