idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
1,refs/heads/master,217c26bc9cbfe6c19bd6bde133b04876319101d1,e6590f9413effc5913505406f7f34a801345497c,404c7dd0cdf7aec724ad0357635b76f112592273,,False,False,False
2,refs/heads/master,1ae2b6d8e8c7e9ba95de78dac9f91bc9609dba8f,7e4a6829389a34dd64575630499a29ba96d27157,273a3c714c1063e6916c8fe448699addba0f5fa6,,False,False,False
3,refs/heads/master,3b36990f2e210bff3fd9e48772e6a7abc59dd5dc,37e8b2eeb33cec51cb6d67eb8c13139833118261,19acace507bc5ab40570d34175fbc55198de0e65,,False,False,False
4,refs/heads/master,cb12b61feb16ad757196d755b15e619e1b742e55,cd2f0212125f2c468f710da57ce7b56c5605c93c,a198b88d619653add5ccee9f5a4f6c38152ac55b,,False,False,False
5,refs/heads/master,cc180e155e90130660b5264ebab21179162ce98f,19bba7ec586c2e4aeffa52cdbc4f43cd6dfba655,99366167b02e05a0f5d775508bb1dc5f58810ea6,,False,False,False
6,refs/heads/master,7757437700f39757222c805595283ffc88b71c06,7470ec8d25ac753c70f9be124c7c841973f55098,a93e589227aef1b415b1896bfb5b24949b6259f3,,False,False,False
7,refs/heads/master,fc10306483568d50371778c15296c6f8d775aceb,415fe34a1a52017e6c45a7cdb158323d26025544,220ae469b6f2d91a4c5d4b0db0a1501fd22d7b18,,False,False,False
9,refs/heads/master,07894843583e361628126f036c527ab2c77067bb,e671ecc0480a1da8505c8a6f9c8ab37910fe7635,26a52b34e208487d43763a56d48fda0250c26ccf,,False,False,False
12,refs/heads/master,48cf4e140f40a674ff543b6da1eb2a12269c2045,5cae8e4c03be30669fcac649295dd25c881a563e,22210846fd1667a0496178861962f7299f63168c,,False,False,False
13,refs/heads/master,443c33db7fc4ad642bbaa919ebc270fedf332aa1,1ea7d6a5d43777d93e29f7a408f281bdf8f86da3,17ebe5ebc7b56d13e3a363fc17cc7c7b00af903a,,False,False,False
