idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
3,refs/heads/master,b8de3cfbf9f3e3c515095bc578bee7e4fa2dae05,1b44f5c422b3c2ccf0f4e109abf56c25a82e6a29,1f95fb0022d0af5ca477d321d0dd38c08299cadb,,3,2,9,4,False,False,,,True,3,,,,False,False
4,refs/heads/master,1b44f5c422b3c2ccf0f4e109abf56c25a82e6a29,17657b665039373f39971aac7a342e9e6e40e1ed,05a13fa98e66e856e23ee716608100d7dfcd7f11,,3,2,7,3,False,False,,,True,3,,,,False,False
6,refs/heads/master,d054265de71375575f554ebd51ac542bb355bb3d,a02baf8d681e1c7c6552cf92eaa9a05487638c33,5afe1c740b888e8ec9825d36121a78d0cba6af07,,5,2,41,10,False,True,,,True,5,,,,False,False
7,refs/heads/master,a02baf8d681e1c7c6552cf92eaa9a05487638c33,edac2f834566927b7db553897c8df74bcab71fb3,779e0cbfc1b7fd9db11d94c6d973bac7f988adba,,5,2,39,9,False,True,,,True,5,,,,False,False
8,refs/heads/master,edac2f834566927b7db553897c8df74bcab71fb3,195cf662683e7a9e5e7ca0bae0e4f98ca66b19ad,165f6404518d138e5ee22cbbd7c0fa17c08cf112,,5,2,37,8,False,True,,,True,5,,,,False,False
9,refs/heads/master,195cf662683e7a9e5e7ca0bae0e4f98ca66b19ad,24e8dae93e7c11de150b16d6470239c8ffdad9ec,4af05f3cde10b97b53f0b3195fe89940e1a30303,,5,2,35,7,False,True,,,True,5,,,,False,False
10,refs/heads/master,24e8dae93e7c11de150b16d6470239c8ffdad9ec,c6f742e95ed6f8cf38803a9215fdea7d8d90ab98,c9fe06321a4c5715b709655c185e215dd97c47b0,,5,1,33,6,False,True,,,True,5,,,,False,False
11,refs/heads/master,7c87471b50ddb620df6482bfa63c0ac9c50bb5e4,419593a0f6e8aab3c8f8eafd1f869a03276f9afc,728ed91e0dd734fdaa5ac8f1ea9f92aca17f54fe,,2,2,16,8,False,False,,,True,2,,,,False,False
12,refs/heads/master,419593a0f6e8aab3c8f8eafd1f869a03276f9afc,663365fa267b1758aeb004247872ee2521561bf5,7a55962fb1b289c953e44e842a7f219e80646687,,2,2,2,1,False,False,,,True,2,,,,False,False
13,refs/heads/master,663365fa267b1758aeb004247872ee2521561bf5,1efd6c6247be8d2a0064ae39c85715e7d60db675,efea33a8bd56c0ee2a88448a4aeddd9c7619471d,,2,2,8,4,False,False,,,True,2,,,,False,False
14,refs/heads/master,1efd6c6247be8d2a0064ae39c85715e7d60db675,fd261a84ae86b246052771416a1bf93946f301bf,3a03e30f220f80e50feeb306c6e3c2a467a03938,,2,2,6,3,False,False,,,True,2,,,,False,False
15,refs/heads/master,fd261a84ae86b246052771416a1bf93946f301bf,34a89c6e518d1eb8b1f64c20fbe8cb8cc7b9a359,6bc121a98cc6a63aea388f12ea38c27f01260a07,,2,2,8,4,False,False,,,True,2,,,,False,False
16,refs/heads/master,34a89c6e518d1eb8b1f64c20fbe8cb8cc7b9a359,a6b47c91c94388034f2c7b0917330f89ff877209,d392cb3fce5809c7ccf4184ca46f52910aa00884,,2,2,6,3,False,False,,,True,2,,,,False,False
