idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
9,refs/heads/master,abfdf0340cfc6afab138fd1e347bfbf9bc54d28f,6cfb6cfdc6fb8d75a14854c1a3f5d21d9a3eb800,566ff8d6a0195aa5122978b342c730465530b937,,58,1,1662,183,False,True,True,58,False,,,,,,False
11,refs/heads/master,3a83b6257cb046d31c1a0cd87b0a5fcb82f941bc,b48de3f0445fddd7fec1390bf49b6183cde734a1,af456d39c1bb271db57459dbb02a17c5c33d8893,,57,57,2,1,True,False,True,2,False,Tests_failed,16a7c7bcd6e13d180b9949855a5c7949b12f951c6600a3f9c0e76a1d5a2b1c0e,False,Tests_failed,92c57d9e72f4d7298b3f009fdad020bf5d96524600112355f44770e704d67ca0,False
13,refs/heads/master,abef53ea2f52ecc00b50a177e03cfd056b4feeed,ffe079de9ff79cf6ef1642ca8ec4795b09179578,ae066177ee8d3f31dda2d670f529d352d83bf68a,,214,1,117450,1294,False,True,True,214,False,,,,,,False
14,refs/heads/master,b4f1c20ffd4245d02abd19292a08da45e22cf82c,1941d8f9c390ffa389a3660ae67d04a9a78aa31c,0c76adf993b3acf5803ae078f042e5ec68f9ed9d,,218,2,1365,478,False,True,True,218,False,,,,,,False
15,refs/heads/master,f4ddc2871c6d01825e965516bd39bc3fcf932491,18776c8317864f4e3fcf4ed08fac336332a0f693,fb58b2728e64eb2eecc656e37dbd65a9baef50ca,,4,1,14,7,False,False,True,4,False,,,,,,False
16,refs/heads/master,e5fac5c1f5cc535d6711deb95ccfef50af372d00,4d37cfefdbb14738ef99ec41c96d5fc7dfbd4236,8e0cd771e1e7c234af20e245b2303d11efadc117,,6,1,83,15,False,True,True,6,False,,,,,,False
17,refs/heads/master,0d13e2d82c5fdb95173b2eba8d89ea6b8b208ad7,ac3b92b3586fcb81a3f7a48c1f588085af4d0414,1cd63c6745f812facce03be58273198312a08042,,42,1,234,95,False,True,True,42,False,,,,,,False
18,refs/heads/master,dfc356bf8e5c70e7b4286043c1763af21c777753,bfcd4bb1206c0de06a01857fd9997152e76bbcb3,213e5e8244f0eb89217d00c22a0b50cc8cf8cb68,,19,1,202,34,False,True,True,19,False,,,,,,False
19,refs/heads/master,0767370c128f3d0a536740469d913cee21dd2d29,a26eb8404d6a7c90a0a2b21e4fa9d518047d1aa6,be91cc2f840b59d567c3ab2fda0d95091fd720fd,,6,1,128,17,False,True,True,6,False,,,,,,False
20,refs/heads/master,76b8b95f8d7c378866a9652f4010b92c7cf186ca,49955121848e6b001936a8f28b0b983468e08174,f9deba44ba92109b13a311d0512358bd7e6c417b,,40,1,627,158,False,True,True,40,False,,,,,,False
21,refs/heads/master,70736c7d6173e905bad34b4570f796b9d6093eb9,53aa3c6c7d22626f43bd87b1248bf211ac236501,23e44e2f178727ab7baf92329e4d1bdec606caa9,,48,1,1385,79,False,True,True,48,False,,,,,,False
