idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing
2,refs/remotes/origin/pull/1005,3ddef2ef6376139ec86eebbe601b4d59f9d2982d,a710659266102fcd6047a0f28bdcd4de832005d7,877a1d8568420997bc089f18995d37ee85a4e2cc,,False,False,,,,,,,,False
3,refs/remotes/origin/pull/1007,7cf0267e7866afb89628e2d8e46b0b4870d7d9d4,b279f86afe8e3e8679f9151fe922b5dcde25cc9e,6b9a3b4f54521cf25acbc5b93ab9e39279faf5cc,,False,True,422ceb850a85a62268075f15293a789890ff767e6bd0bd9dfaec371dd7bf97dc,Tests_failed,0.0,230a99fb5801f1bc38eda41b39b638fa010eb4b9f0078184ea7009fc9a8146f9,Tests_failed,0.0,False,False
4,refs/remotes/origin/pull/1008,d5b0e97591063e5c8f2e3e56485ce61afde2fa83,2c3b97459f02b8d3f5cfde4812c3d434684539d1,458650442a477bf101b1e9079fdb822eeed7c489,,False,True,194a8c1c77ca24cf8ebe065903d452cef3e5819547bb93b2acc5db2a64e4c1b6,Tests_failed,0.0,bbccdf48100380150416c268355d9495e228e598b247d414f1ae993f74ae99d8,Tests_failed,0.0,False,False
5,refs/remotes/origin/pull/1075,c179147fd07214c04f72273f29a26d34b038d526,63abbdea8fb06dc502c746ff4447489db97ec0cc,92d9a560a32836cd5c829eb130d53f15338a2674,,False,True,8dc2b419ff3eb729c1f161fc5ca032fc1c0aa8fbdb66e6520c80158ecaedacc5,Tests_failed,0.0,1f5e7f4126af658b184a0de2665696f884693bc12b9db5fdca99956d24440322,Tests_failed,0.0,False,False
7,refs/remotes/origin/pull/1075,546c6375604545f10a3fe4787a7966af7f153706,842035329dee7b448b8f5a752025269821cfa894,9003ac33ac917261317cc31a6858ba274997b4a8,,False,True,43b9aaf04d4866092b4b5b1a04f0f368659496d21dffe7930b0063ec818d4b83,Tests_failed,0.0,82ada3ba940e245a28f510d4cebbad14cf8432656ceed3902608fefbc1774a7b,Tests_failed,0.0,False,False
8,refs/remotes/origin/pull/1162,252675fa7419dc72c87894a6e35bd092d7a6c247,6ba5485b82db4dd6485b21c15d00e125504f576a,10e31d4b4cb98e50639e6a3f2f6fd3dd865aec0f,,False,True,bbccdf48100380150416c268355d9495e228e598b247d414f1ae993f74ae99d8,Tests_failed,0.0,dec715654447e042da4e7426c570d6c4d86023a2329a59debd3e7bb6653235d9,Tests_failed,0.0,False,False
9,refs/remotes/origin/pull/1162,6ba5485b82db4dd6485b21c15d00e125504f576a,0ed345167cad89795474633cde4e4ae2c291da03,458650442a477bf101b1e9079fdb822eeed7c489,,False,True,f34d1df4c6f7d9c282391f1cd7aff59e2b7bcb7bb8c48b051b42ced38b414bfd,Tests_failed,0.0,bbccdf48100380150416c268355d9495e228e598b247d414f1ae993f74ae99d8,Tests_failed,0.0,False,False
10,refs/remotes/origin/pull/1162,0ed345167cad89795474633cde4e4ae2c291da03,e26d019ce7ca2c4368504b452a114faada93e17c,ad41c7ae5bf5a5cc72f496223072bd6650f4a1d8,,False,True,6ce83c5ae6082f49b7cb48bc58b9055e728bfa5caf4359fdca26c81e52b99bc0,Tests_failed,0.0,f34d1df4c6f7d9c282391f1cd7aff59e2b7bcb7bb8c48b051b42ced38b414bfd,Tests_failed,0.0,False,False
11,refs/remotes/origin/pull/1162,ec196b6ce085d5b7830931b9d673e5a3e037894d,b49d4bb97c95d8ab36bc4d04098329ed27bbce75,e992b3a5d412db1559e475bf402512f25b672acc,,False,True,6b2baaa5dc2212bb80bb52f2b35aaff6c6ed0379677da2ceddef2e1b078ae58c,Tests_failed,0.0,5bb978bc31422e59b19d80fb9f569f466d6723652fc61d570ef0e4d4943e9d03,Tests_failed,0.0,False,False
12,refs/remotes/origin/pull/1200,9d0fdc089212949070afe2f9f0ca8354f757d4f3,d7558e9ae164132db5e6bbf5a448289c0e7158ea,bfe265969264c0a2e220e752daf6cd44e46a200f,,False,False,,,,,,,,False
