idx,branch_name,merge,left,right,notes,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,union_diff_files,num_intersecting_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,14b14ff6a60aa8ff2d58fa2697b1af00d1ee31da,0f3d67dfaff6fd98e039831ffcf08d47a492afa1,8b16d23a767f3f223f51d76bcdb8105826e041a9,two initial commits,1033,20,False,True,True,21,False,Error while retrieving base sha,Error while retrieving base sha,,,,,,False
3,refs/remotes/origin/pull/6,60cf876c2bd3ed0195f526304772ade49f43c9aa,49c9898e72f59b16ed863880a85b70c423be3c8b,0819cc42b94eb2bb4c584412aa53a053622fe4e2,,54,11,True,True,True,6,False,30,28,Tests_failed,a3a84d10db214fb444f79db83461d4ed911cb44b2e60dd7c91826a027415b4b0,False,Tests_failed,b07bbfebe3ad8c7595a0165cbaa19a999802ec8e0ae402e2b00c97d8b905a133,False
5,refs/remotes/origin/pull/6,7c272c2d3493340bf579e24a8f4b450f8f9d6bee,4bf0ae3634c2fc789f9d7ed000d3a4f9ad43160d,522dc4e0473167572640a0a691de71c546ba0e50,two initial commits,1033,20,False,True,True,21,False,Error while retrieving base sha,Error while retrieving base sha,,,,,,False
