idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
21,refs/heads/master,18097f93d67480aa3712433eb1426ee7b5989fa2,3a65c99fa87341137d1076945e59ab287e4ee160,26918e8d516e4d85658893a75b65b8b444f34053,two initial commits,False,False,True,5,8,False,False
22,refs/heads/master,91dca8742c517630c496db6ec14007613002010c,f3cd97da7767c58b0b7fbdf60b66ce57571bc5bd,e21f0aa48b85129b8af7bb53d937a9be15303a63,two initial commits,False,True,True,54,440,False,False
23,refs/heads/master,32df63cabed89b5c1e2eb0ed68fd15f1b8dba945,2d5c9a9afdf36c6b1743b423ea9c41dddb8c6736,6f8a17fd24aa2c4a913b8d007ed865db8bf792b3,two initial commits,False,True,True,5,0,False,False
24,refs/heads/master,6f8a17fd24aa2c4a913b8d007ed865db8bf792b3,3630e2e7b99854d46064a6cf7847361eea0f0c13,6a186dede7c9bf7795febbc07fc5deab58d30cee,two initial commits,False,False,True,3,0,False,False
25,refs/heads/master,3630e2e7b99854d46064a6cf7847361eea0f0c13,bc477fb2853335f6fa1fde4a37d02616fb480662,c3e533828e213dd387f443b4c8b9fe05d056d292,two initial commits,False,False,True,3,0,False,False
26,refs/heads/master,6a186dede7c9bf7795febbc07fc5deab58d30cee,05f195509e8b5dd2d6088a3eb2d75dc005b1bf77,fe939fe6afe1549480e6e4f293df9685090a248d,two initial commits,False,True,True,10,394,False,False
27,refs/heads/master,63354e493879167486feee423438f0d1a9dcba78,e6c1a9d870cfd59b44d4bd06a9dfa370ed635f79,bbf5bc4848e79c61371801441cec15073c0d9862,two initial commits,False,True,True,5,394,False,False
28,refs/heads/master,a6e545eca33e629cbf313554aa831b595333602c,48c50ade32e070206f0b633daaa06e1177fb254d,c7fa7da0c75e7aab00eba3844190f9cf642c9607,two initial commits,False,False,True,4,0,False,False
29,refs/heads/master,c0e00e7cecf325c8093f39efd177a06ecaf91625,146f94525f9d823601219cbfc4751e4f483869b7,2bf78d750bb17bc1c5bec37f41f5d8837b03b8db,two initial commits,False,False,True,3,0,False,False
30,refs/heads/master,693272f1fe9f8ec18cb7dc4a605eb959d05aca93,d6545ddf22c368d1bab62ed787b2b66a0047cff4,f6786038f88d6116d39aea1a0e743b22a6edaa4b,two initial commits,False,False,False,0,0,False,False
31,refs/heads/master,487727777a411a56cdf7fdca7185b2e52e5d2bf7,0358f87e6bd51b632325f187b5a5ebff228b2f09,42b22ae667e361e2bce28b1bfb1e598a40b15b80,two initial commits,False,False,True,9,7,False,False
32,refs/heads/master,2b8369bd2ee08ebcb36c75a35c3272c2ad81c663,3f62f559d9d242cc342df0e50a6781c17220739c,e29f20adb6960d2056482a966c13bd50d49b10ee,two initial commits,False,False,True,9,68,False,False
33,refs/heads/master,30d5d313c3e8ec8377ef21bf112662a8bb147c0c,eb8c4b6434b498f1b4bd4e0596333cc4946cef0b,21fe8f8bfeee293d02258ed024f642f4f6b91e37,two initial commits,False,False,True,4,0,False,False
34,refs/heads/master,3237ef9be80a96a87541446319b9eb32d9f3a626,d8c873b7e46ba9cf34d3f1a39c53248e2f772661,7a86308cedb72a75dbb94af7fea05b1807406c6e,two initial commits,False,False,True,4,0,False,False
35,refs/heads/master,fcd078e63f872bd2d72fb0a486894c06ccbcc374,13db03355da6a4f9a8d15b6e4944c18fcdf5e99d,a3e9dbe22dc36ab3d087d3e9d6b6a0631bae196e,two initial commits,False,True,True,29,33,False,False
36,refs/heads/master,d9135cf289105112ebb16f0ca35ae477d2fdf270,0c17af93f6886f3a38efb98b1e38b21e57c089fb,6951a7c68c0f61a92d1fb345638f8201511a0c94,two initial commits,False,False,True,6,0,False,False
37,refs/heads/master,5c23fdbb378ed12dfd4d30610530286356529686,ddc16a79056fd71788a663457b6f000c7d28acbd,c01f33d56a7792bd61df668d57bd6213c5131d66,two initial commits,False,False,True,4,0,False,False
38,refs/heads/master,4482dd0d330500de19ffe890d71e003ce6696314,9f2ae3dd07e97ee0481f79d57e8dbb6b7341d549,e86a1ec9451ede1825b2edc250c6aa0a8c8e9ce0,two initial commits,False,False,True,10,5,False,False
39,refs/heads/master,81bdca3ade850057f511a78f1a77599492b63a58,4ad92db66df60f5b5e7dd35641778a04d5d6fe50,8a1639d4656320dbc41eee00baa2599850d8fd55,two initial commits,False,False,True,11,9,False,False
40,refs/heads/master,61c709045bfe9e5f56a6dfeda704fd442dc67b5f,9ba7dca2062994315bcd3354a25a034fc1525258,80c503a562c6bc25029ca966d4d2812885853ada,two initial commits,False,False,True,10,1,False,False
41,refs/heads/master,c8569c3aa5c0694a82ae4d687247cc06c9d5f5f4,055455f66d9d2c083c7c741a28583a12d0bd7619,48bd644dedd12b7cfe936db4c543b46352252a93,two initial commits,False,False,True,10,14,False,False
42,refs/heads/master,ec6ca86e010ad7073bbb699147b44d2a1a8c5d2a,d259fcba231294ecd64faabc33e636cde6ee167c,03179fe66115cbd60daf8ddb79c05809f86d1222,two initial commits,False,False,True,12,4,False,False
