idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,52237b468b09ba5b7c52d290984dbe0326c96df7,2816b2b48ff2c78e7f4f017031f35e4f6ff3bf38,61fd6919ea2a5ff67752eec58d140bbac6324283,,False,False,True,8,22,528,1,False,8,False
4,refs/heads/master,d2f95990a60dad3fde69887a7c0f1211bb8e26d9,7cb6153df0d68c26df6b220d5d9cb958b2720529,ce01c30c91e6de4065315ea7358a9dd176446acf,,False,True,True,5,19,224,1,False,5,False
8,refs/heads/master,19725b60cbf4a6fecd8eb10399707670ea737222,474e6b7fbaba53885634cadb9a408e10f6d32cb1,b79aa9ee780c1468c68de0a125fa261397e64321,,False,True,True,8,25,70,1,False,8,False
9,refs/heads/master,474e6b7fbaba53885634cadb9a408e10f6d32cb1,46edb76e473b431c85c14ec2952efba44abd0f5a,e1b8cbce87a9d7b89d53cc250349783ef7f81723,,False,True,True,25,48,4700,2,False,25,False
10,refs/heads/master,1458ec0c621a14af2f832dd11d710892358693fa,a4aba898eb3282f92f0380f279cea741b3da5a15,76b80f65acaafee98c257835f2f0eb75a9e5fa04,,False,True,True,8,21,399,1,False,8,False
11,refs/heads/master,f887993f622585e653d50874167b526b9bcb2906,f94c306b0b7714fadbfd85da639f24d9c3f7bf5d,21193d5dfe229031af57f0b7b5d5c1c0e8c91432,,False,False,True,3,2,42,0,False,3,False
12,refs/heads/master,f94c306b0b7714fadbfd85da639f24d9c3f7bf5d,81d52fb3b274c9af471734fd06a47b9960102938,88ad5cdb16e507fca45b90741e3bdcda39639c0c,,False,True,True,6,65,140,0,False,6,False
13,refs/heads/master,81d52fb3b274c9af471734fd06a47b9960102938,4413cf4c008abc537b0364bedb32d87a0dde27ae,c23a6338915efb5afa56920ada158730388a9ed2,,False,True,True,62,63,10021,0,False,62,False
14,refs/heads/master,4413cf4c008abc537b0364bedb32d87a0dde27ae,1f208e74b2df61f04e869a31ca9a255039dbeaf7,56d8c14a7f77df3aa51b4ecb5a76b614107383ca,,False,False,True,2,1,16,0,False,2,False
15,refs/heads/master,1f208e74b2df61f04e869a31ca9a255039dbeaf7,643858ca46e036eb98ad21f3a2e348512628aaba,1c3a96ab8bfeb8a3c23ff1ccf804e70dbdaa6ecb,,False,True,True,97,850,4012,0,False,97,False
16,refs/heads/master,643858ca46e036eb98ad21f3a2e348512628aaba,2d3a9f6a2860cf1dd9cd4afac3cc08f3d382e87b,fd255b1e8c5882bcf1fbf6d8c557b134c23798ad,,False,True,True,120,208,4469,0,False,120,False
18,refs/remotes/origin/gh-pages,a8f7879f4ab3b44fb18fbe4aa23b5122404a34f6,240b1c1408353ffe0ab729b54a1c14c0439609b3,16ccfe2905fbd0bff58887b935b1ed98704c825f,,False,False,True,3,3,8,0,False,3,False
19,refs/remotes/origin/gh-pages,240b1c1408353ffe0ab729b54a1c14c0439609b3,1bc07aed5ef4cddff7465bc5917f596883b846de,b842fa9be93d2cf6caed9c060a517a2ed50b2303,,False,False,True,5,4,4,0,False,5,False
20,refs/remotes/origin/gh-pages,1bc07aed5ef4cddff7465bc5917f596883b846de,60ff39bcf767c725974fcc61981112a2b9ad8d9f,732cf2eadddb5371761efc3227bdc3d983157fa0,,False,False,True,255,788,101948,0,False,255,False
21,refs/remotes/origin/gh-pages,60ff39bcf767c725974fcc61981112a2b9ad8d9f,171ab9af49c650321db461e5c1cb917bc1436c08,a30667acda569d9fbb765845a5f3f312ac64ccd0,,False,False,True,9,87,379,0,False,9,False
22,refs/remotes/origin/gh-pages,171ab9af49c650321db461e5c1cb917bc1436c08,a6e0946b4915b2c0d1496448285a138598bee5fc,937b01ead7775fe91d3baf1ab6b06a74323d3939,,False,False,True,5,12,20,0,False,5,False
23,refs/remotes/origin/gh-pages,a6e0946b4915b2c0d1496448285a138598bee5fc,d083b1d23f975eff6027949e4f7966a5c7d08b12,750bbaf90810c9e3ae068c27e21f99f440e7de21,,False,True,True,63,132,8577,0,False,63,False
24,refs/remotes/origin/gh-pages,d083b1d23f975eff6027949e4f7966a5c7d08b12,37cd5088a0188f3477236ec8a6df4e40a5c6f265,4c2e58c0af472de2559d3525f89d0f36447163f9,,False,False,True,2,1,2,0,False,2,False
