idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
2,refs/heads/main,3790ebd5e4cd4859a2af30659049fcdc5f18b386,4734401afccd7130badf5bc81bb03b48161f4a1f,15dce7e50b5e744c0c626eb5e439d878db232560,,False,True,True,18,19,False,False
4,refs/remotes/origin/pull/59,8d4dc3dc69e399b4e36e4cf4bbea08789c213b93,f3be3e1c63451938cb256f797b43871469067148,16ee2dc6e91fa5b0c33a7f984a8f1beb70a2cb46,,False,True,True,6,6,False,False
