idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,git_hires_merge_plus,git_hires_merge_plus_merge_fingerprint,intellimerge_plus,intellimerge_plus_merge_fingerprint,gitmerge_recursive_histogram_plus,gitmerge_recursive_histogram_plus_merge_fingerprint,gitmerge_recursive_ignorespace_plus,gitmerge_recursive_ignorespace_plus_merge_fingerprint,gitmerge_recursive_minimal_plus,gitmerge_recursive_minimal_plus_merge_fingerprint,gitmerge_recursive_myers_plus,gitmerge_recursive_myers_plus_merge_fingerprint,gitmerge_recursive_patience_plus,gitmerge_recursive_patience_plus_merge_fingerprint,gitmerge_resolve_plus,gitmerge_resolve_plus_merge_fingerprint,spork_plus,spork_plus_merge_fingerprint,ivn,ivn_merge_fingerprint,ivn_ignorespace,ivn_ignorespace_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,git_hires_merge_plus_run_time,intellimerge_plus_run_time,gitmerge_recursive_histogram_plus_run_time,gitmerge_recursive_ignorespace_plus_run_time,gitmerge_recursive_minimal_plus_run_time,gitmerge_recursive_myers_plus_run_time,gitmerge_recursive_patience_plus_run_time,gitmerge_resolve_plus_run_time,spork_plus_run_time,ivn_run_time,ivn_ignorespace_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time
66,refs/heads/main,ce3a886c1cf90ff764edd872159cf3c036ff182a,1415599a5b744df3f79d05f9cd49b4fe0e458c1b,1fd1f797ca70f043992fd90485c9dcb33641e928,,True,True,True,1012,7273,128524,2,True,1011,Tests_passed,21fca3ca9ee1354b5475c6e1033702af05e963b80a3b2c0dbdf8be99c25b811c,True,Tests_passed,745d863e7f0c6c4f8b5f0a6d6e0fef73da8c920dea5eb4c7ed2eb2bc574ef41b,True,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,05a6056efedf5074fd4e9095f4ee64d1aa44b26cc1e4644ece644e70a9561a41,Merge_failed,559357741ea8d7cdf0946e4885f0891ffc66944f619a45ceb93b4fc72f3a47ce,Merge_failed,b69a86e521785d932c01f069655c0db8d29913e9a1a4ce7ea53d8de9c0c3bc73,Merge_failed,b69a86e521785d932c01f069655c0db8d29913e9a1a4ce7ea53d8de9c0c3bc73,Merge_failed,559357741ea8d7cdf0946e4885f0891ffc66944f619a45ceb93b4fc72f3a47ce,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,a818912655d31e82d47d6c6469f8b3d1c59f95a27384885039c7158a45aa6db1,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,Merge_failed,6428459cf5ebc98d050154a2c3e74f797eb30bd1e1e8abc0e5825127b2651028,0.1207878589630127,0.12068510055541992,0.19636869430541992,0.1964702606201172,0.19556069374084473,0.1944572925567627,0.1965503692626953,0.2829322814941406,0.18050026893615723,0.1253185272216797,-1.0,0.3117833137512207,0.386091947555542,0.3125951290130615,0.31160521507263184,0.3108241558074951,0.31363844871520996,0.305178165435791,0.32648444175720215,0.30101609230041504,0.23418593406677246,0.2396836280822754,0.19887852668762207,0.23066043853759766,0.20895791053771973
