idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
2,refs/heads/master,70a31364b5cf00a561f71030daf6da1bc42354cd,f93e8a7851b5810cedb3d06166c37c6660555135,642b6d9823a290488e8c4dd8f579cf3e414ab3b3,,False,True,,,True,30,84,501,1,,,,False,30,False
5,refs/heads/master,73d22261b0558dbb4f8f8013656b7c2fe69b31d7,0a4080f13f889f659ce9c5269b8776d942b28d64,1aadbcc7a2ecef6cd8b384dd780b224e0f45a84b,,False,True,,,True,22,97,329,1,,,,False,22,False
6,refs/heads/master,4f99a941df49c2a756c838389ab21ecdb8306dbe,5944112bb41dbeba870a2bcfe190a7ca369c2cda,f201855c53e1f6cd89e3c77d94ace5665d5489f6,,False,True,,,True,7,36,108,1,,,,False,7,False
7,refs/heads/master,5944112bb41dbeba870a2bcfe190a7ca369c2cda,27be9c977a78d746890e5d5e0df1ed54502856cc,b6cf70463402133a4c62b9bc0b8ba224e0b05d0f,,True,True,Tests_timedout,f2578396dda9192bca0792c4fcc8629fb5b6f208e0feece68b61f1693950b746,True,6,34,105,2,False,Tests_timedout,5cb793ab2427440e2126ff5ce1b43f153aa3cac5e5fb75fea6236722be0a8a48,False,6,False
8,refs/heads/master,27be9c977a78d746890e5d5e0df1ed54502856cc,079d3d6dd4cd61f555d3b69501bcb0a16e3b71d6,7c53985d8e9d5311b478e903e80c7ff7c5fde277,,True,True,Tests_passed,886e3197039cc29085684c9af573bbcad613338107de59e79e75682da8eaad85,True,5,24,80,2,True,Tests_passed,2cabf6b5e6ee02ae1a4e92d3871b22b428d701acb7542bd90d0cd84bc5c776bf,True,5,True
9,refs/heads/master,079d3d6dd4cd61f555d3b69501bcb0a16e3b71d6,0c2b518cb4bc81d77f33381473a1650c8da8dcbe,9086541d99bf80911f7d2588b9635d55c5aa3b16,,False,True,,,True,5,23,66,1,,,,False,5,False
10,refs/heads/master,0c2b518cb4bc81d77f33381473a1650c8da8dcbe,1d407797951ccaa09eb994e5401ebe123943cb5c,49b4f90556a344c1ab3b0cc35f1ac31c72039054,,True,True,Tests_passed,a38bd18827effdda15a694d6e2db5a91354000666798d401ecc3528f59474a74,True,3,12,33,2,True,Tests_passed,0141e4293d29d0c6e0cb1bfa9a44364d4c2d9c539535b2563a9f9917a47bdff5,True,3,True
11,refs/heads/master,1d407797951ccaa09eb994e5401ebe123943cb5c,4604195614ca1e9f68a29a7ed41db4dd789c006e,6105a24497bd699583bc9f653c88db6db8fa656e,,False,False,,,True,3,8,25,1,,,,False,3,False
13,refs/heads/master,4b738fa5c21984e5828f75c270ae17dab9c81b69,3380ee99b48a9e829339173307a35ac4363f1f44,7858f2ef7025b1947b30b5b59ab4554c5b594324,,True,True,Tests_passed,dbf014f98070d011d1a772484c47ae18ba016d2c0a3c00c27448a64672e67b0c,True,11,87,422,4,True,Tests_passed,90a3c4aab32d42d81b4861e9b5e8b280c3523f26a7719c6bde359dce73f51eda,True,11,True
14,refs/heads/master,3380ee99b48a9e829339173307a35ac4363f1f44,57690d90130d2a38eac25b4d2291cd3df6bba416,c216413551928fe80cc516904ac226bc558f7a1c,,True,False,Tests_passed,186745e17fe82ed58c23df8a93868ddeabc72a7d5e795688d9632067fb208eed,True,6,10,45,2,True,Tests_passed,b4c414a7edd0b88b4fd5d2789470c906b99f0452ec7d3ff442c593201c7da8d9,True,6,True
16,refs/heads/master,6e982f7faf50f8b18b2ccbe2affd84f0dbd77ea3,66057e6a211346f28d28105422a3f2626dfd90bc,a14e299b0154fa760c2aaf9ec22fd9c45af9978a,,True,True,Tests_passed,05fb25ec499fd8af8457b29d70af4a6ca8cfe798b4c99fa9a1a06eb97346b015,True,10,69,343,4,True,Tests_passed,7735e6893d86e2daa5a5f7eae1f9346d6fd9ca584d949abdf8524c82513501d5,True,10,True
17,refs/heads/master,263a9aa0fdc4e3816a2c6aaa9df746c5a8664f25,e165acbaed97b18a512d1f5f02623ce5d801340a,bfa2dd7af52db589785c4bc76a0ac615da1e7806,,True,True,Tests_passed,9a6f39808b11e540974548470033844831ab40e1d370043b197fe61103dfdb0a,True,10,51,283,3,True,Tests_passed,d16c052f6f9e6cda0633a4e42c1ccaa01e3993d3b45318a94ebf571265049b0b,True,10,True
21,refs/heads/master,ad17860e529b9e4dcd7ac5c6737a005de79ebfb9,f61ac32ec07bb0c1e0e96e40480ebac40823c6bd,96908f2f16f8b3b183ecd9f6e94d6bb3145b3c47,,False,True,,,True,44,157,573,1,,,,False,44,False
22,refs/heads/master,c5c1622ee56b06c4c040c1511ae5ff1130b9702a,9ea091c265fd7525d51b4c9477a5632a371016a0,55aee22458677b9e28830146d326cecf90b278a2,,False,False,,,True,4,7,12,1,,,,False,4,False
24,refs/remotes/origin/pull/221,e2386cabf6d1e019bf8e43733641ba1b92c814dc,b1f51e37c3da6b02bd26d8b5af5b120d30e0b7fa,d93aa28a6c4c9e6927382939de5eb3b910601ad0,,True,True,Tests_failed,a374505d4a3b0916d11707365f17ead66fdeb52a2cdf35c5dee239257818669e,True,7,66,476,4,False,Tests_failed,a1e269662fb1c0e5d44e1c496d9977a48490e9e1fcbce560f9ce4468aba8fbee,False,9,False
25,refs/remotes/origin/pull/232,46c493bcde139f441a046bf490dc02e79c680eaa,9c51b21a17d15812f16a659ddcc3d66cb141d773,4a87176e3713ea240390f6d93d6fe408cd1b0957,,False,True,,,True,11,74,392,1,,,,False,11,False
26,refs/remotes/origin/pull/252,32c8326a46a2f66933b0d472509a70665e24573a,fe101941317fa3d990841e467b60421f1233badb,f214f5c3aa14d2231bfe4e8d0fbab394a7a50a30,,False,True,,,True,184,172,1974,2,,,,False,203,False
27,refs/remotes/origin/pull/276,5f0bbb10a07a97319e44028d80a243ef443c92e7,30579d49a127ef19af550de52f1078f845acbf31,bf141ff166faf896fb669edeb5e7fd9b56bb8918,,True,True,Tests_passed,916a57e329a66825c5062936c173580206fe41b61119266fb35783d2127e6a9a,True,10,20,625,4,False,Tests_timedout,d8c0e675e29cb584e84f54db0ccf5dd6b9ae3a84f39bbf083354d382011b9e78,False,12,False
28,refs/remotes/origin/pull/278,7961842c7969b3a18a4e4123898241ec9b7f3305,15278462c914ba71d06fc0f7d193e27404ca8c97,1d5184dc888c387d5dd0c5110e36377644d2e76f,,False,True,,,True,3,7,76,3,,,,False,4,False
29,refs/remotes/origin/pull/281,fe4736122ac488dc746ce094f97596496de145b5,5a465e1c92da41c450e5769a5ac9151c178ceb0d,e2de07ed85d2a24db41c63f767e7da9e5bc5ab35,,False,False,,,True,3,8,17,5,,,,False,6,False
30,refs/remotes/origin/pull/304,4f230a02b6e9f5d194d801dc46afcec7db723161,ec61095679dcb3e682a4cb4fbe4b49edf62dc111,655dae21833119a0edd45e1a16dbaa2e585d6455,,False,False,,,True,4,4,7,2,,,,False,4,False
31,refs/remotes/origin/pull/307,be2d56f50da8e27fa1ba5c2a43a9da1b76bf670f,c3d2fdd1596f4d120b19349613ca1c44f0ae0879,f7d2a61049d7815f2a4328fe61a96758dcbf7fb8,,True,False,Tests_passed,d693bd47aaaea6f78e5287d5f55bf509f9b37752392bb3e5307cb032f2f8c388,True,3,5,27,3,True,Tests_passed,ed7d6cce480b8a25b183d371f68c54b57726b0f0a788b6d5c17b4c53feacccb1,True,3,True
32,refs/remotes/origin/pull/332,d466b96f13cd327e9aba5980fac297d7d9faa4ed,d041aa69f582fa53134487b5ac81319e87e5b4ce,0c649daaddae70f94195994278d043847d5ee550,,True,True,Tests_timedout,f17cb4a660a1851d1a771cf72f3ce3700e3c3ed8b8a848e0266169d31e123ea9,True,37,61,479,2,False,Tests_timedout,320c2560e95c86cba37059c1e9e5c7e54288063e03f9b105dd6a61a6002396e8,False,37,False
33,refs/remotes/origin/pull/367,a71d7c647e4576b405b0f70cd7f5c4501e685310,531cec6efe3148947e663f62cb6aad3fe7b5fd90,9a5f5916730a8de348efdf5573c3ddeed0c1980f,,True,False,Tests_timedout,700a772f8d64bd9f161adda63dec050eae2c136520cc9272bea9e3486c642616,True,5,34,137,3,False,Tests_timedout,d19168f5af5eedf02ad11a0d1b333388809b46e21cab667894f9440b8db7b20d,False,5,False
34,refs/remotes/origin/pull/392,fe3037a12a1978fa7fd96f3e988d34d8e5c9fe74,7fd4e071a70fbc2454a38836f4a1a370d6c9ed3d,7e7f33d2f09e4ee06d1a97f700433e130953b591,,False,True,,,True,67,451,2535,1,,,,False,67,False
35,refs/remotes/origin/pull/460,131d78e5dd04d7400516002433b9952fee2fef1b,3e1a09763352643b80f96b9e5ec7380a4508a7a1,2c2360d34e9095465a73daae0ddd0c0b40873dcd,,False,True,,,True,6,16,90,1,,,,False,6,False
36,refs/remotes/origin/pull/461,ead7b0d4b0017b08485fe4852e732fc87efb5832,912effb0c500c3ec9b987a5fd98ea9c13d74a772,5c976fc2d7428dbecf4c322fa0af1bcd4f7e4965,,False,True,,,True,9,25,114,1,,,,False,9,False
37,refs/remotes/origin/pull/476,9b91ff0ef93ee8d5c23855552b93d360b355af08,c482f14953e24e2696b7ec97c1651b7c05e3437e,d788390dc8ff02100006b14a53a847395ec63626,,False,False,,,True,17,45,154,3,,,,False,19,False
38,refs/remotes/origin/pull/489,c8cf551f8bf1ae8f7a51ce2d7783a4a70ad13ece,7f4633310efe7ce1543eca8e6ca41de02cd07b7d,656aaecec4c00b436cb572d37f862c4e88a42b23,,True,False,Tests_timedout,479dc161f2d74add814f870e0a7500b48eed41ba7de9feac405e665362e3b1b8,True,3,17,61,2,False,Tests_timedout,fdff31465ce41cd83add9b920af189c7961ab5c95ea3d4da0f8574e80efe034d,False,3,False
39,refs/remotes/origin/pull/490,8b40f434245eb375cbd090bcffac1721dab16a04,64d75c5064e45b2473788b94c578e46d24e0fbbc,43525816f47a48d7ecb22b71c6b8eee037a67120,,False,False,,,True,5,20,135,1,,,,False,5,False
40,refs/remotes/origin/pull/553,3695fd0a99695634350d695131d70eedd4a70be6,eb0bc74a8b4f7c31625613d40d7125db751359e0,49c4e2e6f188cbb6cd539d06b988430d21b6944b,,True,True,Tests_timedout,42adc7cc2dc24b0fc7c793646d611a8664f1a5173e93b8cba6a60bd4931e1530,True,10,37,329,2,False,Tests_timedout,bfd8ef0e153b1d6b053e0b5c2b72b87faa279f69c80802a43ef8baa4033f60f9,False,10,False
41,refs/remotes/origin/pull/562,11126822e2f2cfebe130967147cd334e42f575ab,ae3bd5f87a2dc3b3b1e7dbe1655e04605803981a,8d0547b1d55ee148e1867fa6a49fe2181c212adf,,True,True,Tests_passed,1a400ab9f3e060781a8ac2559fdf5eb228b59c932cb7315f236ac18d8622665c,True,11,30,150,3,True,Tests_passed,50d1b05e46e08b1b0a074946fd6f9cdb83aba6e246986b14784854c75737bbd7,True,11,True
42,refs/remotes/origin/pull/565,eac702ea5f67b64a0c483ea8b8f1ad1ee9e61bf8,df00e207bbc5a5b35d210dbf763c3a9f9fda7889,0efc6324f64b8d461e3efd69e7fe7b0ef425cd58,,True,False,Tests_passed,e2c432818df46cfdbde7bf7f9ecf7f25a71ac540a7f261e0a4db91393bedf0f8,True,6,22,98,3,True,Tests_passed,53fa944dde5a076d60f4c5f5d554fd00d5ae7255cff29a4ec4f737e92fcae46a,True,6,True
43,refs/remotes/origin/pull/658,d0d81140d1557312cd24f331fdc54cfbe4af33e5,c78695feb6c380b5dd72151eb85e7da8e9926925,7a72aacb313e6b2bc488147a4cb2e89ef5eecac8,,True,True,Tests_passed,c5064432e6d1e38a608b3c04be7522852ff5a60987081cc89301526816f2e8cc,True,6,29,224,2,True,Tests_passed,4e2250bff77ced11abbd1dfd94c7843c9d4e25870d0c40b7d11d101f9ebaf73d,True,6,True
44,refs/remotes/origin/pull/660,52660bc1a08e96d6f14669c248e0a9a9bd8c7370,cea0fe96c626c0c73bfe7ee661fa294010eb569d,f9b07466dd686ec876be29deb5ffbdf592b3ecca,,True,True,Tests_passed,bcd5bd04e27bf605c142cf961d03e6a8220ebc377e73bb6901de911078a33f90,True,7,11,29,2,True,Tests_passed,845b9dc407fc1d969469d49b2bf300fbaa2015890454da7706fbaa2c95610d51,True,7,True
45,refs/remotes/origin/pull/660,888f6ff4fb42ed7ac178c226e985a1a1e42fc581,a821f206e05daa1ee9259014de411ceb679cdb82,ea4e5f7ca6556455f8e1117ae369f33ca92cd6ca,,True,True,Tests_passed,8295e320806727f25cdfa25cbd405612069ddb5799138b206c5ce0a097548ff8,True,7,15,99,2,True,Tests_passed,a45c8a11a044c983f084424aa4d9f7074d3b7707ad02b770ed89082ad2380119,True,7,True
46,refs/remotes/origin/pull/668,20e1149be21bf2ecfcd7393b8a58a8cc5aa81573,fa0721bbf840d5831d29265b24ba12083ea5497b,940221ec0b2d4bd4931f7240b046583321776123,,True,True,Tests_passed,60da757d4c3bdf46f6377f991f2d9bb4761990e99f55329cb9cde7e011de46b9,True,7,26,110,3,True,Tests_passed,e8842245c3720593c6cef06f344256baf697704ece3c6f1f8d7f9283db465860,True,7,True
47,refs/remotes/origin/pull/677,d3e82d51c28196ddfe55507126861c1f899f1f0b,e2c4151b07991f6301fd119e1226e9e5a1e219bb,b0a8e89e8a6d7534ff1315e80df15c2b083e2c98,,True,False,Tests_passed,bee82489847654b30746f6a0bf3dcc3bba9e45e39b0e453bb05b0a8742bc70f1,True,3,5,13,2,True,Tests_passed,83f56f714b7e0d3feef5366097071b58851700e304f667ce2705ed4232b6a6ef,True,3,True
48,refs/remotes/origin/pull/682,d7f1c958a0a03640067eabc4574b0a4403eb7f09,4c892eea5df24d4934f411b182c93c498e538f8c,bf5e5da3c6263d6a2da45054b4c8671316d3c433,,True,False,Tests_timedout,423aa05a0f630b23ff7f48b7b2fa31806e56c298b38395d51064a5a23252980f,True,3,6,13,2,False,Tests_timedout,da8405f194cc60676f80dc3d844e051841aaa97d92cdcff0b25e010dae8a369f,False,3,False
