idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
4,refs/heads/master,0ac0c86e54b2a51f48057b6fbbb0f59bbf1a0a4d,6413e8a2efe6c021914574d0f1c3c1c27135ba2c,b53a67c42b2acf0f6011bede2b1ccfc3a4f60dde,,False,False,True,4.0,4,1268.0,1,False,4,,,,,,False
6,refs/heads/master,b783cdff42f726f3a34010243126c0b701a27c3a,369c7569fcf672e4d0f094951e3bc8a28f5a0286,608ebc20f4c5ddfc7a45f77b163c55ee87a12b73,,False,False,True,5.0,5,32.0,1,False,5,,,,,,False
20,refs/heads/master,ef27d3077aa94c400e98a174ff0f774c3c6f2706,16071ad6f84c6a34b3f76b764a5df4eb77e9711f,10c0dee9198b4f3d8e0a96ae84e17bb355fb3e0e,,False,False,True,3.0,2,4.0,2,False,3,,,,,,False
22,refs/heads/master,a45b7ee4568362be32e533bdf9f19e6100441131,3e4b9348a13f77604c515ac3efb3d823ae59daed,dc0f9385553fbda0172a4bc75fd41bb1d0431264,,False,False,True,2.0,1,2.0,0,False,2,,,,,,False
23,refs/heads/master,dc0f9385553fbda0172a4bc75fd41bb1d0431264,2dc4316645198af8f8d89d546210bd8377c7b329,22d14a2e534a29568738cb1b90bd7c0452d793c3,,False,False,True,4.0,4,8.0,2,False,4,,,,,,False
26,refs/heads/master,7f14a083903700b21db261a52abe08c452d4f4c2,54595405022676e95e514f0823d39d38a468322e,1dab2e26f0a9a790831417331e8de14d038f1ca0,,False,False,True,2.0,1,2.0,0,False,2,,,,,,False
27,refs/heads/master,1dab2e26f0a9a790831417331e8de14d038f1ca0,4db4c35f04423e02eae12b006a23b0efb09d4370,1f41855c071388770b76502dc3aba677049e1a7a,,False,True,True,46.0,237,1570.0,1,False,46,,,,,,False
30,refs/heads/master,8f3f91637eb526dc42829c97a4d1fef968c5e072,b56ea3e662f9c66a9b192264d70dae5c5833b993,ce3e1dfd612509b0cfc4e2c9a16d86f20bae0bde,,False,False,True,3.0,2,112.0,0,False,3,,,,,,False
34,refs/heads/master,1c6d1a4f40cb2de34485b99dd5f00d5ab3394c54,1f8997068b28feceb9c477d13c3a6ea8e1b5d8a7,886b4803cbc0e8f79269ee90514008c6911b034c,,False,True,True,21.0,76,427.0,1,False,21,,,,,,False
36,refs/heads/master,7c877eb9c42e337743b421ebf0d60c859977f70d,4d092ae304e6e660699ccc25a8ef65b41bead976,7c99e7e404c9cc7eb8f01d6370c837c884ba941d,,False,True,True,18.0,62,392.0,2,False,18,,,,,,False
38,refs/heads/master,92742ea3bd9d7fb63b5332a38957d4cf39f147db,54b1b747277a9b3c55990fc1f42be872b3768583,9f5b193dde449d76cf0f4f17ae0ada973277ee59,,False,True,True,38.0,136,941.0,2,False,38,,,,,,False
41,refs/heads/master,b864e603bf9f8cd4ac4a893ce2f903a9852f37ed,7f8a68885439004aac605e172c627bcfd8161782,31c06b8466fc0daf2448a7c2f70b7d06ac0f892f,,False,True,True,16.0,42,168.0,2,False,16,,,,,,False
45,refs/heads/master,84f56f048ca793d1e95d9ed9c1a8d7f3f4d3cbc5,d28a01f05472ba5ef7362b352e1afb7f7f0021ce,fa40c6f0e56504c6868f31b366938b35a59e5c90,,False,True,True,4.0,4,52.0,0,False,4,,,,,,False
55,refs/heads/master,c574f781ce4706ba855a40aebce7964255433f03,664cb4eb37c08d1e9b2ca0b9ad33a2b80ab4966a,b02fc05344064ba0e33c6d64768097815124c0d1,,False,True,True,7.0,19,290.0,0,False,7,,,,,,False
59,refs/heads/master,664b91c117fa193f8893889369019bf87ba77cc0,aaef4d891703f9b42c0abcea2b0c36bf23da69df,dc3da0a67ba241f8d99d407fe236b36c27ec78f8,,False,False,True,2.0,1,3.0,0,False,2,,,,,,False
63,refs/heads/master,74861c9570110d821a5bc2d44189c5278ae9317f,24f46bf1cea5f6eaf35a98d654149683792a7b14,c652e85e009cda3df23c26fbe7108fbdb76df501,,False,False,True,2.0,1,2.0,0,False,2,,,,,,False
64,refs/heads/master,c652e85e009cda3df23c26fbe7108fbdb76df501,1fb9519e3117ca5fd791fd7063829dbd7281511e,d02c40d95608acd0232ec63a0e4b6796b181e798,,False,True,True,6.0,9,25.0,1,False,6,,,,,,False
67,refs/heads/master,fc445a699ffe1e9efe7226c1982e413bcb23a608,4d18f0b2104cfb41cdc7bdab4aed4df7501b3cfb,5edc218a50a2dea6615a8a0bb28f3a1598ba7605,,False,True,True,5.0,8,23.0,2,False,5,,,,,,False
72,refs/heads/master,8422c0044a4baee82dd50f7f4fce90caaa1d7bc1,4dd0b1a88217f3ba13169048f2302d373796d6de,7b47e5dbfa3f2017928444799b76c81a34344a1f,,False,True,True,12.0,96,413.0,1,False,12,,,,,,False
75,refs/heads/master,e4c5f01248bb61f950f54fa6ebc0dfd06d4b57ab,e637829b2264e954223cbb39615a30a509676d01,4fcf76eb9b6fa87491640ccd236846af918bf13d,,False,False,True,6.0,56,283.0,1,False,6,,,,,,False
