idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
3,refs/heads/master,ac15c8e6c4baa07aecc2208f13952c0adcce489c,7ed6284ffe6bd5542a2d9060c96e8ff55515c99f,f1486a2f94d2ba816ec5495a0518768ddaa429a6,,14,2,709,41,True,True,True,14,True,Tests_passed,424ff64fcb36e661b96cf7154f4680b4de82167844ebcb395a40756cbdc0ab45,True,Tests_passed,ca3f47c8223d6b93221232b342ae43abc8217f8150e27ab31e47a3d1c85dbc39,True
4,refs/heads/master,7ed6284ffe6bd5542a2d9060c96e8ff55515c99f,a42588f2842d909365cbe6c8fb874b2e237c1820,78757f6b73e1209c1e631cddb2e8089d1075015d,,31,2,1622,71,False,True,True,31,False,,,,,,False
7,refs/heads/master,e8c3533c8f87c5d0cbef487ea9ea6a08c54e3fbc,8660f6f67fd164f68bd9d6799c731d1bf82f90e5,b62a147880d5ce635f296044f1d5ad002fe862e8,,17,2,733,28,False,True,True,16,False,,,,,,False
8,refs/heads/master,8660f6f67fd164f68bd9d6799c731d1bf82f90e5,64e93546785825f79cb5dffb7b8a79dd1e33b499,86b4479fd40e62980074456442227a1549d37ed6,,9,1,339,9,False,True,True,9,False,,,,,,False
9,refs/heads/master,64e93546785825f79cb5dffb7b8a79dd1e33b499,7165cf90c05de5737c12a2666774c20edb25159e,123445a2eb44757df64b42f765deb57452c55d2f,,5,1,74,5,False,True,True,5,False,,,,,,False
12,refs/heads/master,b9412a4253704d7a1fa8d2d8c211735afdb80ce2,ad6baa8008d94d8f49070726fdc0302abd24eea5,88261b94e7ab587617493ac3b192b7efb2afaff3,,15,1,570,38,False,True,True,15,False,,,,,,False
13,refs/heads/master,ad6baa8008d94d8f49070726fdc0302abd24eea5,400bd6ab8429f1e0d2f56fde2aefc9e7db948012,2383c142c41e791665729585ac45441795129de2,,5,1,141,17,False,True,True,5,False,,,,,,False
15,refs/heads/master,e96294061aa7ae234677901095dbaab6fa5b7f80,fbaf7747f1d642202e4dfacaad6273f4807b523c,dc8a1e35d7030d183e602bdcb2ba9dec2b39dda5,,5,1,90,17,False,True,True,5,False,,,,,,False
16,refs/heads/master,db7375a97f3d1537e10195f5061d50637a14d574,7a96eb31979555a9ff56d7a5247b7fd962b23acf,a31e6603481b05888bf0e5707e29b48612879749,,4,2,34,13,False,True,True,4,False,,,,,,False
19,refs/heads/master,f64d0c7ad90c96e10cb2d2cd6741df0b6b4ff98f,b72b85454014f096c66288ab773cb6223ab402ff,973143c108b17efe7573918a2d80d71b4995107a,,81,1,1569,83,False,True,True,81,False,,,,,,False
30,refs/heads/master,16be638337f8828bb33018195922abd50d2b9f59,fc3552c8f528bb03630b26a7d636195b11e15296,9ce7b85c78b2644ec989225de4c94b33da7f24bf,,4,1,27,4,False,False,True,4,False,,,,,,False
32,refs/heads/master,899abf833673b35e2128a1258fd972e1336cdaa6,1efe83a6c2dd6a048a4bb77f590b119a66a01a05,fdb0bde1a883709cfabb21dc4dff5d8e685ed226,,13,1,363,24,False,True,True,13,False,,,,,,False
34,refs/heads/master,2234f0742af6dc593279f297eb97b34ddf1d7a74,104f1819741b92041e3ede7fe10114121bb45cf6,2ba8c4d2a0dcd0a01181ebae6cc3ba8f375bc51e,,5,0,300,16,False,True,True,5,False,,,,,,False
36,refs/heads/master,f956243326328bd6d0bd1d558fd7a42dff01314d,496987483581c24784aa48cd47dc87ed6e55e7e6,4dd29874085895abda807ee1f955b54fb5fbdf0c,,31,4,683,71,True,True,True,30,False,Tests_failed,23b182e1ff4781b36272866b06bcf02a4ca9fa6668635df942b6f532ba5fbcc2,False,Tests_failed,7b227b1c064d0ae830a6bba8b5aed6ddffe5637ac166cffb8eeb17741944cbe8,False
37,refs/heads/master,4dd29874085895abda807ee1f955b54fb5fbdf0c,8d898ead38c3e1257dbe7ec74cf287183678663f,18311b51c6ccdb1fbb99295a2a187414b124d9cc,,13,1,500,23,False,True,True,13,False,,,,,,False
39,refs/heads/master,18311b51c6ccdb1fbb99295a2a187414b124d9cc,80bb94c1f6decc09e9a0d1d977518dbf0de4fc96,060bbebb371fa0c5ad53865248395fc32a0ebd36,,19,1,606,38,False,True,True,19,False,,,,,,False
41,refs/heads/master,948616aa1fef4ff0dec50e3c31844258f9181289,e8c8cdc4d9668d37c452cd19251d43854365dfac,41e9e171a5d1009b4b782b71b974580177c84e52,,9,1,61,13,False,True,True,9,False,,,,,,False
42,refs/heads/master,e8c8cdc4d9668d37c452cd19251d43854365dfac,17bce800b61bcf5fdc1c411c5a01725299a215bf,25681c8ca4652b9e3ecd3d306bea2ec9a66f1737,,11,1,175,26,False,True,True,11,False,,,,,,False
46,refs/heads/master,1d4172b4e3acf62398d99f1df4aad473705a1e51,55777ea333c6ae3efe88968ce33d645ada41d395,b86190e6ccbd71240c94d9fe47cd8fb390b528ea,,6,1,76,21,False,True,True,6,False,,,,,,False
49,refs/heads/master,ec7dbba4da73880ad834bcd4ba1e38f5d80b2741,60675b10da5db3e4e7ca9b6ee182db220a0038bc,87391e9959f11fda18c1816097604a61e5614a66,,16,3,223,81,True,True,True,16,False,Git_checkout_failed,,False,Git_checkout_failed,,False
52,refs/heads/master,a7aadf7d98b0229958fbcaf1b38c07896b684251,d15c8d0daefba285ad8f9f259d09636cc378a9b0,844bd10e8d1cf492a03d7238781cbce8fd0aad78,,21,2,736,66,False,True,True,21,False,,,,,,False
57,refs/heads/master,0d4c5712017d53b3abdc0bb0490a3e77a2d1b3d7,6c61d0e3c6bb300fb20a7ca765b8fbfeaf11ce3d,2331465453a7cda267d48ee913fae8b6f035aee0,,5,1,27,5,False,True,True,5,False,,,,,,False
60,refs/heads/master,6047855dd98ccfe14d6c8387714bb5d7c926cdeb,fcc88c20226f9de98cc752c0830bfaa454fa761d,a5b6e9a7e834a96b89317e24112242bbf0f77ca1,,61,4,2027,62,True,True,True,61,False,Tests_failed,159f964a0d213eccb06c27bb784294a62fe92dd9622bf4c244b920a85732fe27,False,Tests_failed,af0fe80d4913a2439f718a8288300910217e77baa22321f064dfe7d7bc516b01,False
64,refs/remotes/origin/random-hacks,d6532b44fcfa09479b6fef0234f586df2070861e,fd46830f1718d9d53b7904c3ef65f4a6875c981d,2d21eb23395e755ab54c8d27bf126e0421231f5e,,4,1,128,17,False,True,True,4,False,,,,,,False
